bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
smithra01,1971-72,23,BUF,NBA,76,27.6,.482,,.482,.482,.622,4.8,2.5,,,13.4,15.5,3.0,.069,,,
smithra01,1972-73,24,BUF,NBA,82,31.7,.443,,.443,.443,.727,4.8,5.1,,,14.8,15.0,2.2,.041,,,
smithra01,1973-74,25,BUF,NBA,82,33.5,.492,,.492,.492,.712,3.8,4.7,2.5,0.0,15.5,15.9,5.7,.100,1.5,2.4,
smithra01,1974-75,26,BUF,NBA,82,36.6,.484,,.484,.484,.800,4.2,6.5,1.7,0.0,17.8,17.1,7.2,.116,2.3,3.3,
smithra01,1975-76,27,BUF,NBA,82,38.6,.494,,.494,.494,.817,5.1,5.9,1.9,0.0,21.8,18.7,9.4,.143,3.3,4.3,All-NBA (2nd)
smithra01,1976-77,28,BUF,NBA,82,37.7,.467,,.467,.467,.762,5.6,5.4,2.1,0.1,20.7,17.6,6.4,.099,2.9,3.8,
smithra01,1977-78,29,BUF,NBA,82,40.4,.465,,.465,.465,.800,3.8,5.6,2.1,0.1,24.6,19.1,7.9,.114,1.7,3.1,
smithra01,1978-79,30,SDC,NBA,82,37.9,.455,,.455,.455,.813,3.6,4.8,2.2,0.1,20.5,16.6,5.8,.089,0.0,1.6,
smithra01,1979-80,31,CLE,NBA,82,32.6,.452,.189,.463,.456,.823,3.1,4.4,1.5,0.1,17.6,15.2,4.2,.075,-0.1,1.3,
smithra01,1980-81,32,CLE,NBA,82,26.8,.466,.036,.478,.466,.815,2.4,4.4,1.4,0.2,14.6,17.0,3.3,.073,-1.0,0.5,
smithra01,1981-82,33,NYK,NBA,82,24.8,.465,.273,.468,.467,.808,1.9,3.1,1.1,0.0,10.0,12.2,2.4,.058,-2.4,-0.2,
smithra01,1982-83,34,"SDC,ATL",NBA,80,17.6,.483,.167,.494,.486,.870,1.2,2.6,0.7,0.0,8.3,14.5,2.5,.085,-3.3,-0.5,
