bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS
willimi03,1989-90,26,"SAC,ATL",NBA,21,4.9,.333,.500,1.1,0.1,0.1,0.3,0.7,3.5,0.0,.012,-5.9,-0.1,,"De La Salle Institute in Chicago, Illinois"
