bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
stephla01,2010-11,20,Indiana Pacers,NBA,12,9.6,.333,.786,1.5,1.8,0.3,0.0,3.1,5.5,-0.2,-0.093,-8.1,-0.2,,750000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2011-12,21,Indiana Pacers,NBA,42,10.5,.376,.471,1.3,1.1,0.5,0.1,2.5,7.0,-0.3,-0.031,-4.2,-0.3,,810000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2012-13,22,Indiana Pacers,NBA,78,29.2,.460,.652,3.9,2.9,1.0,0.2,8.8,11.8,5.5,.115,0.9,1.7,,870000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2013-14,23,Indiana Pacers,NBA,78,35.3,.491,.711,7.2,4.6,0.7,0.1,13.8,14.7,7.4,.130,2.3,3.0,,1005000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2014-15,24,Charlotte Hornets,NBA,61,25.8,.376,.627,4.5,3.9,0.6,0.1,8.2,8.8,-0.9,-0.026,-3.5,-0.6,,9000000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2015-16,25,Memphis Grizzlies,NBA,69,19.9,.481,.784,3.2,1.9,0.6,0.1,8.3,13.5,2.2,.076,-1.4,0.2,,9000000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2015-16,25,Memphis Grizzlies,NBA,43,15.8,.494,.700,2.5,1.4,0.6,0.1,4.7,9.8,0.9,.066,-1.6,0.1,,9000000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2015-16,25,Memphis Grizzlies,NBA,26,26.6,.474,.815,4.4,2.8,0.7,0.2,14.2,17.1,1.2,.086,-1.2,0.1,,9000000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2016-17,26,Indiana Pacers,NBA,18,20.1,.450,.615,2.9,3.3,0.3,0.2,6.8,9.6,0.1,.008,-5.4,-0.3,,4000000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2016-17,26,Indiana Pacers,NBA,6,27.0,.473,.625,3.0,4.8,0.3,0.2,9.7,10.3,0.1,.027,-4.8,-0.1,,4000000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2016-17,26,Indiana Pacers,NBA,6,11.2,.476,.500,1.7,0.8,0.0,0.0,3.5,6.6,-0.1,-0.045,-9.2,-0.1,,4000000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2016-17,26,Indiana Pacers,NBA,6,22.0,.409,.667,4.0,4.2,0.5,0.3,7.2,10.3,0.0,.012,-4.2,-0.1,,4000000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2017-18,27,Indiana Pacers,NBA,82,22.6,.427,.661,5.2,2.9,0.6,0.2,9.2,12.4,1.8,.045,-2.1,0.0,,4180000,"Abraham Lincoln in Brooklyn, New York"
stephla01,2018-19,28,LAL,NBA,4,20.5,.576,.800,4.3,3.8,0.8,0.0,11.0,19.7,0.2,.119,0.8,0.1,,,"Abraham Lincoln in Brooklyn, New York"
