name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",-0.36,2.54,willima02,2005-06,ATL,12.2,2.8,.069,-3.7,-0.8,,NBA,3883560,19,79,24.7,.443,.747,4.8,0.8,0.6,0.3,8.5,ATL
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",-1.91,0.54,willima02,2006-07,ATL,12.2,2.3,.051,-2.7,-0.4,,NBA,4174800,20,64,34.0,.433,.815,5.3,1.9,0.8,0.5,13.1,ATL
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",-2.54,-0.44,willima02,2007-08,ATL,14.5,5.7,.099,-1.6,0.3,,NBA,4466040,21,80,34.6,.462,.822,5.7,1.7,1.0,0.4,14.8,ATL
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",-0.44,2.74,willima02,2008-09,ATL,16.0,6.1,.140,0.9,1.5,,NBA,5636143,22,61,34.3,.458,.806,6.3,1.3,0.9,0.6,13.9,ATL
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",-0.43,3.53,willima02,2009-10,ATL,13.0,5.7,.112,-0.2,1.1,,NBA,7500000,23,81,30.5,.455,.819,5.1,1.1,0.8,0.6,10.1,ATL
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",-1.24,1.44,willima02,2010-11,ATL,13.5,4.0,.102,-1.3,0.3,,NBA,6712500,24,65,28.7,.458,.845,4.8,1.4,0.5,0.4,10.4,ATL
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",-0.26,2.24,willima02,2011-12,ATL,15.8,4.9,.156,1.0,1.1,,NBA,7500000,25,57,26.3,.432,.788,5.2,1.2,0.8,0.3,10.2,ATL
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",-1.38,1.01,willima02,2012-13,UTA,10.9,2.3,.063,-1.4,0.3,,NBA,8287500,26,73,23.7,.423,.778,3.6,1.1,0.5,0.5,7.2,UTA
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",-0.04,2.54,willima02,2013-14,UTA,14.0,2.9,.084,0.2,0.9,,NBA,7500000,27,66,25.4,.439,.781,5.1,1.2,0.8,0.5,9.1,UTA
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",-0.99,1.70,willima02,2014-15,CHO,11.8,4.3,.102,1.0,1.5,,NBA,7000000,28,78,26.1,.424,.713,4.9,1.3,0.9,0.5,7.4,CHO
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",+2.07,7.57,willima02,2015-16,CHO,16.8,7.8,.161,2.7,2.7,,NBA,7000000,29,81,28.9,.452,.833,6.4,1.4,0.7,1.0,11.7,CHO
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",-0.02,3.50,willima02,2016-17,CHO,13.7,5.0,.105,0.2,1.3,,NBA,12250000,30,76,30.2,.422,.873,6.6,1.4,0.8,0.7,11.2,CHO
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",+1.13,4.62,willima02,2017-18,CHO,13.9,5.0,.119,1.7,1.9,,NBA,13168750,31,78,25.7,.458,.829,4.7,1.2,0.7,0.5,9.5,CHO
Marvin Williams,/players/w/willima02.html,2006,2019,University of North Carolina,true,"Bremerton in Bremerton, Washington",,,willima02,2018-19,CHO,11.5,0.1,.045,-1.1,0.0,,NBA,,32,5,26.0,.381,.500,5.8,0.8,0.6,1.6,8.2,CHO
