bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
duncati01,1997-98,21,San Antonio Spurs,NBA,82,39.1,.549,.662,11.9,2.7,0.7,2.5,21.1,22.6,12.8,.192,5.5,6.0,All-NBA (1st),2967840,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,1998-99,22,San Antonio Spurs,NBA,50,39.3,.495,.690,11.4,2.4,0.9,2.5,21.7,23.2,8.7,.213,4.9,3.4,All-NBA (1st),3413000,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,1999-00,23,San Antonio Spurs,NBA,74,38.9,.490,.761,12.4,3.2,0.9,2.2,23.2,24.8,13.0,.218,6.1,5.9,All-NBA (1st),3858240,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2000-01,24,San Antonio Spurs,NBA,82,38.7,.499,.618,12.2,3.0,0.9,2.3,22.2,23.8,13.2,.200,5.4,5.9,All-NBA (1st),9660000,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2001-02,25,San Antonio Spurs,NBA,82,40.6,.508,.799,12.7,3.7,0.7,2.5,25.5,27.0,17.8,.257,7.6,8.1,All-NBA (1st),10865250,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2002-03,26,San Antonio Spurs,NBA,81,39.3,.513,.710,12.9,3.9,0.7,2.9,23.3,26.9,16.5,.248,7.4,7.6,All-NBA (1st),12072500,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2003-04,27,San Antonio Spurs,NBA,69,36.6,.501,.599,12.4,3.1,0.9,2.7,22.3,27.1,13.1,.249,7.3,5.9,All-NBA (1st),12676125,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2004-05,28,San Antonio Spurs,NBA,66,33.4,.496,.670,11.1,2.7,0.7,2.6,20.3,27.0,11.2,.245,6.4,4.7,All-NBA (1st),14260641,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2005-06,29,San Antonio Spurs,NBA,80,34.8,.484,.629,11.0,3.2,0.9,2.0,18.6,23.1,10.8,.187,4.6,4.6,All-NBA (2nd),15845156,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2006-07,30,San Antonio Spurs,NBA,80,34.1,.546,.637,10.6,3.4,0.8,2.4,20.0,26.1,13.0,.230,7.1,6.3,All-NBA (1st),17429672,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2007-08,31,San Antonio Spurs,NBA,78,34.0,.497,.730,11.3,2.8,0.7,1.9,19.3,24.4,11.1,.201,4.7,4.5,All-NBA (2nd),19014188,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2008-09,32,San Antonio Spurs,NBA,75,33.7,.504,.692,10.7,3.5,0.5,1.7,19.3,24.4,10.1,.191,4.6,4.2,All-NBA (2nd),20598704,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2009-10,33,San Antonio Spurs,NBA,78,31.3,.518,.725,10.1,3.2,0.6,1.5,17.9,24.7,10.9,.215,5.6,4.7,All-NBA (3rd),22183220,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2010-11,34,San Antonio Spurs,NBA,76,28.4,.500,.716,8.9,2.7,0.7,1.9,13.4,21.9,7.7,.171,3.8,3.2,,18700000,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2011-12,35,San Antonio Spurs,NBA,58,28.2,.492,.695,9.0,2.3,0.7,1.5,15.4,22.5,5.9,.174,2.4,1.8,,21164619,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2012-13,36,San Antonio Spurs,NBA,69,30.1,.502,.817,9.9,2.7,0.7,2.7,17.8,24.4,8.3,.191,4.1,3.2,All-NBA (1st),9638554,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2013-14,37,San Antonio Spurs,NBA,74,29.2,.490,.731,9.7,3.0,0.6,1.9,15.1,21.3,7.4,.164,3.2,2.8,,10361446,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2014-15,38,San Antonio Spurs,NBA,77,28.9,.512,.740,9.1,3.0,0.8,2.0,13.9,22.6,9.6,.207,5.5,4.2,All-NBA (3rd),10000000,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
duncati01,2015-16,39,San Antonio Spurs,NBA,61,25.2,.488,.702,7.3,2.7,0.8,1.3,8.6,16.9,5.2,.163,4.1,2.4,,5000000,"Saint Dunstan's Episcopal in Saint Croix, U.S. Virgin Islands"
