bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,Award
russeca02,1976-77,25,CLE,NBA,70,30.1,.434,,.434,.434,.778,6.0,2.7,1.0,0.3,16.5,
russeca02,1977-78,26,CLE,NBA,72,35.0,.448,,.448,.448,.751,6.4,3.9,1.2,0.2,19.4,
russeca02,1978-79,27,CLE,NBA,74,38.6,.476,,.476,.476,.797,6.8,4.7,1.3,0.3,21.9,
russeca02,1979-80,28,CLE,NBA,41,32.5,.451,.111,.456,.452,.745,5.5,4.2,1.8,0.5,18.2,
russeca02,1980-81,29,NYK,NBA,79,36.3,.464,.308,.468,.468,.781,4.5,3.3,1.3,0.1,16.4,
russeca02,1981-82,30,NYK,NBA,77,30.6,.478,.439,.481,.492,.776,3.1,3.7,1.0,0.2,13.9,
russeca02,1982-83,31,Did Not Play (injury—knee),,,,,,,,,,,,,,
russeca02,1983-84,32,Did Not Play (injury—knee),,,,,,,,,,,,,,
russeca02,1984-85,33,CLE,NBA,3,8.0,.286,.000,.333,.286,.667,1.7,1.0,0.0,0.0,2.0,
