bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,Award
willima03,2006-07,21,NJN,NBA,79,16.6,.395,.282,.446,.439,.847,2.1,3.3,0.4,0.0,6.8,
willima03,2007-08,22,NJN,NBA,53,16.1,.379,.380,.377,.471,.787,1.9,2.6,0.5,0.1,5.9,
willima03,2008-09,23,GSW,NBA,9,6.0,.235,.333,.182,.294,.333,0.4,1.4,0.1,0.1,1.3,
willima03,2009-10,24,MEM,NBA,62,14.1,.384,.296,.421,.428,.673,1.5,2.6,0.5,0.0,4.3,
