bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
willico01,1992-93,22,CHI,NBA,35,6.9,.365,.818,0.9,0.7,0.1,0.1,2.3,9.3,0.2,.042,-5.7,-0.2,
willico01,1993-94,23,MIN,NBA,4,11.5,.385,1.000,1.5,1.5,0.5,0.0,2.8,8.0,0.0,.009,-5.3,0.0,
