bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,Award
willich02,1976-77,30,"DEN,BUF",NBA,65,13.3,.371,,.371,.371,.782,1.6,2.0,0.5,0.0,3.4,
willich02,1977-78,31,BUF,NBA,73,27.4,.477,,.477,.477,.826,1.9,4.3,0.7,0.1,7.3,
