bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
blakest01,2003-04,23,Washington Wizards,NBA,75,18.6,.386,.821,1.6,2.8,0.8,0.1,5.9,10.9,0.7,.026,-4.0,-0.7,,366931,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2004-05,24,Washington Wizards,NBA,44,14.7,.328,.805,1.6,1.6,0.3,0.0,4.3,8.4,0.3,.020,-5.1,-0.5,,620046,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2005-06,25,Portland Trail Blazers,NBA,68,26.2,.438,.791,2.1,4.5,0.6,0.1,8.2,14.5,2.8,.076,-1.7,0.1,,1000000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2006-07,26,Denver Nuggets,NBA,82,27.1,.411,.672,2.1,5.0,0.7,0.1,6.4,9.9,2.1,.045,-3.1,-0.6,,1330000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2006-07,26,Denver Nuggets,NBA,33,17.7,.349,.550,1.4,2.5,0.3,0.1,3.6,6.8,-0.1,-0.008,-5.8,-0.6,,1330000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2006-07,26,Denver Nuggets,NBA,49,33.5,.432,.727,2.5,6.6,1.0,0.1,8.3,11.0,2.2,.064,-2.1,-0.1,,1330000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2007-08,27,Portland Trail Blazers,NBA,81,29.9,.408,.766,2.4,5.1,0.7,0.0,8.5,12.0,3.8,.075,-0.8,0.7,,4250000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2008-09,28,Portland Trail Blazers,NBA,69,31.7,.428,.840,2.5,5.0,1.0,0.1,11.0,14.4,5.8,.128,1.7,2.0,,4250000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2009-10,29,Los Angeles Clippers,NBA,80,27.0,.416,.750,2.3,4.8,0.7,0.1,7.3,11.6,3.3,.074,-1.5,0.3,,4930000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2009-10,29,Los Angeles Clippers,NBA,51,27.4,.403,.750,2.3,4.0,0.7,0.0,7.6,11.2,2.4,.082,-0.3,0.6,,4930000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2009-10,29,Los Angeles Clippers,NBA,29,26.3,.443,.750,2.4,6.1,0.7,0.1,6.8,12.3,0.9,.058,-3.7,-0.3,,4930000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2010-11,30,Los Angeles Lakers,NBA,79,20.0,.359,.867,2.0,2.2,0.5,0.0,4.0,7.5,1.8,.055,-2.3,-0.1,,4000000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2011-12,31,Los Angeles Lakers,NBA,53,23.3,.377,.778,1.6,3.3,0.7,0.0,5.2,8.5,1.0,.040,-2.9,-0.3,,4000000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2012-13,32,Los Angeles Lakers,NBA,45,26.1,.422,.771,2.9,3.8,0.8,0.1,7.3,11.7,2.4,.097,0.0,0.6,,4000000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2013-14,33,Los Angeles Lakers,NBA,55,27.2,.377,.767,2.9,5.6,1.0,0.1,6.9,11.0,1.8,.058,-1.6,0.2,,4000000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2013-14,33,Los Angeles Lakers,NBA,27,33.0,.378,.800,3.8,7.6,1.3,0.1,9.5,12.1,0.8,.041,-1.6,0.1,,4000000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2013-14,33,Los Angeles Lakers,NBA,28,21.7,.375,.625,2.0,3.6,0.7,0.2,4.4,9.4,1.1,.084,-1.6,0.1,,4000000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2014-15,34,Portland Trail Blazers,NBA,81,18.9,.373,.707,1.7,3.6,0.5,0.1,4.3,9.5,2.1,.066,-2.1,0.0,,2077000,"Oak Hill Academy in Mouth of Wilson, Virginia"
blakest01,2015-16,35,Detroit Pistons,NBA,58,17.0,.388,.800,1.5,3.4,0.4,0.1,4.4,9.8,1.1,.053,-3.5,-0.4,,2170465,"Oak Hill Academy in Mouth of Wilson, Virginia"
