name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Jevon Carter,/players/c/carteje01.html,2019,2019,West Virginia University,true,"Proviso East HS in Maywood, Illinois",,,carteje01,2018-19,MEM,7.8,0.0,-0.003,-4.0,-0.3,,23,NBA,39,14.8,.303,.813,1.7,1.8,0.7,0.3,4.4,MEM
