bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
robisda01,1971-72,22,DNR,ABA,84,28.8,.444,.000,.446,.444,.702,9.6,2.4,,,15.5,19.7,5.2,.103,,,
robisda01,1972-73,23,DNR,ABA,83,31.9,.516,.000,.516,.516,.756,9.0,2.0,,,16.3,19.2,10.1,.184,,,
robisda01,1973-74,24,DNR,ABA,84,29.4,.473,,.473,.473,.774,8.4,1.8,0.5,0.8,14.5,18.5,9.1,.176,1.9,2.5,
robisda01,1974-75,25,DNA,ABA,84,22.6,.503,.000,.504,.503,.879,6.0,1.8,0.5,0.6,13.0,19.4,8.5,.214,1.6,1.7,
robisda01,1975-76,26,"SDS,INA",ABA,87,32.1,.422,.000,.423,.422,.850,9.1,1.9,0.8,0.7,13.7,15.8,7.8,.134,0.0,4.7,
robisda01,1976-77,27,IND,NBA,80,24.6,.455,,.455,.455,.832,6.9,2.0,0.7,0.5,11.9,16.5,5.0,.122,-0.4,0.8,
robisda01,1977-78,28,"IND,LAL",NBA,78,16.4,.412,,.412,.412,.775,4.5,1.1,0.5,0.4,5.8,12.8,2.3,.086,-1.9,0.0,
robisda01,1978-79,29,LAL,NBA,80,15.2,.446,,.446,.446,.748,3.6,1.2,0.3,0.3,4.8,11.9,2.3,.092,-2.0,0.0,
robisda01,1979-80,30,CLE,NBA,82,32.6,.520,.000,.522,.520,.842,8.0,2.3,0.6,0.6,15.3,17.2,8.6,.154,2.5,3.0,
robisda01,1980-81,31,"CLE,DEN",NBA,84,25.2,.446,,.446,.446,.810,5.9,2.1,0.4,0.4,10.2,14.1,4.2,.095,-0.9,0.6,
robisda01,1981-82,32,DEN,NBA,12,21.4,.453,,.453,.453,.873,5.3,2.7,0.3,0.3,12.0,17.9,0.7,.139,-1.3,0.0,
robisda01,1982-83,33,DEN,NBA,61,11.7,.382,.000,.384,.382,.780,2.5,0.9,0.2,0.1,4.7,10.3,0.4,.024,-6.1,-0.7,
robisda01,1983-84,34,"DEN,SAS,KCK",NBA,31,11.0,.365,,.365,.365,.846,1.9,0.6,0.1,0.1,3.0,6.5,0.1,.009,-6.5,-0.4,
