name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",-0.49,3.65,kingbe01,1977-78,NJN,17.3,5.9,.092,1.0,2.3,,21,NBA,79,39.1,.479,.677,9.5,2.4,1.5,0.5,24.2,NJN,
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",+0.56,5.72,kingbe01,1978-79,NJN,17.9,6.5,.109,2.4,3.2,,22,NBA,82,34.9,.522,.564,8.2,3.6,1.4,0.5,21.6,NJN,
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",-2.85,-0.16,kingbe01,1979-80,UTA,11.4,0.0,-0.002,-4.0,-0.2,,23,NBA,19,22.1,.518,.540,4.6,2.7,0.4,0.2,9.3,UTA,
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",+1.09,6.59,kingbe01,1980-81,GSW,19.9,9.1,.150,3.3,3.9,,24,NBA,81,36.0,.588,.703,6.8,3.5,0.9,0.4,21.9,GSW,
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",+1.28,6.83,kingbe01,1981-82,GSW,19.8,8.7,.147,2.7,3.4,All-NBA (2nd),25,NBA,79,36.2,.566,.705,5.9,3.6,1.0,0.3,23.2,GSW,
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",+2.23,7.45,kingbe01,1982-83,NYK,20.3,7.5,.163,3.4,3.0,,26,NBA,68,32.5,.528,.722,4.8,2.9,1.3,0.2,21.9,NYK,
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",+3.56,12.33,kingbe01,1983-84,NYK,22.7,12.1,.218,3.6,3.7,All-NBA (1st),27,NBA,77,34.6,.572,.779,5.1,2.1,1.0,0.2,26.3,NYK,
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",+1.80,5.65,kingbe01,1984-85,NYK,25.2,7.1,.166,4.3,3.3,All-NBA (1st),28,NBA,55,37.5,.530,.772,5.8,3.7,1.3,0.3,32.9,NYK,874000
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",,,kingbe01,1985-86,Did Not Play (injury—knee),,,,,,,29,NBA,,,,,,,,,,Did Not Play (injury—knee),874000
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",-0.95,0.19,kingbe01,1986-87,NYK,17.7,0.4,.087,-1.8,0.0,,30,NBA,6,35.7,.495,.744,5.3,3.2,0.3,0.0,22.7,NYK,874000
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",-1.68,0.90,kingbe01,1987-88,WSB,15.0,2.8,.066,-0.7,0.7,,31,NBA,69,29.6,.501,.762,4.1,2.8,0.7,0.1,17.2,WSB,1000000
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",-0.32,3.39,kingbe01,1988-89,WSB,17.7,4.9,.092,0.2,1.4,,32,NBA,81,31.6,.477,.819,4.7,3.6,0.8,0.2,20.7,WSB,1100000
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",-0.20,3.79,kingbe01,1989-90,WSB,18.8,5.5,.099,0.2,1.5,,33,NBA,82,32.8,.487,.803,4.9,4.6,0.6,0.1,22.4,WSB,1500000
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",-0.74,2.49,kingbe01,1990-91,WSB,19.1,3.5,.070,0.1,1.3,All-NBA (3rd),34,NBA,64,37.5,.472,.790,5.0,4.6,0.9,0.3,28.4,WSB,1600000
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",,,kingbe01,1991-92,Did Not Play (injury),,,,,,,35,NBA,,,,,,,,,,Did Not Play (injury),2525000
Bernard King,/players/k/kingbe01.html,1978,1993,University of Tennessee,false,"Fort Hamilton in Brooklyn, New York",-1.35,0.28,kingbe01,1992-93,NJN,15.7,1.2,.134,-1.9,0.0,,36,NBA,32,13.4,.514,.684,2.4,0.6,0.3,0.1,7.0,NJN,2500000
