bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
dampilo01,1967-68,23,KEN,ABA,72,41.1,.421,.268,.437,.434,.823,4.6,3.6,,,20.7,16.7,5.4,.088,,,All-ABA (2nd)
dampilo01,1968-69,24,KEN,ABA,78,42.6,.420,.361,.449,.479,.811,3.8,5.8,,,24.8,18.8,9.5,.138,,,All-ABA (2nd)
dampilo01,1969-70,25,KEN,ABA,82,40.9,.399,.361,.414,.452,.831,3.8,5.5,,,26.0,18.5,8.5,.122,,,All-ABA (2nd)
dampilo01,1970-71,26,KEN,ABA,84,38.3,.418,.368,.432,.456,.851,3.5,5.5,,,18.5,13.6,5.0,.075,,,
dampilo01,1971-72,27,KEN,ABA,83,38.7,.442,.361,.465,.481,.836,3.1,6.2,,,15.9,13.4,8.1,.121,,,
dampilo01,1972-73,28,KEN,ABA,80,38.0,.451,.348,.467,.474,.784,2.7,6.5,,,16.8,14.3,7.4,.117,,,
dampilo01,1973-74,29,KEN,ABA,84,35.0,.465,.387,.474,.484,.832,2.4,5.6,1.0,0.2,17.8,15.7,7.2,.118,0.0,1.5,All-ABA (2nd)
dampilo01,1974-75,30,KEN,ABA,83,34.7,.500,.396,.510,.516,.809,2.5,5.4,1.1,0.6,16.8,16.8,10.1,.168,1.9,2.9,
dampilo01,1975-76,31,KEN,ABA,82,34.6,.479,.368,.491,.496,.863,1.9,5.7,0.7,0.6,13.0,13.0,6.0,.102,-1.1,0.6,
dampilo01,1976-77,32,SAS,NBA,80,20.4,.460,,.460,.460,.744,1.0,2.9,0.6,0.2,6.6,10.4,1.2,.035,-5.7,-1.5,
dampilo01,1977-78,33,SAS,NBA,82,24.8,.509,,.509,.509,.752,1.5,3.5,1.1,0.2,9.1,13.7,4.0,.094,-1.5,0.2,
dampilo01,1978-79,34,SAS,NBA,70,10.9,.490,,.490,.490,.744,0.9,1.8,0.5,0.1,3.9,13.3,1.6,.098,-2.5,-0.1,
