bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
terryja01,1999-00,22,Atlanta Hawks,NBA,81,23.3,.415,.807,2.0,4.3,1.1,0.1,8.1,13.9,1.9,.047,-1.8,0.1,,1468920
terryja01,2000-01,23,Atlanta Hawks,NBA,82,37.7,.436,.846,3.3,4.9,1.3,0.1,19.7,17.3,6.5,.100,1.4,2.6,,1579080
terryja01,2001-02,24,Atlanta Hawks,NBA,78,38.0,.430,.835,3.5,5.7,1.8,0.2,19.3,19.2,8.6,.139,3.2,3.9,,1689360
terryja01,2002-03,25,Atlanta Hawks,NBA,81,38.0,.428,.887,3.4,7.4,1.6,0.2,17.2,18.2,7.4,.116,1.4,2.6,,2153934
terryja01,2003-04,26,Atlanta Hawks,NBA,81,37.3,.417,.827,4.1,5.4,1.5,0.2,16.8,16.2,5.1,.080,0.9,2.2,,8333333
terryja01,2004-05,27,Dallas Mavericks,NBA,80,30.0,.501,.844,2.4,5.4,1.4,0.2,12.4,18.4,8.5,.171,3.0,3.0,,7500000
terryja01,2005-06,28,Dallas Mavericks,NBA,80,35.0,.470,.800,2.0,3.8,1.3,0.3,17.1,18.4,9.6,.165,2.9,3.5,,6666667
terryja01,2006-07,29,Dallas Mavericks,NBA,81,35.1,.484,.804,2.9,5.2,1.0,0.2,16.7,18.9,10.8,.182,3.7,4.1,,8100000
terryja01,2007-08,30,Dallas Mavericks,NBA,82,31.5,.467,.857,2.5,3.2,1.1,0.2,15.5,17.8,8.6,.160,2.7,3.1,,8898000
terryja01,2008-09,31,Dallas Mavericks,NBA,74,33.7,.463,.880,2.4,3.4,1.3,0.3,19.6,19.3,7.3,.140,2.5,2.8,,9196000
terryja01,2009-10,32,Dallas Mavericks,NBA,77,33.0,.438,.866,1.8,3.8,1.2,0.2,16.6,16.5,6.5,.123,0.8,1.8,,9862500
terryja01,2010-11,33,Dallas Mavericks,NBA,82,31.3,.451,.850,1.9,4.1,1.1,0.2,15.8,15.9,5.3,.100,0.6,1.7,,10650000
terryja01,2011-12,34,Dallas Mavericks,NBA,63,31.7,.430,.883,2.4,3.6,1.2,0.2,15.1,15.7,3.8,.092,0.9,1.5,,11158000
terryja01,2012-13,35,Boston Celtics,NBA,79,26.9,.434,.870,2.0,2.5,0.8,0.1,10.1,12.8,4.0,.091,-0.6,0.7,,5000000
terryja01,2013-14,36,Brooklyn Nets,NBA,35,16.3,.362,.667,1.1,1.6,0.4,0.0,4.5,7.4,0.2,.016,-4.2,-0.3,,5625313
terryja01,2014-15,37,Houston Rockets,NBA,77,21.3,.422,.813,1.6,1.9,0.9,0.2,7.0,11.4,3.6,.104,-0.4,0.7,,5850313
terryja01,2015-16,38,Houston Rockets,NBA,72,17.5,.402,.818,1.1,1.4,0.7,0.1,5.9,10.2,1.5,.057,-2.8,-0.3,,1499187
terryja01,2016-17,39,Milwaukee Bucks,NBA,74,18.4,.432,.828,1.4,1.3,0.6,0.3,4.1,9.1,2.1,.075,-1.1,0.3,,1551659
terryja01,2017-18,40,Milwaukee Bucks,NBA,51,16.0,.383,.889,0.9,1.2,0.8,0.3,3.3,8.1,0.7,.042,-2.1,0.0,,1471382
