name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",+0.37,4.80,wadedw01,2003-04,MIA,17.6,4.6,.103,1.3,1.8,,NBA,2636400,22,61,34.9,.465,.747,4.0,4.5,1.4,0.6,16.2,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",+2.40,11.19,wadedw01,2004-05,MIA,23.1,11.0,.177,4.4,4.8,All-NBA (2nd),NBA,2834160,23,77,38.6,.478,.762,5.2,6.8,1.6,1.1,24.1,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",+7.87,24.89,wadedw01,2005-06,MIA,27.6,14.4,.239,7.5,7.0,All-NBA (2nd),NBA,3031920,24,75,38.6,.495,.783,5.7,6.7,1.9,0.8,27.2,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",+3.38,7.98,wadedw01,2006-07,MIA,28.9,8.8,.219,8.4,5.1,All-NBA (3rd),NBA,3841443,25,51,37.9,.491,.807,4.7,7.5,2.1,1.2,27.4,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",+0.01,3.03,wadedw01,2007-08,MIA,21.5,3.3,.082,3.0,2.5,,NBA,13041250,26,51,38.3,.469,.758,4.2,6.9,1.7,0.7,24.6,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",+6.54,18.93,wadedw01,2008-09,MIA,30.4,14.7,.232,10.7,9.7,All-NBA (1st),NBA,14410581,27,79,38.6,.491,.765,5.0,7.5,2.2,1.3,30.2,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",+6.23,16.61,wadedw01,2009-10,MIA,28.0,13.0,.224,9.4,8.0,All-NBA (1st),NBA,15779912,28,77,36.3,.476,.761,4.8,6.5,1.8,1.1,26.6,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",+4.50,16.44,wadedw01,2010-11,MIA,25.6,12.8,.218,5.9,5.7,All-NBA (2nd),NBA,14200000,29,76,37.1,.500,.758,6.4,4.6,1.5,1.1,25.5,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",+4.17,11.10,wadedw01,2011-12,MIA,26.3,7.7,.227,6.3,3.4,All-NBA (3rd),NBA,15691000,30,49,33.2,.497,.791,4.8,4.6,1.7,1.3,22.1,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",+2.95,11.19,wadedw01,2012-13,MIA,24.0,9.6,.192,3.9,3.5,All-NBA (3rd),NBA,17182000,31,69,34.7,.521,.725,5.0,5.1,1.9,0.8,21.2,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",-0.58,2.83,wadedw01,2013-14,MIA,22.0,5.5,.149,2.3,1.9,,NBA,18673000,32,54,32.9,.545,.733,4.5,4.7,1.5,0.5,19.0,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",-0.24,2.72,wadedw01,2014-15,MIA,21.4,3.5,.086,1.2,1.6,,NBA,15000000,33,62,31.8,.470,.768,3.5,4.8,1.2,0.3,21.5,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",-0.33,3.59,wadedw01,2015-16,MIA,20.3,4.9,.105,0.8,1.6,,NBA,20000000,34,74,30.5,.456,.793,4.1,4.6,1.1,0.6,19.0,MIA
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",-0.42,2.49,wadedw01,2016-17,CHI,18.5,3.4,.090,1.0,1.3,,NBA,23200000,35,60,29.9,.434,.794,4.5,3.8,1.4,0.7,18.3,CHI
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",-0.79,1.69,wadedw01,2017-18,TOT,15.0,1.1,.036,-2.1,0.0,,NBA,15550000,36,67,22.9,.438,.714,3.8,3.4,0.9,0.7,11.4,"CLE,MIA"
Dwyane Wade,/players/w/wadedw01.html,2004,2019,Marquette University,true,"Richards in Oak Lawn, Illinois",,,wadedw01,2018-19,MIA,15.8,2.4,.061,-0.5,0.7,,NBA,2393887,37,72,26.2,.433,.708,4.0,4.2,0.8,0.5,15.0,MIA
