name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",-1.73,1.09,chambto01,1981-82,SDC,15.0,3.3,.059,-1.4,0.4,,22,NBA,81,33.1,.525,.620,6.9,1.8,0.7,0.6,17.2,SDC,
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",-0.89,2.51,chambto01,1982-83,SDC,15.1,4.3,.077,-0.8,0.8,,23,NBA,79,33.7,.472,.723,6.6,2.4,1.0,0.7,17.6,SDC,
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",-0.52,3.29,chambto01,1983-84,SEA,16.6,6.1,.115,-0.3,1.1,,24,NBA,82,31.3,.499,.800,6.5,1.6,0.6,0.6,18.1,SEA,
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",-0.56,3.38,chambto01,1984-85,SEA,16.5,5.9,.098,-0.1,1.4,,25,NBA,81,36.1,.483,.832,7.1,2.6,0.9,0.7,21.5,SEA,374000
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",-0.07,3.02,chambto01,1985-86,SEA,17.1,4.8,.115,-0.4,0.8,,26,NBA,66,30.6,.466,.836,6.5,2.0,0.8,0.6,18.5,SEA,800000
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",+0.57,6.74,chambto01,1986-87,SEA,17.0,7.4,.118,0.5,1.9,,27,NBA,82,36.8,.456,.849,6.6,3.0,1.0,0.6,23.3,SEA,
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",+0.91,6.11,chambto01,1987-88,SEA,16.8,6.4,.114,-0.1,1.3,,28,NBA,82,32.7,.448,.807,6.0,2.6,1.1,0.6,20.4,SEA,950000
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",+2.56,11.27,chambto01,1988-89,PHO,19.3,9.2,.146,1.2,2.4,All-NBA (2nd),29,NBA,81,37.1,.471,.851,8.4,2.9,1.1,0.7,25.7,PHO,1800000
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",+2.50,11.63,chambto01,1989-90,PHO,20.9,11.2,.176,1.8,2.9,All-NBA (2nd),30,NBA,81,37.6,.501,.861,7.0,2.3,1.1,0.6,27.2,PHO,1800000
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",+0.87,5.54,chambto01,1990-91,PHO,16.2,5.4,.105,-1.1,0.6,,31,NBA,76,32.6,.437,.826,6.4,2.6,0.9,0.7,19.9,PHO,2060000
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",+0.15,3.51,chambto01,1991-92,PHO,15.9,4.4,.109,-1.8,0.1,,32,NBA,69,28.2,.431,.830,5.8,2.1,0.8,0.5,16.3,PHO,2275000
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",-1.17,1.60,chambto01,1992-93,PHO,14.7,4.5,.124,-2.1,-0.1,,33,NBA,73,23.6,.447,.837,4.7,1.4,0.6,0.3,12.2,PHO,1885000
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",-1.30,1.41,chambto01,1993-94,UTA,13.4,3.9,.101,-2.5,-0.2,,34,NBA,80,23.0,.440,.786,4.1,1.0,0.5,0.4,11.2,UTA,690000
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",-1.16,1.00,chambto01,1994-95,UTA,12.5,2.5,.098,-1.5,0.2,,35,NBA,81,15.3,.457,.807,2.6,0.9,0.3,0.4,6.2,UTA,1700000
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",,,chambto01,1995-96,Did Not Play (other pro league—Israel),,,,,,,36,,,,,,,,,,,Did Not Play (other pro league—Israel),
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",-0.69,0.09,chambto01,1996-97,CHH,-3.9,-0.4,-0.239,-15.9,-0.3,,37,NBA,12,6.9,.226,.750,1.2,0.3,0.1,0.0,1.6,CHH,
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false,"Fairview in Boulder, Colorado",+0.32,0.02,chambto01,1997-98,PHI,31.5,0.1,.369,6.2,0.0,,38,NBA,1,10.0,1.000,1.000,2.0,0.0,2.0,0.0,6.0,PHI,272250
