bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
williaa01,1993-94,22,UTA,NBA,6,2.0,.250,.000,0.5,0.2,0.0,0.0,0.7,-7.0,-0.1,-0.327,-18.0,0.0,,"Rolling Meadows in Rolling Meadows, Illinois",
williaa01,1994-95,23,Milwaukee Bucks,NBA,15,4.8,.333,.667,1.3,0.0,0.1,0.4,1.6,7.0,-0.1,-0.067,-14.7,-0.2,,"Rolling Meadows in Rolling Meadows, Illinois",150000
williaa01,1995-96,24,Did Not Play (other pro league—CBA),,,,,,,,,,,,,,,,,"Rolling Meadows in Rolling Meadows, Illinois",
williaa01,1996-97,25,Denver Nuggets,NBA,33,17.1,.574,.673,4.3,0.5,0.5,0.9,6.2,16.4,1.1,.098,-2.0,0.0,,"Rolling Meadows in Rolling Meadows, Illinois",169000
williaa01,1996-97,25,Denver Nuggets,NBA,1,10.0,.600,,5.0,0.0,0.0,3.0,6.0,19.1,-0.1,-0.281,-16.8,0.0,,"Rolling Meadows in Rolling Meadows, Illinois",169000
williaa01,1996-97,25,Denver Nuggets,NBA,32,17.3,.573,.673,4.3,0.5,0.5,0.8,6.2,16.4,1.2,.104,-1.8,0.0,,"Rolling Meadows in Rolling Meadows, Illinois",169000
williaa01,1997-98,26,Seattle SuperSonics,NBA,65,11.6,.523,.776,2.3,0.2,0.3,0.6,4.6,13.4,1.7,.105,-3.8,-0.4,,"Rolling Meadows in Rolling Meadows, Illinois",500000
williaa01,1998-99,27,Seattle SuperSonics,NBA,40,11.5,.423,.730,3.2,0.6,0.4,0.6,4.0,15.2,1.1,.110,-1.8,0.0,,"Rolling Meadows in Rolling Meadows, Illinois",575000
williaa01,1999-00,28,Washington Wizards,NBA,81,19.1,.522,.726,5.0,0.7,0.5,1.1,7.6,17.7,4.8,.150,1.5,1.4,,"Rolling Meadows in Rolling Meadows, Illinois",1100000
williaa01,2000-01,29,New Jersey Nets,NBA,82,28.5,.457,.787,7.2,1.1,0.7,1.4,10.2,15.1,5.2,.107,-0.5,0.9,,"Rolling Meadows in Rolling Meadows, Illinois",2250000
williaa01,2001-02,30,New Jersey Nets,NBA,82,18.9,.526,.699,4.1,0.9,0.4,0.9,7.2,15.2,5.0,.154,0.1,0.8,,"Rolling Meadows in Rolling Meadows, Illinois",2475000
williaa01,2002-03,31,New Jersey Nets,NBA,81,19.7,.453,.785,4.1,1.1,0.3,0.7,6.2,11.9,3.7,.110,-1.0,0.4,,"Rolling Meadows in Rolling Meadows, Illinois",2700000
williaa01,2003-04,32,New Jersey Nets,NBA,72,18.6,.503,.677,4.1,1.1,0.5,0.6,6.3,13.2,3.4,.122,-0.9,0.4,,"Rolling Meadows in Rolling Meadows, Illinois",2925000
williaa01,2004-05,33,Toronto Raptors,NBA,42,7.5,.460,.882,1.4,0.2,0.1,0.2,1.7,5.9,0.3,.039,-6.0,-0.3,,"Rolling Meadows in Rolling Meadows, Illinois",3790257
williaa01,2004-05,33,Toronto Raptors,NBA,19,7.9,.519,.900,1.6,0.3,0.2,0.3,1.9,8.9,0.2,.073,-4.3,-0.1,,"Rolling Meadows in Rolling Meadows, Illinois",3790257
williaa01,2004-05,33,Toronto Raptors,NBA,23,7.2,.417,.857,1.3,0.1,0.0,0.1,1.6,3.3,0.0,.008,-7.5,-0.2,,"Rolling Meadows in Rolling Meadows, Illinois",3790257
williaa01,2005-06,34,Toronto Raptors,NBA,48,16.5,.517,.690,3.8,0.4,0.4,0.4,4.6,11.6,1.6,.096,-2.0,0.0,,"Rolling Meadows in Rolling Meadows, Illinois",3375000
williaa01,2005-06,34,Toronto Raptors,NBA,14,7.1,.526,.833,1.1,0.1,0.3,0.2,1.8,7.2,0.1,.048,-4.2,-0.1,,"Rolling Meadows in Rolling Meadows, Illinois",3375000
williaa01,2005-06,34,Toronto Raptors,NBA,34,20.4,.516,.673,4.9,0.5,0.4,0.5,5.8,12.2,1.5,.103,-1.7,0.1,,"Rolling Meadows in Rolling Meadows, Illinois",3375000
williaa01,2006-07,35,Los Angeles Clippers,NBA,38,9.8,.547,.818,2.2,0.2,0.2,0.4,2.0,9.4,0.7,.089,-3.2,-0.1,,"Rolling Meadows in Rolling Meadows, Illinois",1750000
williaa01,2007-08,36,Los Angeles Clippers,NBA,30,9.9,.491,.778,2.0,0.3,0.4,0.5,2.3,10.3,0.4,.072,-2.3,0.0,,"Rolling Meadows in Rolling Meadows, Illinois",1890000
