bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
ricegl01,1989-90,22,Miami Heat,NBA,77,30.0,.439,.734,4.6,1.8,0.9,0.4,13.6,11.3,1.4,.029,-3.2,-0.7,,1600000,"Flint Northwestern in Flint, Michigan"
ricegl01,1990-91,23,Miami Heat,NBA,77,34.4,.461,.818,4.9,2.5,1.3,0.3,17.4,14.1,4.4,.080,-0.4,1.0,,1550000,"Flint Northwestern in Flint, Michigan"
ricegl01,1991-92,24,Miami Heat,NBA,79,38.1,.469,.836,5.0,2.3,1.1,0.4,22.3,17.5,7.9,.126,1.2,2.4,,1302000,"Flint Northwestern in Flint, Michigan"
ricegl01,1992-93,25,Miami Heat,NBA,82,37.6,.440,.820,5.2,2.2,1.1,0.3,19.0,15.0,6.3,.098,0.5,1.9,,1552000,"Flint Northwestern in Flint, Michigan"
ricegl01,1993-94,26,Miami Heat,NBA,81,37.0,.467,.880,5.4,2.3,1.4,0.4,21.1,18.5,10.2,.163,1.8,2.9,,2002000,"Flint Northwestern in Flint, Michigan"
ricegl01,1994-95,27,Miami Heat,NBA,82,36.8,.475,.855,4.6,2.3,1.4,0.2,22.3,19.7,10.0,.159,2.7,3.6,,2600000,"Flint Northwestern in Flint, Michigan"
ricegl01,1995-96,28,Charlotte Hornets,NBA,79,39.8,.471,.837,4.8,2.9,1.2,0.2,21.6,17.8,8.3,.127,1.8,3.0,,3302000,"Flint Northwestern in Flint, Michigan"
ricegl01,1996-97,29,Charlotte Hornets,NBA,79,42.6,.477,.867,4.0,2.0,0.9,0.3,26.8,19.7,10.8,.154,1.2,2.7,All-NBA (2nd),4002000,"Flint Northwestern in Flint, Michigan"
ricegl01,1997-98,30,Charlotte Hornets,NBA,82,40.2,.457,.849,4.3,2.2,0.9,0.3,22.3,17.4,9.3,.136,0.7,2.3,All-NBA (3rd),4702000,"Flint Northwestern in Flint, Michigan"
ricegl01,1998-99,31,Los Angeles Lakers,NBA,27,36.5,.432,.856,3.7,2.6,0.6,0.2,17.5,15.2,2.2,.108,-0.3,0.4,,5248000,"Flint Northwestern in Flint, Michigan"
ricegl01,1999-00,32,Los Angeles Lakers,NBA,80,31.6,.430,.874,4.1,2.2,0.6,0.2,15.9,16.2,9.0,.170,0.4,1.5,,7000000,"Flint Northwestern in Flint, Michigan"
ricegl01,2000-01,33,New York Knicks,NBA,75,29.5,.440,.852,4.1,1.2,0.5,0.2,12.0,13.7,5.7,.123,0.0,1.1,,7578900,"Flint Northwestern in Flint, Michigan"
ricegl01,2001-02,34,Houston Rockets,NBA,20,30.3,.389,.800,2.4,1.6,0.6,0.2,8.6,8.0,0.0,.002,-4.2,-0.3,,8800000,"Flint Northwestern in Flint, Michigan"
ricegl01,2002-03,35,Houston Rockets,NBA,62,24.7,.429,.759,2.5,1.0,0.4,0.1,9.0,11.9,3.3,.103,-1.0,0.4,,9200000,"Flint Northwestern in Flint, Michigan"
ricegl01,2003-04,36,Utah Jazz,NBA,18,14.6,.289,1.000,2.3,1.3,0.3,0.0,3.7,7.3,-0.1,-0.017,-5.5,-0.2,,6815000,"Flint Northwestern in Flint, Michigan"
