bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
simpkdi01,1994-95,22,Chicago Bulls,NBA,59,9.9,.424,.694,2.6,0.6,0.2,0.1,3.5,11.0,0.7,.058,-4.9,-0.4,,650000,"Friendly in Fort Washington, Maryland"
simpkdi01,1995-96,23,Chicago Bulls,NBA,60,11.4,.481,.629,2.6,0.6,0.2,0.1,3.6,10.4,1.2,.084,-3.1,-0.2,,845000,"Friendly in Fort Washington, Maryland"
simpkdi01,1996-97,24,Chicago Bulls,NBA,48,8.2,.333,.700,1.9,0.6,0.1,0.1,1.9,6.5,0.1,.006,-5.5,-0.3,,1040000,"Friendly in Fort Washington, Maryland"
simpkdi01,1997-98,25,Golden State Warriors,NBA,40,10.8,.539,.514,1.9,0.8,0.2,0.1,3.3,10.6,0.6,.068,-3.1,-0.1,,1235000,"Friendly in Fort Washington, Maryland"
simpkdi01,1997-98,25,Golden State Warriors,NBA,19,10.3,.458,.385,2.4,0.8,0.3,0.1,2.8,9.0,-0.1,-0.027,-4.9,-0.1,,1235000,"Friendly in Fort Washington, Maryland"
simpkdi01,1997-98,25,Golden State Warriors,NBA,21,11.3,.634,.591,1.5,0.8,0.2,0.1,3.7,11.9,0.7,.146,-1.7,0.0,,1235000,"Friendly in Fort Washington, Maryland"
simpkdi01,1998-99,26,CHI,NBA,50,29.0,.463,.645,6.8,1.3,0.7,0.3,9.1,13.4,2.9,.095,-2.0,0.0,,,"Friendly in Fort Washington, Maryland"
simpkdi01,1999-00,27,Chicago Bulls,NBA,69,23.9,.405,.542,5.4,1.4,0.3,0.3,4.2,5.5,-0.7,-0.021,-4.9,-1.2,,1500000,"Friendly in Fort Washington, Maryland"
simpkdi01,2000-01,28,Did Not Play (other pro league—Greece),,,,,,,,,,,,,,,,,,"Friendly in Fort Washington, Maryland"
simpkdi01,2001-02,29,Atlanta Hawks,NBA,1,3.0,,,0.0,1.0,0.0,0.0,0.0,11.6,0.0,.116,-20.6,0.0,,26190,"Friendly in Fort Washington, Maryland"
