bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
daniell01,1992-93,25,San Antonio Spurs,NBA,77,20.4,.443,.727,2.8,1.9,0.5,0.4,9.1,12.9,1.8,.056,-0.8,0.5,,140000,"Andrew Jackson in Queens, New York"
daniell01,1993-94,26,San Antonio Spurs,NBA,65,15.1,.376,.719,1.7,1.4,0.4,0.2,5.7,11.2,1.1,.054,-2.3,-0.1,,182000,"Andrew Jackson in Queens, New York"
daniell01,1994-95,27,San Antonio Spurs,NBA,30,20.1,.383,.815,2.1,1.3,0.7,0.3,6.9,9.7,0.2,.019,-2.9,-0.1,,250000,"Andrew Jackson in Queens, New York"
daniell01,1994-95,27,San Antonio Spurs,NBA,5,12.6,.333,1.000,1.4,0.8,0.4,0.0,4.6,3.1,-0.2,-0.145,-9.5,-0.1,,250000,"Andrew Jackson in Queens, New York"
daniell01,1994-95,27,San Antonio Spurs,NBA,25,21.6,.390,.800,2.2,1.4,0.8,0.4,7.4,10.4,0.4,.038,-2.1,0.0,,250000,"Andrew Jackson in Queens, New York"
daniell01,1995-96,28,Did Not Play (other pro league—Italy),,,,,,,,,,,,,,,,,,"Andrew Jackson in Queens, New York"
daniell01,1996-97,29,New Jersey Nets,NBA,22,14.1,.303,.833,2.0,1.2,0.5,0.1,4.5,8.3,0.0,.001,-3.7,-0.1,,184100,"Andrew Jackson in Queens, New York"
daniell01,1996-97,29,New Jersey Nets,NBA,5,5.6,.125,,0.8,0.2,0.2,0.0,1.2,-10.5,-0.2,-0.398,-19.0,-0.1,,184100,"Andrew Jackson in Queens, New York"
daniell01,1996-97,29,New Jersey Nets,NBA,17,16.6,.330,.833,2.3,1.5,0.5,0.2,5.4,10.1,0.2,.041,-2.2,0.0,,184100,"Andrew Jackson in Queens, New York"
daniell01,1997-98,30,TOR,NBA,6,13.7,.414,.800,1.2,0.7,0.5,0.3,5.7,13.5,0.1,.040,-5.1,-0.1,,,"Andrew Jackson in Queens, New York"
