name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Moochie Norris,/players/n/norrimo01.html,1997,2006,"Auburn University, University of West Florida",false,"Cardozo in Washington, District of Columbia",-0.48,0.11,norrimo01,1996-97,VAN,8.2,-0.1,-0.066,-8.0,-0.1,,23,NBA,8,11.1,.182,.400,1.5,2.9,0.5,0.0,1.5,VAN,
Moochie Norris,/players/n/norrimo01.html,1997,2006,"Auburn University, University of West Florida",false,"Cardozo in Washington, District of Columbia",,,norrimo01,1997-98,Did Not Play (other pro league—CBA),,,,,,,24,,,,,,,,,,,Did Not Play (other pro league—CBA),
Moochie Norris,/players/n/norrimo01.html,1997,2006,"Auburn University, University of West Florida",false,"Cardozo in Washington, District of Columbia",-0.81,0.14,norrimo01,1998-99,SEA,7.6,-0.2,-0.057,-5.8,-0.1,,25,NBA,12,11.7,.325,.375,1.7,2.0,0.6,0.0,3.2,SEA,350000
Moochie Norris,/players/n/norrimo01.html,1997,2006,"Auburn University, University of West Florida",false,"Cardozo in Washington, District of Columbia",+0.51,0.95,norrimo01,1999-00,HOU,18.4,1.7,.158,0.3,0.3,,26,NBA,30,16.7,.434,.781,2.3,3.1,0.8,0.0,6.9,HOU,
Moochie Norris,/players/n/norrimo01.html,1997,2006,"Auburn University, University of West Florida",false,"Cardozo in Washington, District of Columbia",+0.33,2.92,norrimo01,2000-01,HOU,16.2,4.4,.126,0.1,0.9,,27,NBA,82,20.2,.446,.778,2.4,3.5,0.8,0.0,6.6,HOU,523500
Moochie Norris,/players/n/norrimo01.html,1997,2006,"Auburn University, University of West Florida",false,"Cardozo in Washington, District of Columbia",-2.19,0.12,norrimo01,2001-02,HOU,13.1,1.8,.039,-2.1,-0.1,,28,NBA,82,27.4,.398,.751,3.0,4.9,1.0,0.0,8.1,HOU,3600000
Moochie Norris,/players/n/norrimo01.html,1997,2006,"Auburn University, University of West Florida",false,"Cardozo in Washington, District of Columbia",-1.62,0.54,norrimo01,2002-03,HOU,11.8,1.7,.061,-2.4,-0.1,,29,NBA,82,16.8,.406,.684,1.9,2.4,0.7,0.0,4.4,HOU,3150000
Moochie Norris,/players/n/norrimo01.html,1997,2006,"Auburn University, University of West Florida",false,"Cardozo in Washington, District of Columbia",-1.26,0.52,norrimo01,2003-04,TOT,10.9,0.8,.045,-3.4,-0.3,,30,NBA,66,12.8,.369,.761,1.0,1.8,0.7,0.1,3.5,"HOU,NYK",3500000
Moochie Norris,/players/n/norrimo01.html,1997,2006,"Auburn University, University of West Florida",false,"Cardozo in Washington, District of Columbia",-2.69,-0.14,norrimo01,2004-05,TOT,6.1,-0.4,-0.056,-6.0,-0.4,,31,NBA,38,9.5,.321,.833,1.2,1.0,0.5,0.1,2.4,"NYK,HOU",3850000
Moochie Norris,/players/n/norrimo01.html,1997,2006,"Auburn University, University of West Florida",false,"Cardozo in Washington, District of Columbia",-1.65,0.16,norrimo01,2005-06,TOT,10.1,0.3,.029,-3.5,-0.2,,32,NBA,45,9.4,.411,.690,1.2,1.1,0.4,0.0,2.8,"HOU,NOK",4200000
