bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
westda01,2003-04,23,New Orleans Hornets,NBA,71,13.1,.474,.713,4.2,0.8,0.4,0.4,3.8,15.9,2.8,.143,0.1,0.5,,1160160,"Garner in Garner, North Carolina"
westda01,2004-05,24,New Orleans Hornets,NBA,30,18.4,.436,.680,4.3,0.8,0.4,0.5,6.2,11.1,0.2,.022,-4.6,-0.4,,1247160,"Garner in Garner, North Carolina"
westda01,2005-06,25,New Orleans/Oklahoma City Hornets,NBA,74,34.1,.512,.843,7.4,1.2,0.8,0.9,17.1,19.7,7.4,.141,1.0,1.9,,1334160,"Garner in Garner, North Carolina"
westda01,2006-07,26,New Orleans/Oklahoma City Hornets,NBA,52,36.5,.476,.824,8.2,2.2,0.8,0.7,18.3,18.9,5.2,.131,1.2,1.5,,2051938,"Garner in Garner, North Carolina"
westda01,2007-08,27,New Orleans Hornets,NBA,76,37.8,.482,.850,8.9,2.3,0.8,1.3,20.6,19.9,8.4,.140,1.1,2.3,,10650000,"Garner in Garner, North Carolina"
westda01,2008-09,28,New Orleans Hornets,NBA,76,39.2,.472,.884,8.5,2.3,0.6,0.9,21.0,18.9,7.8,.125,-0.5,1.2,,9862500,"Garner in Garner, North Carolina"
westda01,2009-10,29,New Orleans Hornets,NBA,81,36.4,.505,.865,7.5,3.0,0.9,0.7,19.0,18.9,7.5,.122,1.2,2.4,,9075000,"Garner in Garner, North Carolina"
westda01,2010-11,30,New Orleans Hornets,NBA,70,35.0,.508,.807,7.6,2.3,1.0,0.9,18.9,20.4,7.8,.152,2.7,2.9,,8287500,"Garner in Garner, North Carolina"
westda01,2011-12,31,Indiana Pacers,NBA,66,29.2,.487,.807,6.6,2.1,0.8,0.7,12.8,17.8,5.9,.147,1.7,1.8,,10000000,"Garner in Garner, North Carolina"
westda01,2012-13,32,Indiana Pacers,NBA,73,33.4,.498,.768,7.7,2.9,1.0,0.9,17.1,20.1,9.1,.179,3.3,3.3,,10000000,"Garner in Garner, North Carolina"
westda01,2013-14,33,Indiana Pacers,NBA,80,30.9,.488,.789,6.8,2.8,0.8,0.9,14.0,17.5,8.1,.157,2.0,2.5,,12000000,"Garner in Garner, North Carolina"
westda01,2014-15,34,Indiana Pacers,NBA,66,28.7,.471,.739,6.8,3.4,0.7,0.7,11.7,16.0,4.3,.108,1.7,1.8,,12000000,"Garner in Garner, North Carolina"
westda01,2015-16,35,San Antonio Spurs,NBA,78,18.0,.545,.788,4.0,1.8,0.6,0.7,7.1,17.6,5.4,.184,3.4,1.9,,1499000,"Garner in Garner, North Carolina"
westda01,2016-17,36,Golden State Warriors,NBA,68,12.6,.536,.768,3.0,2.2,0.6,0.7,4.6,16.6,2.6,.148,2.2,0.9,,1551659,"Garner in Garner, North Carolina"
westda01,2017-18,37,Golden State Warriors,NBA,73,13.7,.571,.759,3.3,1.9,0.6,1.0,6.8,20.9,3.5,.168,3.0,1.3,,1471382,"Garner in Garner, North Carolina"
