bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
hoppeda01,1987-88,23,Golden State Warriors,NBA,39,16.5,.459,.871,4.5,0.8,0.3,0.2,5.7,11.4,0.8,.061,-4.0,-0.3,,75000
hoppeda01,1987-88,23,Golden State Warriors,NBA,3,11.7,.364,1.000,2.3,0.7,0.0,0.0,3.7,8.2,0.0,.023,-5.9,0.0,,75000
hoppeda01,1987-88,23,Golden State Warriors,NBA,36,16.9,.465,.864,4.6,0.8,0.4,0.2,5.9,11.5,0.8,.063,-3.9,-0.3,,75000
hoppeda01,1988-89,24,Charlotte Hornets,NBA,77,18.4,.564,.727,5.0,0.7,0.3,0.3,6.5,11.8,2.6,.086,-1.9,0.0,,200000
hoppeda01,1989-90,25,CHH,NBA,10,13.5,.390,.800,3.6,0.6,0.2,0.1,4.0,7.7,0.0,.008,-4.9,-0.1,,
hoppeda01,1990-91,26,Philadelphia 76ers,NBA,30,5.2,.545,.727,1.3,0.1,0.1,0.0,2.1,11.7,0.2,.073,-5.8,-0.1,,400000
hoppeda01,1990-91,26,Philadelphia 76ers,NBA,19,5.9,.563,.800,1.6,0.2,0.1,0.1,2.3,11.2,0.1,.038,-5.0,-0.1,,400000
hoppeda01,1990-91,26,Philadelphia 76ers,NBA,11,3.9,.500,.667,0.8,0.0,0.1,0.0,1.8,13.2,0.1,.164,-7.8,-0.1,,400000
hoppeda01,1991-92,27,Philadelphia 76ers,NBA,11,3.6,.286,.500,0.9,0.2,0.0,0.0,0.8,2.7,-0.1,-0.071,-11.5,-0.1,,500000
hoppeda01,1992-93,28,NJN,NBA,2,5.0,1.000,.000,2.0,0.0,0.0,0.0,1.0,9.0,0.0,.089,-10.6,0.0,,
