bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS,Salary
longjo01,1978-79,22,DET,NBA,82,30.5,.469,.826,3.2,1.5,1.2,0.2,16.1,13.6,3.6,.070,-1.7,0.2,,"Romulus in Romulus, Michigan",
longjo01,1979-80,23,DET,NBA,69,34.3,.505,.825,4.9,3.0,1.9,0.4,19.4,16.4,3.6,.072,0.2,1.3,,"Romulus in Romulus, Michigan",
longjo01,1980-81,24,DET,NBA,59,29.7,.461,.870,3.3,1.8,1.6,0.4,17.7,15.6,2.4,.065,-1.7,0.1,,"Romulus in Romulus, Michigan",
longjo01,1981-82,25,DET,NBA,69,32.0,.492,.865,3.7,2.1,0.9,0.4,21.9,17.4,4.7,.102,-1.4,0.4,,"Romulus in Romulus, Michigan",
longjo01,1982-83,26,DET,NBA,70,21.2,.451,.760,2.6,1.5,0.6,0.2,10.5,10.8,0.2,.005,-5.7,-1.4,,"Romulus in Romulus, Michigan",
longjo01,1983-84,27,DET,NBA,82,30.7,.472,.884,3.5,2.5,1.1,0.2,16.3,14.9,5.3,.102,-0.1,1.2,,"Romulus in Romulus, Michigan",
longjo01,1984-85,28,Detroit Pistons,NBA,66,27.6,.487,.862,2.9,2.0,1.1,0.2,14.7,14.2,3.3,.087,-0.7,0.6,,"Romulus in Romulus, Michigan",330000
longjo01,1985-86,29,Detroit Pistons,NBA,62,19.0,.482,.856,1.6,1.3,0.7,0.2,10.0,13.9,2.0,.080,-2.2,-0.1,,"Romulus in Romulus, Michigan",350000
longjo01,1986-87,30,IND,NBA,80,28.3,.419,.890,2.7,3.2,1.2,0.1,15.2,13.8,2.1,.044,-2.4,-0.2,,"Romulus in Romulus, Michigan",
longjo01,1987-88,31,Indiana Pacers,NBA,81,25.0,.474,.907,2.8,2.1,1.0,0.1,12.8,15.2,3.9,.093,-0.5,0.8,,"Romulus in Romulus, Michigan",375000
longjo01,1988-89,32,Indiana Pacers,NBA,68,13.5,.409,.921,1.1,1.2,0.4,0.0,5.5,9.5,0.2,.011,-5.5,-0.8,,"Romulus in Romulus, Michigan",375000
longjo01,1988-89,32,Indiana Pacers,NBA,44,17.4,.401,.937,1.5,1.5,0.7,0.0,7.3,9.7,0.0,.001,-5.5,-0.7,,"Romulus in Romulus, Michigan",375000
longjo01,1988-89,32,Indiana Pacers,NBA,24,6.3,.475,.846,0.5,0.6,0.0,0.1,2.0,8.2,0.2,.062,-5.2,-0.1,,"Romulus in Romulus, Michigan",375000
longjo01,1989-90,33,ATL,NBA,48,21.5,.453,.836,1.7,1.8,0.9,0.1,8.4,10.7,0.2,.010,-3.3,-0.3,,"Romulus in Romulus, Michigan",
longjo01,1990-91,34,Detroit Pistons,NBA,25,10.2,.412,.960,1.3,0.7,0.4,0.1,3.8,11.9,0.5,.090,-2.5,0.0,,"Romulus in Romulus, Michigan",150000
longjo01,1991-92,35,Did Not Play,,,,,,,,,,,,,,,,,"Romulus in Romulus, Michigan",
longjo01,1992-93,36,Did Not Play,,,,,,,,,,,,,,,,,"Romulus in Romulus, Michigan",
longjo01,1993-94,37,Did Not Play (other pro league—CBA),,,,,,,,,,,,,,,,,"Romulus in Romulus, Michigan",
longjo01,1994-95,38,Did Not Play,,,,,,,,,,,,,,,,,"Romulus in Romulus, Michigan",
longjo01,1995-96,39,Did Not Play,,,,,,,,,,,,,,,,,"Romulus in Romulus, Michigan",
longjo01,1996-97,40,Toronto Raptors,NBA,32,11.6,.393,.893,1.3,0.7,0.3,0.1,4.0,8.9,0.1,.015,-7.0,-0.5,,"Romulus in Romulus, Michigan",205200
