bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
maconma01,1991-92,22,Denver Nuggets,NBA,76,30.3,.375,.730,2.9,2.2,2.0,0.2,10.6,8.3,-0.8,-0.016,-3.4,-0.8,,970000,"Buena Vista in Saginaw, Michigan"
maconma01,1992-93,23,Denver Nuggets,NBA,48,23.8,.415,.700,2.1,2.6,1.4,0.1,7.5,8.8,0.5,.022,-2.9,-0.3,,1228000,"Buena Vista in Saginaw, Michigan"
maconma01,1993-94,24,Detroit Pistons,NBA,42,11.8,.375,.676,1.0,1.2,0.9,0.0,3.9,8.0,-0.4,-0.042,-4.9,-0.4,,1498000,"Buena Vista in Saginaw, Michigan"
maconma01,1993-94,24,Detroit Pistons,NBA,7,18.0,.311,.800,1.0,1.6,0.9,0.1,5.1,2.1,-0.3,-0.112,-9.0,-0.2,,1498000,"Buena Vista in Saginaw, Michigan"
maconma01,1993-94,24,Detroit Pistons,NBA,35,10.6,.396,.625,1.0,1.1,0.9,0.0,3.6,10.0,-0.1,-0.019,-3.5,-0.1,,1498000,"Buena Vista in Saginaw, Michigan"
maconma01,1994-95,25,Detroit Pistons,NBA,55,13.1,.381,.794,1.4,1.1,1.2,0.0,5.0,12.5,0.5,.033,-2.1,0.0,,1767000,"Buena Vista in Saginaw, Michigan"
maconma01,1995-96,26,Detroit Pistons,NBA,23,12.5,.433,.818,1.0,0.7,0.7,0.0,3.2,9.5,0.5,.092,-1.3,0.1,,2038000,"Buena Vista in Saginaw, Michigan"
maconma01,1996-97,27,Did Not Play,,,,,,,,,,,,,,,,,,"Buena Vista in Saginaw, Michigan"
maconma01,1997-98,28,Did Not Play,,,,,,,,,,,,,,,,,,"Buena Vista in Saginaw, Michigan"
maconma01,1998-99,29,DET,NBA,7,9.9,.200,,0.7,0.6,0.7,0.1,1.3,-0.4,-0.2,-0.162,-7.5,-0.1,,,"Buena Vista in Saginaw, Michigan"
