bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
isselda01,1970-71,22,KEN,ABA,83,39.4,.485,.000,.489,.485,.807,13.2,2.0,,,29.9,25.0,10.7,.157,,,All-ABA (2nd)
isselda01,1971-72,23,KEN,ABA,83,43.0,.486,.273,.487,.487,.785,11.2,2.3,,,30.6,23.3,13.5,.181,,,All-ABA (1st)
isselda01,1972-73,24,KEN,ABA,84,42.0,.513,.200,.516,.514,.764,11.0,2.6,,,27.3,22.4,15.8,.214,,,All-ABA (2nd)
isselda01,1973-74,25,KEN,ABA,83,40.3,.480,.176,.483,.481,.787,10.2,1.7,0.8,0.4,25.5,20.7,13.8,.197,2.1,3.5,All-ABA (2nd)
isselda01,1974-75,26,KEN,ABA,83,34.5,.471,.000,.473,.471,.738,8.6,2.3,0.9,0.6,17.7,16.9,9.3,.156,1.6,2.6,
isselda01,1975-76,27,DNA,ABA,84,34.0,.511,.250,.512,.511,.816,11.0,2.4,1.2,0.7,23.0,21.8,12.5,.209,2.3,3.1,All-ABA (2nd)
isselda01,1976-77,28,DEN,NBA,79,31.7,.515,,.515,.515,.797,8.8,2.2,1.2,0.4,22.3,21.2,10.9,.208,3.1,3.2,
isselda01,1977-78,29,DEN,NBA,82,34.8,.512,,.512,.512,.782,10.1,3.7,1.2,0.5,21.3,21.5,11.1,.186,3.7,4.1,
isselda01,1978-79,30,DEN,NBA,81,33.9,.517,,.517,.517,.754,9.1,3.1,0.8,0.6,17.0,18.3,9.8,.172,2.8,3.3,
isselda01,1979-80,31,DEN,NBA,82,35.8,.505,.333,.506,.506,.775,8.8,2.4,1.1,0.7,23.8,22.2,11.5,.188,2.4,3.3,
isselda01,1980-81,32,DEN,NBA,80,33.0,.503,.167,.507,.504,.759,8.5,2.0,1.0,0.7,21.9,21.7,10.5,.190,2.3,2.8,
isselda01,1981-82,33,DEN,NBA,81,30.5,.527,.667,.526,.528,.834,7.5,2.2,0.8,0.7,22.9,23.1,9.8,.190,1.3,2.1,
isselda01,1982-83,34,DEN,NBA,80,30.4,.510,.211,.514,.512,.835,7.5,2.8,1.0,0.5,21.6,21.6,8.4,.165,1.4,2.1,
isselda01,1983-84,35,DEN,NBA,76,27.3,.493,.211,.498,.495,.850,6.8,2.3,0.8,0.6,19.8,21.1,6.1,.141,-0.3,0.9,
isselda01,1984-85,36,DEN,NBA,77,21.9,.459,.143,.462,.460,.806,4.3,1.8,0.8,0.4,12.8,16.9,4.3,.124,-1.7,0.1,
