bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
paytoga02,2016-17,24,Houston Rockets,NBA,6,16.5,.364,.600,2.0,2.2,0.5,0.7,3.3,4.5,-0.2,-0.074,-6.7,-0.1,,543471
paytoga02,2017-18,25,"MIL,LAL",NBA,22,8.7,.345,.333,1.5,0.9,0.2,0.1,2.0,7.3,0.1,.017,-4.8,-0.1,,
