name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Salary,Lg,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Harry Giles,/players/g/gilesha01.html,2019,2019,Duke University,true,"Forest Trail Academy in Kernersville, North Carolina",,,gilesha01,2018-19,SAC,14.4,1.0,.056,-2.1,0.0,,2207040,NBA,20,58,14.1,.503,.637,3.8,1.5,0.5,0.4,7.0,SAC
