name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Lg,Salary,Age,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Erick Green,/players/g/greener01.html,2015,2016,Virginia Polytechnic Institute and State University,false,"Paul VI in Fairfax, Virginia",-3.84,-0.42,greener01,2014-15,DEN,8.9,0.0,.000,-5.4,-0.3,,NBA,507336,23,43,9.5,.377,.833,0.7,0.9,0.3,0.0,3.4,DEN
Erick Green,/players/g/greener01.html,2015,2016,Virginia Polytechnic Institute and State University,false,"Paul VI in Fairfax, Virginia",+0.33,0.07,greener01,2015-16,TOT,12.4,0.1,.121,-2.0,0.0,,NBA,100000,24,9,4.7,.385,1.000,0.7,0.3,0.1,0.0,1.4,"DEN,UTA"
