bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
owensto01,1971-72,22,"MMP,CAR",ABA,69,16.2,.490,.200,.494,.491,.623,5.7,0.7,,,7.3,15.6,2.9,.124,,,
owensto01,1972-73,23,CAR,ABA,83,26.6,.541,.000,.542,.541,.680,7.8,1.1,,,11.8,14.3,6.9,.150,,,
owensto01,1973-74,24,CAR,ABA,81,28.2,.527,.333,.528,.528,.769,8.9,1.6,0.7,0.5,13.8,18.0,8.0,.168,1.3,1.9,
owensto01,1974-75,25,"SSL,MMS",ABA,82,32.3,.527,.000,.528,.527,.751,11.0,2.5,0.4,1.0,15.1,19.4,8.3,.151,1.9,2.6,
owensto01,1975-76,26,"KEN,INA,SAA",ABA,74,15.0,.482,,.482,.482,.713,4.3,0.9,0.1,0.6,6.1,12.8,2.5,.107,-2.1,0.0,
owensto01,1976-77,27,HOU,NBA,46,10.0,.504,,.504,.504,.684,3.1,0.4,0.1,0.3,4.1,13.8,0.9,.094,-2.8,-0.1,
owensto01,1977-78,28,POR,NBA,82,20.9,.490,,.490,.490,.741,6.6,2.0,0.4,0.5,10.1,17.4,6.0,.169,1.9,1.7,
owensto01,1978-79,29,POR,NBA,82,34.0,.548,,.548,.548,.794,9.0,3.7,0.7,0.7,18.5,19.9,10.4,.179,3.9,4.1,
owensto01,1979-80,30,POR,NBA,76,30.8,.514,.500,.514,.514,.753,7.5,2.6,0.6,0.7,16.4,18.1,6.9,.142,1.4,2.0,
owensto01,1980-81,31,POR,NBA,79,23.3,.511,.000,.514,.511,.764,5.8,1.8,0.5,0.6,10.6,15.1,4.8,.125,-0.1,0.9,
owensto01,1981-82,32,IND,NBA,74,21.6,.470,.500,.470,.471,.801,5.0,1.7,0.6,0.5,10.5,14.9,3.2,.095,-0.5,0.6,
owensto01,1982-83,33,DET,NBA,49,14.8,.422,,.422,.422,.682,3.8,0.9,0.2,0.3,4.2,8.7,0.6,.041,-4.0,-0.4,
