name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team,Salary
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",+0.64,3.46,moncrsi01,1979-80,MIL,15.9,4.9,.150,1.7,1.4,,22,NBA,77,20.2,.468,.795,4.4,1.7,0.9,0.2,8.5,MIL,
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",+2.20,8.19,moncrsi01,1980-81,MIL,18.0,9.9,.196,3.9,3.6,,23,NBA,80,30.2,.541,.804,5.1,3.3,1.1,0.5,14.0,MIL,
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",+3.80,13.22,moncrsi01,1981-82,MIL,20.1,13.4,.216,5.5,5.6,All-NBA (2nd),24,NBA,80,37.3,.523,.817,6.7,4.8,1.7,0.3,19.8,MIL,
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",+3.67,12.46,moncrsi01,1982-83,MIL,22.6,13.2,.233,5.7,5.3,All-NBA (1st),25,NBA,76,35.7,.524,.826,5.8,3.9,1.5,0.3,22.5,MIL,
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",+3.21,13.64,moncrsi01,1983-84,MIL,19.8,12.7,.198,4.8,5.3,All-NBA (2nd),26,NBA,79,38.9,.498,.848,6.7,4.5,1.4,0.3,20.9,MIL,
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",+3.66,12.10,moncrsi01,1984-85,MIL,20.1,11.2,.197,4.7,4.6,All-NBA (2nd),27,NBA,73,37.5,.483,.828,5.4,5.2,1.6,0.5,21.7,MIL,884000
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",+3.38,10.94,moncrsi01,1985-86,MIL,20.0,11.7,.219,5.1,4.6,All-NBA (2nd),28,NBA,73,35.2,.489,.859,4.6,4.9,1.4,0.2,20.2,MIL,884000
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",-0.14,2.06,moncrsi01,1986-87,MIL,15.9,2.9,.142,1.1,0.8,,29,NBA,39,25.4,.488,.840,3.3,3.1,0.7,0.3,11.8,MIL,
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",-0.18,2.27,moncrsi01,1987-88,MIL,15.2,3.7,.123,0.6,1.0,,30,NBA,56,25.5,.489,.837,3.2,3.6,0.7,0.3,10.8,MIL,784000
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",+0.67,3.54,moncrsi01,1988-89,MIL,16.4,5.0,.151,1.5,1.4,,31,NBA,62,25.7,.491,.865,2.8,3.0,1.0,0.2,12.1,MIL,1100000
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",,,moncrsi01,1989-90,Did Not Play (retired),,,,,,,32,,,,,,,,,,,Did Not Play (retired),
Sidney Moncrief,/players/m/moncrsi01.html,1980,1991,University of Arkansas,false,"Hall in Little Rock, Arkansas",-1.40,0.73,moncrsi01,1990-91,ATL,11.2,1.8,.079,-0.8,0.3,,33,NBA,72,15.2,.488,.781,1.8,1.4,0.7,0.1,4.7,ATL,510000
