bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
beardbu01,1969-70,22,ATL,NBA,72,13.1,.467,,.467,.467,.828,1.9,1.7,,,7.0,15.7,2.2,.113,,,
beardbu01,1970-71,23,Did Not Play (military service—U.S. Army),,,,,,,,,,,,,,,,,,,
beardbu01,1971-72,24,CLE,NBA,68,35.8,.464,,.464,.464,.760,4.1,6.7,,,15.4,15.7,5.9,.115,,,
beardbu01,1972-73,25,SEA,NBA,73,19.2,.439,,.439,.439,.714,2.4,3.4,,,6.6,13.1,1.5,.051,,,
beardbu01,1973-74,26,GSW,NBA,79,27.0,.512,,.512,.512,.739,4.9,3.8,1.3,0.1,10.2,15.5,5.6,.126,2.5,2.4,
beardbu01,1974-75,27,GSW,NBA,82,30.7,.528,,.528,.528,.832,3.9,4.2,1.6,0.1,12.8,16.1,7.6,.144,2.1,2.6,
beardbu01,1975-76,28,"CLE,NYK",NBA,75,22.7,.460,,.460,.460,.750,4.1,2.9,1.1,0.1,8.0,14.5,3.7,.105,2.2,1.8,
beardbu01,1976-77,29,NYK,NBA,70,15.5,.505,,.505,.505,.688,2.3,2.1,0.8,0.1,5.3,13.4,2.0,.088,0.4,0.7,
beardbu01,1977-78,30,NYK,NBA,79,25.1,.502,,.502,.502,.806,3.3,4.3,1.5,0.0,9.4,14.6,4.4,.107,0.6,1.3,
beardbu01,1978-79,31,NYK,NBA,7,12.1,.423,,.423,.423,,1.4,2.7,1.0,0.0,3.1,9.0,0.0,-0.012,-4.8,-0.1,
