bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP
carrml01,1975-76,25,SSL,ABA,74,29.4,.483,.375,.487,.489,.665,6.2,3.0,1.7,0.6,12.2,15.3,4.5,.099,1.6,1.9
carrml01,1976-77,26,DET,NBA,82,32.2,.476,,.476,.476,.735,7.7,2.2,2.0,0.7,13.3,15.2,5.9,.107,2.3,2.9
carrml01,1977-78,27,DET,NBA,79,32.4,.455,,.455,.455,.738,7.1,2.3,1.9,0.3,12.4,13.6,4.5,.085,1.1,2.0
carrml01,1978-79,28,DET,NBA,80,40.1,.514,,.514,.514,.743,7.4,3.3,2.5,0.6,18.7,16.3,7.9,.118,3.7,4.6
carrml01,1979-80,29,BOS,NBA,82,24.3,.474,.293,.485,.482,.739,4.0,1.9,1.5,0.4,11.1,14.6,5.2,.125,1.3,1.7
carrml01,1980-81,30,BOS,NBA,41,16.0,.449,.071,.475,.451,.791,2.0,1.4,0.7,0.4,6.0,11.6,1.1,.082,-1.3,0.1
carrml01,1981-82,31,BOS,NBA,56,23.1,.450,.294,.457,.456,.707,2.7,2.3,1.2,0.4,8.1,11.9,2.8,.103,0.8,0.9
carrml01,1982-83,32,BOS,NBA,77,11.5,.429,.158,.446,.433,.741,1.8,0.9,0.6,0.1,4.3,9.7,0.8,.046,-2.6,-0.1
carrml01,1983-84,33,BOS,NBA,60,9.8,.409,.200,.429,.418,.875,1.3,0.8,0.3,0.1,3.1,7.8,0.4,.034,-4.1,-0.3
carrml01,1984-85,34,BOS,NBA,47,8.4,.416,.391,.421,.446,1.000,0.9,0.5,0.4,0.1,3.2,9.9,0.4,.050,-3.1,-0.1
