bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
whitejo01,1969-70,23,BOS,NBA,60,22.1,.452,,.452,.452,.822,2.8,2.4,,,12.2,14.7,2.0,.074,,,
whitejo01,1970-71,24,BOS,NBA,75,37.2,.464,,.464,.464,.799,5.0,4.8,,,21.3,16.2,6.7,.116,,,
whitejo01,1971-72,25,BOS,NBA,79,41.3,.431,,.431,.431,.831,5.6,5.3,,,23.1,15.3,5.4,.079,,,
whitejo01,1972-73,26,BOS,NBA,82,39.6,.431,,.431,.431,.781,5.0,6.1,,,19.7,14.7,6.1,.091,,,
whitejo01,1973-74,27,BOS,NBA,82,39.5,.449,,.449,.449,.837,4.3,5.5,1.3,0.3,18.1,14.0,7.3,.108,-0.1,1.6,
whitejo01,1974-75,28,BOS,NBA,82,39.3,.457,,.457,.457,.834,3.8,5.6,1.6,0.2,18.3,14.9,8.0,.119,0.7,2.2,All-NBA (2nd)
whitejo01,1975-76,29,BOS,NBA,82,39.7,.449,,.449,.449,.838,3.8,5.4,1.3,0.2,18.9,14.6,7.4,.109,0.2,1.8,
whitejo01,1976-77,30,BOS,NBA,82,40.6,.429,,.429,.429,.869,4.7,6.0,1.4,0.3,19.6,14.9,6.5,.094,0.9,2.4,All-NBA (2nd)
whitejo01,1977-78,31,BOS,NBA,46,35.7,.419,,.419,.419,.858,3.9,4.5,1.1,0.2,14.8,11.9,1.7,.049,-1.7,0.1,
whitejo01,1978-79,32,"BOS,GSW",NBA,76,30.8,.444,,.444,.444,.880,2.6,4.6,1.1,0.1,12.5,11.2,1.1,.023,-3.4,-0.8,
whitejo01,1979-80,33,GSW,NBA,78,26.3,.476,.167,.479,.477,.851,2.3,3.1,1.1,0.2,9.9,11.2,1.5,.035,-2.5,-0.3,
whitejo01,1980-81,34,KCK,NBA,13,18.2,.439,,.439,.439,.611,1.6,2.8,0.8,0.1,6.4,10.4,0.1,.021,-4.5,-0.1,
