bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
batises01,2005-06,22,Atlanta Hawks,NBA,57,8.7,.425,.623,2.5,0.1,0.3,0.2,1.8,7.1,0.1,.011,-6.6,-0.6,,398762,
batises01,2006-07,23,Atlanta Hawks,NBA,13,6.2,.500,.571,2.3,0.3,0.2,0.0,1.5,12.5,0.2,.101,-4.0,0.0,,664209,
