bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
jonesso01,2006-07,22,Atlanta Hawks,NBA,58,11.5,.508,.787,2.3,0.2,0.2,0.7,3.3,12.3,1.6,.117,-2.5,-0.1,,675000,"Mount Dora in Mount Dora, Florida"
jonesso01,2007-08,23,Atlanta Hawks,NBA,35,4.1,.400,.550,1.2,0.0,0.1,0.1,1.0,6.8,0.0,.000,-11.5,-0.3,,729000,"Mount Dora in Mount Dora, Florida"
jonesso01,2008-09,24,Atlanta Hawks,NBA,63,10.7,.604,.716,2.3,0.2,0.1,0.5,3.0,12.0,1.9,.138,-1.4,0.1,,797581,"Mount Dora in Mount Dora, Florida"
jonesso01,2009-10,25,Indiana Pacers,NBA,52,13.0,.443,.718,2.8,0.6,0.3,0.7,4.0,9.9,0.8,.058,-3.1,-0.2,,1620000,"Mount Dora in Mount Dora, Florida"
jonesso01,2010-11,26,Indiana Pacers,NBA,39,13.5,.405,.661,2.9,0.8,0.3,0.6,3.6,8.5,0.5,.042,-2.6,-0.1,,1500000,"Mount Dora in Mount Dora, Florida"
jonesso01,2011-12,27,Los Angeles Clippers,NBA,21,13.9,.393,.826,2.8,0.4,0.4,0.5,3.2,9.1,0.3,.042,-2.0,0.0,,280234,"Mount Dora in Mount Dora, Florida"
jonesso01,2011-12,27,Los Angeles Clippers,NBA,10,9.6,.125,.800,1.7,0.2,0.4,0.5,0.6,5.3,0.0,.008,-1.1,0.0,,280234,"Mount Dora in Mount Dora, Florida"
jonesso01,2011-12,27,Los Angeles Clippers,NBA,11,17.8,.434,.833,3.7,0.6,0.5,0.5,5.5,11.0,0.2,.059,-2.4,0.0,,280234,"Mount Dora in Mount Dora, Florida"
jonesso01,2012-13,28,NYK,NBA,2,13.0,.000,,1.5,0.0,0.0,0.5,0.0,-5.7,-0.1,-0.172,-10.5,-0.1,,,"Mount Dora in Mount Dora, Florida"
jonesso01,2013-14,29,ORL,NBA,11,7.7,.353,.500,1.5,0.2,0.2,0.2,1.3,5.8,0.0,.013,-5.5,-0.1,,,"Mount Dora in Mount Dora, Florida"
