bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
galemi01,1971-72,21,KEN,ABA,78,21.8,.450,.000,.453,.450,.679,3.5,2.6,,,6.4,9.1,2.6,.073,,,
galemi01,1972-73,22,KEN,ABA,81,22.9,.471,.167,.475,.472,.699,3.0,3.1,1.6,,6.6,13.5,3.9,.100,,,
galemi01,1973-74,23,"KEN,NYA",ABA,80,31.2,.436,.118,.444,.438,.750,4.6,4.1,2.1,1.0,9.2,12.4,4.7,.090,2.3,2.7,
galemi01,1974-75,24,NYA,ABA,72,22.6,.463,.304,.471,.471,.791,3.3,2.3,1.2,0.7,7.4,12.7,3.4,.100,1.1,1.3,
galemi01,1975-76,25,SAA,ABA,78,22.8,.455,.176,.464,.458,.800,2.7,3.1,1.6,0.5,6.8,11.2,2.0,.053,-0.2,0.8,
galemi01,1976-77,26,SAS,NBA,82,31.7,.468,,.468,.468,.820,3.3,5.8,2.3,0.6,10.3,13.9,4.0,.075,0.7,1.8,
galemi01,1977-78,27,SAS,NBA,70,29.9,.473,,.473,.473,.870,3.2,5.4,2.3,0.4,9.1,13.3,3.3,.076,0.8,1.5,
galemi01,1978-79,28,SAS,NBA,82,25.9,.464,,.464,.464,.843,2.3,4.6,1.9,0.5,8.0,12.3,3.6,.082,-0.1,1.0,
galemi01,1979-80,29,SAS,NBA,67,22.0,.454,.154,.464,.456,.808,2.3,4.7,1.8,0.2,6.6,13.3,2.2,.073,-0.3,0.6,
galemi01,1980-81,30,"SAS,POR",NBA,77,14.4,.508,.286,.513,.511,.809,1.3,2.2,1.2,0.1,4.8,13.7,2.4,.105,-0.4,0.4,
galemi01,1981-82,31,GSW,NBA,75,23.9,.496,.000,.503,.496,.785,2.5,3.5,1.6,0.4,5.6,10.9,2.4,.063,0.5,1.2,
