bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,HS
mitchto01,1988-89,22,"MIA,SAS",NBA,24,14.7,.443,.578,2.1,0.9,0.7,0.1,5.1,7.5,-0.1,-0.008,-5.5,-0.3,,"Saint Francis in Toledo, Ohio"
