bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
johnsma01,1977-78,21,MIL,NBA,80,34.6,.522,,.522,.522,.736,10.6,2.4,1.2,1.3,19.5,21.3,10.6,.185,3.4,3.7,
johnsma01,1978-79,22,MIL,NBA,77,36.1,.550,,.550,.550,.760,7.6,3.0,1.5,1.2,25.6,23.9,12.2,.211,5.3,5.1,All-NBA (1st)
johnsma01,1979-80,23,MIL,NBA,77,34.9,.544,.222,.546,.545,.791,7.4,3.5,1.3,0.9,21.7,22.0,11.5,.206,5.1,4.8,All-NBA (2nd)
johnsma01,1980-81,24,MIL,NBA,76,33.4,.552,.000,.556,.552,.706,6.8,4.6,1.5,0.5,20.3,22.0,11.2,.211,5.9,5.1,All-NBA (2nd)
johnsma01,1981-82,25,MIL,NBA,60,31.7,.532,.000,.534,.532,.700,6.1,3.6,1.0,0.6,16.5,18.0,6.2,.158,2.9,2.4,
johnsma01,1982-83,26,MIL,NBA,80,35.7,.509,.200,.514,.511,.735,7.0,4.5,1.3,0.7,21.4,21.1,10.7,.180,4.8,4.9,
johnsma01,1983-84,27,MIL,NBA,74,36.7,.502,.154,.505,.502,.709,6.5,4.3,1.6,0.6,20.7,19.4,8.6,.152,3.8,4.0,
johnsma01,1984-85,28,LAC,NBA,72,34.0,.452,.231,.454,.453,.731,5.9,3.4,1.0,0.4,16.4,14.3,2.7,.053,-0.2,1.1,
johnsma01,1985-86,29,LAC,NBA,75,34.7,.510,.067,.516,.511,.760,5.5,3.8,1.4,0.7,20.3,18.9,5.9,.108,2.1,2.7,
johnsma01,1986-87,30,LAC,NBA,10,30.2,.439,.000,.456,.439,.714,3.3,2.8,1.2,0.5,16.6,14.0,0.1,.022,-3.6,-0.1,
johnsma01,1987-88,31,Did Not Play (injury—neck),,,,,,,,,,,,,,,,,,,
johnsma01,1988-89,32,Did Not Play (injury—neck),,,,,,,,,,,,,,,,,,,
johnsma01,1989-90,33,GSW,NBA,10,9.9,.375,.667,.345,.406,.824,1.7,0.9,0.0,0.1,4.0,8.5,0.0,-0.016,-6.7,-0.1,
