bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
jamesje01,1998-99,23,Sacramento Kings,NBA,16,2.6,.375,.500,1.1,0.1,0.1,0.4,1.5,11.5,-0.1,-0.137,-12.2,-0.1,,287500,"Pentacostal Christian Academy in Tampa, Florida"
jamesje01,1999-00,24,Did Not Play (injury—knee),,,,,,,,,,,,,,,,,,"Pentacostal Christian Academy in Tampa, Florida"
jamesje01,2000-01,25,Did Not Play (other pro league—Yugoslavia),,,,,,,,,,,,,,,,,,"Pentacostal Christian Academy in Tampa, Florida"
jamesje01,2001-02,26,Seattle SuperSonics,NBA,56,16.9,.491,.500,4.1,0.4,0.4,1.5,5.3,11.9,0.9,.045,-2.2,-0.1,,465850,"Pentacostal Christian Academy in Tampa, Florida"
jamesje01,2002-03,27,Seattle SuperSonics,NBA,51,15.0,.478,.587,4.2,0.5,0.2,1.6,5.4,13.1,0.8,.052,-2.1,0.0,,4546000,"Pentacostal Christian Academy in Tampa, Florida"
jamesje01,2003-04,28,Seattle SuperSonics,NBA,65,15.2,.498,.660,3.5,0.5,0.3,0.9,5.0,11.3,0.7,.036,-3.2,-0.3,,5000600,"Pentacostal Christian Academy in Tampa, Florida"
jamesje01,2004-05,29,Seattle SuperSonics,NBA,80,16.6,.509,.723,3.0,0.2,0.3,1.4,4.9,10.0,1.2,.044,-1.8,0.1,,5455200,"Pentacostal Christian Academy in Tampa, Florida"
jamesje01,2005-06,30,New York Knicks,NBA,45,9.0,.463,.625,2.0,0.3,0.1,0.5,3.0,6.3,-0.5,-0.062,-6.5,-0.5,,5000000,"Pentacostal Christian Academy in Tampa, Florida"
jamesje01,2006-07,31,New York Knicks,NBA,41,6.7,.418,.556,1.6,0.1,0.1,0.4,1.9,5.1,-0.2,-0.031,-8.3,-0.4,,5400000,"Pentacostal Christian Academy in Tampa, Florida"
jamesje01,2007-08,32,New York Knicks,NBA,2,2.5,1.000,1.000,1.5,0.0,0.0,0.0,2.0,45.3,0.1,.613,-7.6,0.0,,5800000,"Pentacostal Christian Academy in Tampa, Florida"
jamesje01,2008-09,33,Chicago Bulls,NBA,2,5.0,.375,,1.5,0.0,0.5,0.5,3.0,12.5,0.0,-0.162,-17.4,0.0,,6200000,"Pentacostal Christian Academy in Tampa, Florida"
