bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary
stockjo01,1984-85,22,UTA,NBA,82,18.2,.471,.736,1.3,5.1,1.3,0.1,5.6,13.3,3.1,.100,-2.6,-0.2,,
stockjo01,1985-86,23,Utah Jazz,NBA,82,23.6,.489,.839,2.2,7.4,1.9,0.1,7.7,17.0,5.9,.146,-0.2,0.9,,150000
stockjo01,1986-87,24,UTA,NBA,82,22.7,.499,.782,1.8,8.2,2.2,0.2,7.9,19.0,6.7,.174,0.8,1.3,,
stockjo01,1987-88,25,Utah Jazz,NBA,82,34.7,.574,.840,2.9,13.8,3.0,0.2,14.7,23.2,14.1,.238,3.9,4.3,All-NBA (2nd),278000
stockjo01,1988-89,26,Utah Jazz,NBA,82,38.7,.538,.863,3.0,13.6,3.2,0.2,17.1,22.9,15.6,.236,4.8,5.5,All-NBA (2nd),300000
stockjo01,1989-90,27,Utah Jazz,NBA,78,37.4,.514,.819,2.6,14.5,2.7,0.2,17.2,23.9,14.4,.238,4.2,4.5,All-NBA (2nd),1050000
stockjo01,1990-91,28,Utah Jazz,NBA,82,37.8,.507,.836,2.9,14.2,2.9,0.2,17.2,23.4,14.0,.217,4.4,5.0,All-NBA (3rd),2000000
stockjo01,1991-92,29,Utah Jazz,NBA,82,36.6,.482,.842,3.3,13.7,3.0,0.3,15.8,22.8,13.4,.215,5.1,5.3,All-NBA (2nd),2100000
stockjo01,1992-93,30,Utah Jazz,NBA,82,34.9,.486,.798,2.9,12.0,2.4,0.3,15.1,21.3,10.6,.177,3.3,3.8,All-NBA (2nd),2200000
stockjo01,1993-94,31,Utah Jazz,NBA,82,36.2,.528,.805,3.1,12.6,2.4,0.3,15.1,22.5,13.2,.214,4.4,4.8,All-NBA (1st),2400000
stockjo01,1994-95,32,Utah Jazz,NBA,82,35.0,.542,.804,3.1,12.3,2.4,0.3,14.7,23.3,13.9,.233,5.5,5.4,All-NBA (1st),2600000
stockjo01,1995-96,33,Utah Jazz,NBA,82,35.5,.538,.830,2.8,11.2,1.7,0.2,14.7,21.9,13.0,.214,3.7,4.2,All-NBA (2nd),2800000
stockjo01,1996-97,34,Utah Jazz,NBA,82,35.3,.548,.846,2.8,10.5,2.0,0.2,14.4,22.1,13.6,.226,3.9,4.3,All-NBA (3rd),6000000
stockjo01,1997-98,35,Utah Jazz,NBA,64,29.0,.528,.827,2.6,8.5,1.4,0.2,12.0,21.8,8.0,.206,2.6,2.2,,5000000
stockjo01,1998-99,36,Utah Jazz,NBA,50,28.2,.488,.811,2.9,7.5,1.6,0.3,11.1,21.9,6.4,.217,3.9,2.1,All-NBA (3rd),4000000
stockjo01,1999-00,37,Utah Jazz,NBA,82,29.7,.501,.860,2.6,8.6,1.7,0.2,12.1,22.4,11.2,.222,3.7,3.5,,11000000
stockjo01,2000-01,38,Utah Jazz,NBA,82,29.2,.504,.817,2.8,8.7,1.6,0.3,11.5,22.3,10.8,.216,3.5,3.3,,11000000
stockjo01,2001-02,39,Utah Jazz,NBA,82,31.3,.517,.857,3.2,8.2,1.9,0.3,13.4,21.9,10.7,.200,3.3,3.4,,7000000
stockjo01,2002-03,40,Utah Jazz,NBA,82,27.7,.483,.826,2.5,7.7,1.7,0.2,10.8,21.0,9.0,.190,2.0,2.3,,7875000
