bbrID,Season,Age,Tm,Lg,G,MP,FG%,3P%,2P%,eFG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
allenlu01,1969-70,22,SEA,NBA,81,22.4,.442,,.442,.442,.731,2.6,4.2,,,9.8,13.7,2.2,.059,,,
allenlu01,1970-71,23,MIL,NBA,61,19.0,.447,,.447,.447,.700,2.5,2.6,,,7.1,12.2,1.9,.078,,,
allenlu01,1971-72,24,MIL,NBA,80,29.0,.505,,.505,.505,.764,3.2,4.2,,,13.5,15.9,7.6,.157,,,
allenlu01,1972-73,25,MIL,NBA,80,33.7,.484,,.484,.484,.715,3.5,5.3,,,15.5,16.0,7.6,.135,,,
allenlu01,1973-74,26,MIL,NBA,72,33.2,.495,,.495,.495,.788,4.0,5.2,1.9,0.3,17.6,18.8,8.2,.164,3.6,3.4,
allenlu01,1974-75,27,"MIL,LAL",NBA,66,35.7,.437,,.437,.437,.778,4.2,5.6,2.1,0.4,19.1,17.5,3.6,.074,1.4,2.0,
allenlu01,1975-76,28,LAL,NBA,76,31.4,.459,,.459,.459,.776,2.8,4.7,1.3,0.3,14.7,15.1,3.9,.079,-0.8,0.7,
allenlu01,1976-77,29,LAL,NBA,78,31.8,.456,,.456,.456,.774,3.2,5.2,1.5,0.2,14.6,15.6,4.9,.094,0.3,1.4,
allenlu01,1977-78,30,KCK,NBA,77,27.9,.441,,.441,.441,.791,3.0,4.7,1.2,0.4,11.9,13.3,2.1,.046,-1.5,0.2,
allenlu01,1978-79,31,KCK,NBA,31,13.3,.397,,.397,.397,.576,1.5,1.4,0.7,0.2,5.1,8.7,0.1,.007,-3.9,-0.2,
