name,link,year_from,year_to,college,active,HS,PIPM,Wins Added,bbrID,Season,Tm,PER,WS,WS/48,BPM,VORP,Award,Age,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,Team
Bill Mayfield,/players/m/mayfibi01.html,1981,1981,University of Iowa,false,"Cass Technical in Detroit, Michigan",+0.37,0.10,mayfibi01,1980-81,GSW,6.8,0.0,.000,-6.4,-0.1,,23,NBA,7,7.7,.444,.500,1.3,0.1,0.0,0.1,2.4,GSW
