bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award
okogijo01,2018-19,20,MIN,NBA,3,26.7,.344,.667,6.7,1.0,1.3,0.3,9.3,6.7,-0.1,-0.087,-6.7,-0.1,
