bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
ferredu01,1988-89,23,Atlanta Hawks,NBA,41,5.6,.422,.682,1.0,0.2,0.2,0.1,2.4,12.0,0.4,.082,-3.7,-0.1,,100000,"Calvert in Towson, Maryland"
ferredu01,1989-90,24,ATL,NBA,14,2.1,.357,.333,0.5,0.1,0.1,0.0,0.9,8.1,-0.1,-0.092,-8.6,0.0,,,"Calvert in Towson, Maryland"
ferredu01,1990-91,25,Atlanta Hawks,NBA,78,14.9,.489,.801,2.3,0.7,0.4,0.3,6.1,12.4,1.9,.079,-1.9,0.0,,125000,"Calvert in Towson, Maryland"
ferredu01,1991-92,26,Atlanta Hawks,NBA,66,24.2,.524,.761,3.2,1.4,0.7,0.3,12.7,15.6,3.5,.107,-0.8,0.5,,500000,"Calvert in Towson, Maryland"
ferredu01,1992-93,27,Atlanta Hawks,NBA,82,21.2,.470,.779,2.3,1.6,0.7,0.2,10.2,13.7,2.8,.077,-2.4,-0.2,,825000,"Calvert in Towson, Maryland"
ferredu01,1993-94,28,Atlanta Hawks,NBA,72,16.0,.485,.783,1.8,0.9,0.6,0.2,7.1,14.5,3.2,.134,-1.7,0.1,,1025000,"Calvert in Towson, Maryland"
ferredu01,1994-95,29,Indiana Pacers,NBA,56,10.8,.480,.753,1.6,0.6,0.5,0.1,4.1,12.5,1.2,.095,-1.0,0.2,,650000,"Calvert in Towson, Maryland"
ferredu01,1995-96,30,Indiana Pacers,NBA,54,10.9,.482,.737,1.7,0.6,0.4,0.1,3.7,10.9,1.0,.077,-1.8,0.0,,845000,"Calvert in Towson, Maryland"
ferredu01,1996-97,31,Indiana Pacers,NBA,62,18.0,.472,.617,2.3,1.1,0.6,0.1,6.4,11.6,1.9,.081,-0.9,0.3,,1040000,"Calvert in Towson, Maryland"
ferredu01,1997-98,32,Golden State Warriors,NBA,50,9.2,.369,.545,0.9,0.5,0.4,0.1,1.9,6.4,0.0,-0.004,-4.6,-0.3,,1235000,"Calvert in Towson, Maryland"
ferredu01,1998-99,33,Golden State Warriors,NBA,8,5.8,.071,.750,0.8,0.0,0.1,0.1,0.6,-2.3,-0.2,-0.157,-13.0,-0.1,,1430000,"Calvert in Towson, Maryland"
