bbrID,Season,Age,Tm,Lg,G,MP,FG%,FT%,TRB,AST,STL,BLK,PTS,PER,WS,WS/48,BPM,VORP,Award,Salary,HS
swiftst01,2000-01,21,Vancouver Grizzlies,NBA,80,16.4,.451,.603,3.6,0.4,0.8,1.0,4.9,13.1,1.9,.069,-1.5,0.2,,3164280,"Fair Park in Shreveport, Louisiana"
swiftst01,2001-02,22,Memphis Grizzlies,NBA,68,26.5,.480,.711,6.3,0.7,0.8,1.7,11.8,17.2,3.7,.099,-1.5,0.2,,3401640,"Fair Park in Shreveport, Louisiana"
swiftst01,2002-03,23,Memphis Grizzlies,NBA,67,22.1,.481,.722,5.7,0.7,0.8,1.6,9.7,18.0,3.3,.108,-0.9,0.4,,3639000,"Fair Park in Shreveport, Louisiana"
swiftst01,2003-04,24,Memphis Grizzlies,NBA,77,19.8,.469,.725,4.9,0.5,0.7,1.5,9.4,19.2,4.8,.150,-0.1,0.7,,4592418,"Fair Park in Shreveport, Louisiana"
swiftst01,2004-05,25,Memphis Grizzlies,NBA,60,21.3,.449,.758,4.6,0.7,0.7,1.5,10.1,16.7,2.9,.107,-1.1,0.3,,5993105,"Fair Park in Shreveport, Louisiana"
swiftst01,2005-06,26,Houston Rockets,NBA,66,20.4,.491,.651,4.4,0.4,0.6,0.8,8.9,14.6,2.5,.091,-3.4,-0.5,,5000000,"Fair Park in Shreveport, Louisiana"
swiftst01,2006-07,27,Memphis Grizzlies,NBA,54,19.1,.465,.724,4.6,0.3,0.6,1.1,7.8,14.2,1.0,.047,-4.2,-0.6,,5400000,"Fair Park in Shreveport, Louisiana"
swiftst01,2007-08,28,New Jersey Nets,NBA,56,15.1,.509,.670,3.6,0.5,0.3,1.0,6.1,14.8,1.4,.078,-3.4,-0.3,,5800000,"Fair Park in Shreveport, Louisiana"
swiftst01,2007-08,28,New Jersey Nets,NBA,35,15.7,.525,.642,3.7,0.6,0.3,1.0,6.8,15.9,0.9,.079,-2.2,0.0,,5800000,"Fair Park in Shreveport, Louisiana"
swiftst01,2007-08,28,New Jersey Nets,NBA,21,14.0,.477,.750,3.3,0.2,0.2,0.9,5.0,12.7,0.5,.074,-5.7,-0.3,,5800000,"Fair Park in Shreveport, Louisiana"
swiftst01,2008-09,29,New Jersey Nets,NBA,19,9.7,.429,.500,2.4,0.2,0.2,0.4,3.3,6.8,-0.1,-0.033,-8.6,-0.3,,6200000,"Fair Park in Shreveport, Louisiana"
swiftst01,2008-09,29,New Jersey Nets,NBA,6,10.7,.600,.455,2.2,0.2,0.0,0.3,3.8,6.6,0.0,-0.026,-8.9,-0.1,,6200000,"Fair Park in Shreveport, Louisiana"
swiftst01,2008-09,29,New Jersey Nets,NBA,13,9.3,.366,.533,2.5,0.2,0.3,0.5,3.0,6.8,-0.1,-0.037,-8.4,-0.2,,6200000,"Fair Park in Shreveport, Louisiana"
