person_id,display_last_comma_first,display_first_last,rosterstatus,from_year,to_year,playercode,team_id,team_city,team_name,team_abbreviation,team_code,games_played_flag
76016,"Aguirre, Mark",Mark Aguirre,0,1981,1993,HISTADD_mark_aguirre,0,,,,,Y
201336,"Ahearn, Blake",Blake Ahearn,0,2007,2011,blake_ahearn,0,,,,,Y
76017,"Ainge, Danny",Danny Ainge,0,1981,1994,HISTADD_danny_ainge,0,,,,,Y
201582,"Ajinca, Alexis",Alexis Ajinca,1,2008,2017,alexis_ajinca,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
203006,"Akognon, Josh",Josh Akognon,0,2012,2012,josh_akognon,0,,,,,Y
202374,"Alabi, Solomon",Solomon Alabi,0,2010,2011,solomon_alabi,0,,,,,Y
76019,"Alarie, Mark",Mark Alarie,0,1986,1990,HISTADD_mark_alarie,0,,,,,Y
203128,"Aldemir, Furkan",Furkan Aldemir,0,2014,2014,furkan_aldemir,0,,,,,Y
202332,"Aldrich, Cole",Cole Aldrich,1,2010,2017,cole_aldrich,1610612746,LA,Clippers,LAC,clippers,Y
200746,"Aldridge, LaMarcus",LaMarcus Aldridge,1,2006,2017,lamarcus_aldridge,1610612759,San Antonio,Spurs,SAS,spurs,Y
76021,"Aleksinas, Chuck",Chuck Aleksinas,0,1984,1984,HISTADD_chuck_aleksinas,0,,,,,Y
1626146,"Alexander, Cliff",Cliff Alexander,1,2015,2015,cliff_alexander,1610612757,Portland,Trail Blazers,POR,blazers,Y
724,"Alexander, Cory",Cory Alexander,0,1995,2004,cory_alexander,0,,,,,Y
2042,"Alexander, Courtney",Courtney Alexander,0,2000,2003,courtney_alexander,0,,,,,Y
76022,"Alexander, Gary",Gary Alexander,0,1993,1993,HISTADD_gary_alexander,0,,,,,Y
201570,"Alexander, Joe",Joe Alexander,0,2008,2009,joe_alexander,0,,,,,Y
2349,"Alexander, Victor",Victor Alexander,0,1991,2001,victor_alexander,0,,,,,Y
76024,"Alford, Steve",Steve Alford,0,1987,1990,HISTADD_steve_alford,0,,,,,Y
1628386,"Allen, Jarrett",Jarrett Allen,0,2017,2017,jarrett_allen,0,,,,,Y
706,"Allen, Jerome",Jerome Allen,0,1995,1996,jerome_allen,0,,,,,Y
1628443,"Allen, Kadeem",Kadeem Allen,0,2017,2017,kadeem_allen,0,,,,,Y
202730,"Allen, Lavoy",Lavoy Allen,1,2011,2016,lavoy_allen,1610612754,Indiana,Pacers,IND,pacers,Y
76027,"Allen, Lucius",Lucius Allen,0,1969,1978,HISTADD_lucius_allen,0,,,,,Y
2124,"Allen, Malik",Malik Allen,0,2001,2010,malik_allen,0,,,,,Y
76025,"Allen, Randy",Randy Allen,0,1988,1989,HISTADD_randy_allen,0,,,,,Y
951,"Allen, Ray",Ray Allen,0,1996,2013,ray_allen,0,,,,,Y
2754,"Allen, Tony",Tony Allen,1,2004,2017,tony_allen,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
200984,"Allred, Lance",Lance Allred,0,2007,2007,lance_allred,0,,,,,Y
76030,"Allums, Darrell",Darrell Allums,0,1980,1980,HISTADD_darrell_allums,0,,,,,Y
201165,"Almond, Morris",Morris Almond,0,2007,2011,morris_almond,0,,,,,Y
308,"Alston, Derrick",Derrick Alston,0,1994,1996,derrick_alston,0,,,,,Y
1747,"Alston, Rafer",Rafer Alston,0,1999,2009,rafer_alston,0,,,,,Y
1824,"Aluma, Peter",Peter Aluma,0,1998,1998,peter_aluma,0,,,,,Y
680,"Amaechi, John",John Amaechi,0,1995,2002,john_amaechi,0,,,,,Y
732,"Amaya, Ashraf",Ashraf Amaya,0,1995,1996,ashraf_amaya,0,,,,,Y
202329,"Aminu, Al-Farouq",Al-Farouq Aminu,1,2010,2017,al-farouq_aminu,1610612757,Portland,Trail Blazers,POR,blazers,Y
200811,"Amundson, Lou",Lou Amundson,1,2006,2015,lou_amundson,1610612752,New York,Knicks,NYK,knicks,Y
2365,"Andersen, Chris",Chris Andersen,1,2001,2016,chris_andersen,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
2431,"Andersen, David",David Andersen,0,2009,2010,david_andersen,0,,,,,Y
101187,"Anderson, Alan",Alan Anderson,1,2005,2016,alan_anderson,1610612764,Washington,Wizards,WAS,wizards,Y
202079,"Anderson, Antonio",Antonio Anderson,0,2009,2009,antonio_anderson,0,,,,,Y
1507,"Anderson, Derek",Derek Anderson,0,1997,2007,derek_anderson,0,,,,,Y
76037,"Anderson, Dwight",Dwight Anderson,0,1982,1982,HISTADD_dwight_anderson,0,,,,,Y
944,"Anderson, Eric",Eric Anderson,0,1992,1993,eric_anderson,0,,,,,Y
246,"Anderson, Greg",Greg Anderson,0,1987,1997,greg_anderson,0,,,,,Y
202341,"Anderson, James",James Anderson,1,2010,2015,james_anderson,1610612758,Sacramento,Kings,SAC,kings,Y
76040,"Anderson, Jerome",Jerome Anderson,0,1975,1976,HISTADD_jerome_anderson,0,,,,,Y
1626147,"Anderson, Justin",Justin Anderson,1,2015,2017,justin_anderson,1610612742,Dallas,Mavericks,DAL,mavericks,Y
72,"Anderson, Kenny",Kenny Anderson,0,1991,2004,kenny_anderson,0,,,,,Y
76041,"Anderson, Kim",Kim Anderson,0,1978,1978,HISTADD_kim_anderson,0,,,,,Y
203937,"Anderson, Kyle",Kyle Anderson,1,2014,2017,kyle_anderson,1610612759,San Antonio,Spurs,SAS,spurs,Y
76042,"Anderson, Michael",Michael Anderson,0,1988,1988,HISTADD_michael_anderson,0,,,,,Y
76043,"Anderson, Mitchell",Mitchell Anderson,0,1982,1984,HISTADD_jj_anderson,0,,,,,Y
98,"Anderson, Nick",Nick Anderson,0,1989,2002,nick_anderson,0,,,,,Y
76045,"Anderson, Richard",Richard Anderson,0,1982,1989,HISTADD_richard_anderson,0,,,,,Y
76046,"Anderson, Ron",Ron Anderson,0,1984,1993,HISTADD_ron_anderson,0,,,,,Y
201583,"Anderson, Ryan",Ryan Anderson,1,2008,2017,ryan_anderson,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
1000,"Anderson, Shandon",Shandon Anderson,0,1996,2005,shandon_anderson,0,,,,,Y
335,"Anderson, Willie",Willie Anderson,0,1988,1996,willie_anderson,0,,,,,Y
101149,"Andriuskevicius, Martynas",Martynas Andriuskevicius,0,2005,2006,martynas_andriuskevicius,0,,,,,Y
1628387,"Anigbogu, Ike",Ike Anigbogu,0,2017,2017,ike_anigbogu,0,,,,,Y
76050,"Ansley, Michael",Michael Ansley,0,1989,1991,HISTADD_michael_ansley,0,,,,,Y
1512,"Anstey, Chris",Chris Anstey,0,1997,1999,chris_anstey,0,,,,,Y
203507,"Antetokounmpo, Giannis",Giannis Antetokounmpo,1,2013,2017,giannis_antetokounmpo,1610612749,Milwaukee,Bucks,MIL,bucks,Y
203648,"Antetokounmpo, Thanasis",Thanasis Antetokounmpo,0,2015,2015,thanasis_antetokounmpo,0,,,,,Y
2546,"Anthony, Carmelo",Carmelo Anthony,1,2003,2017,carmelo_anthony,1610612752,New York,Knicks,NYK,knicks,Y
21,"Anthony, Greg",Greg Anthony,0,1991,2001,greg_anthony,0,,,,,Y
201202,"Anthony, Joel",Joel Anthony,1,2007,2016,joel_anthony,1610612765,Detroit,Pistons,DET,pistons,Y
203544,"Antic, Pero",Pero Antic,0,2013,2014,pero_antic,0,,,,,Y
1628384,"Anunoby, OG",OG Anunoby,0,2017,2017,og_anunoby,0,,,,,Y
203951,"Appling, Keith",Keith Appling,0,2015,2015,keith_appling,0,,,,,Y
2737,"Araujo, Rafael",Rafael Araujo,0,2004,2006,rafael_araujo,0,,,,,Y
76054,"Archibald, Nate",Nate Archibald,0,1970,1983,HISTADD_nate_archibald,0,,,,,Y
2425,"Archibald, Robert",Robert Archibald,0,2002,2003,robert_archibald,0,,,,,Y
1627853,"Arcidiacono, Ryan",Ryan Arcidiacono,0,2017,2017,ryan_arcidiacono,0,,,,,Y
76055,"Ard, Jim",Jim Ard,0,1974,1977,HISTADD_jim_ard,0,,,,,Y
2240,"Arenas, Gilbert",Gilbert Arenas,0,2001,2011,gilbert_arenas,0,,,,,Y
2772,"Ariza, Trevor",Trevor Ariza,1,2004,2017,trevor_ariza,1610612745,Houston,Rockets,HOU,rockets,Y
76057,"Arlauckas, Joe",Joe Arlauckas,0,1987,1987,HISTADD_joe_arlauckas,0,,,,,Y
769,"Armstrong, B.J.",B.J. Armstrong,0,1989,1999,b.j._armstrong,0,,,,,Y
2220,"Armstrong, Brandon",Brandon Armstrong,0,2001,2003,brandon_armstrong,0,,,,,Y
353,"Armstrong, Darrell",Darrell Armstrong,0,1994,2007,darrell_armstrong,0,,,,,Y
200756,"Armstrong, Hilton",Hilton Armstrong,0,2006,2013,hilton_armstrong,0,,,,,Y
76059,"Armstrong, Tate",Tate Armstrong,0,1977,1978,HISTADD_tate_armstrong,0,,,,,Y
2306,"Arroyo, Carlos",Carlos Arroyo,0,2001,2010,carlos_arroyo,0,,,,,Y
201589,"Arthur, Darrell",Darrell Arthur,1,2008,2017,darrell_arthur,1610612743,Denver,Nuggets,DEN,nuggets,Y
1628503,"Artis, Jamel",Jamel Artis,0,2017,2017,jamel_artis,0,,,,,Y
201600,"Asik, Omer",Omer Asik,1,2010,2017,omer_asik,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
355,"Askew, Vincent",Vincent Askew,0,1987,1997,vincent_askew,0,,,,,Y
173,"Askins, Keith",Keith Askins,0,1990,1998,keith_askins,0,,,,,Y
1088,"Atkins, Chucky",Chucky Atkins,0,1999,2009,chucky_atkins,0,,,,,Y
278,"Augmon, Stacey",Stacey Augmon,0,1991,2005,stacey_augmon,0,,,,,Y
201571,"Augustin, D.J.",D.J. Augustin,1,2008,2017,d.j._augustin,1610612743,Denver,Nuggets,DEN,nuggets,Y
200788,"Augustine, James",James Augustine,0,2006,2007,james_augustine,0,,,,,Y
1134,"Austin, Ike",Ike Austin,0,1991,2001,ike_austin,0,,,,,Y
76074,"Austin, Ken",Ken Austin,0,1983,1983,HISTADD_ken_austin,0,,,,,Y
138,"Avent, Anthony",Anthony Avent,0,1992,1999,anthony_avent,0,,,,,Y
76076,"Averitt, William",William Averitt,0,1976,1977,HISTADD_bird_averitt,0,,,,,Y
1895,"Avery, William",William Avery,0,1999,2002,william_avery,0,,,,,Y
76078,"Awtrey, Dennis",Dennis Awtrey,0,1970,1981,HISTADD_dennis_awtrey,0,,,,,Y
202970,"Ayon, Gustavo",Gustavo Ayon,0,2011,2013,gustavo_ayon,0,,,,,Y
201965,"Ayres, Jeff",Jeff Ayres,1,2009,2015,jeff_ayres,1610612746,LA,Clippers,LAC,clippers,Y
101235,"Azubuike, Kelenna",Kelenna Azubuike,0,2006,2011,kelenna_azubuike,0,,,,,Y
203569,"Babb, Chris",Chris Babb,0,2013,2014,chris_babb,0,,,,,Y
202337,"Babbitt, Luke",Luke Babbitt,1,2010,2017,luke_babbitt,1610612740,New Orleans,Pelicans,NOP,pelicans,Y
76079,"Babic, Milos",Milos Babic,0,1990,1991,HISTADD_milos_babic,0,,,,,Y
1628407,"Bacon, Dwayne",Dwayne Bacon,0,2017,2017,dwayne_bacon,0,,,,,Y
2053,"Bagaric, Dalibor",Dalibor Bagaric,0,2000,2002,dalibor_bagaric,0,,,,,Y
76082,"Bagley, John",John Bagley,0,1982,1993,HISTADD_john_bagley,0,,,,,Y
76084,"Bailey, Carl",Carl Bailey,0,1981,1981,HISTADD_carl_bailey,0,,,,,Y
76083,"Bailey, Gus",Gus Bailey,0,1974,1979,HISTADD_gus_bailey,0,,,,,Y
76085,"Bailey, James",James Bailey,0,1979,1987,HISTADD_james_bailey,0,,,,,Y
1847,"Bailey, Thurl",Thurl Bailey,0,1983,1998,thurl_bailey,0,,,,,Y
1753,"Bailey, Toby",Toby Bailey,0,1998,2002,toby_bailey,0,,,,,Y
203946,"Bairstow, Cameron",Cameron Bairstow,1,2014,2015,cameron_bairstow,1610612741,Chicago,Bulls,CHI,bulls,Y
1858,"Baker, Mark",Mark Baker,0,1998,1998,mark_baker,0,,,,,Y
2486,"Baker, Maurice",Maurice Baker,0,2002,2004,maurice_baker,0,,,,,Y
1627758,"Baker, Ron",Ron Baker,0,2016,2017,ron_baker,0,,,,,Y
452,"Baker, Vin",Vin Baker,0,1993,2005,vin_baker,0,,,,,Y
1627735,"Baldwin IV, Wade",Wade Baldwin IV,0,2016,2017,wade_baldwin iv,0,,,,,Y
200764,"Balkman, Renaldo",Renaldo Balkman,0,2006,2011,renaldo_balkman,0,,,,,Y
76090,"Ball, Cedric",Cedric Ball,0,1990,1990,HISTADD_cedric_ball,0,,,,,Y
1628366,"Ball, Lonzo",Lonzo Ball,0,2017,2017,lonzo_ball,0,,,,,Y
76091,"Ballard, Greg",Greg Ballard,0,1977,1988,HISTADD_greg_ballard,0,,,,,Y
76093,"Banks, Gene",Gene Banks,0,1981,1986,HISTADD_gene_banks,0,,,,,Y
2556,"Banks, Marcus",Marcus Banks,0,2003,2010,marcus_banks,0,,,,,Y
76094,"Bannister, Ken",Ken Bannister,0,1984,1990,HISTADD_ken_bannister,0,,,,,Y
76095,"Bantom, Mike",Mike Bantom,0,1973,1981,HISTADD_mike_bantom,0,,,,,Y
2571,"Barbosa, Leandro",Leandro Barbosa,1,2003,2016,leandro_barbosa,1610612744,Golden State,Warriors,GSW,warriors,Y
76097,"Bardo, Stephen",Stephen Bardo,0,1991,1995,HISTADD_stephen_bardo,0,,,,,Y
200826,"Barea, J.J.",J.J. Barea,1,2006,2017,j.j._barea,1610612742,Dallas,Mavericks,DAL,mavericks,Y
200745,"Bargnani, Andrea",Andrea Bargnani,0,2006,2015,andrea_bargnani,0,,,,,Y
76099,"Barker, Tom",Tom Barker,0,1976,1978,HISTADD_tom_barker,0,,,,,Y
787,"Barkley, Charles",Charles Barkley,0,1984,1999,charles_barkley,0,,,,,Y
2057,"Barkley, Erick",Erick Barkley,0,2000,2002,erick_barkley,0,,,,,Y
203084,"Barnes, Harrison",Harrison Barnes,1,2012,2017,harrison_barnes,1610612744,Golden State,Warriors,GSW,warriors,Y
76104,"Barnes, Marvin",Marvin Barnes,0,1976,1979,HISTADD_marvin_barnes,0,,,,,Y
2440,"Barnes, Matt",Matt Barnes,1,2002,2016,matt_barnes,1610612763,Memphis,Grizzlies,MEM,grizzlies,Y
76106,"Barnett, Jim",Jim Barnett,0,1966,1976,HISTADD_jim_barnett,0,,,,,Y
76109,"Barnhill, Norton",Norton Barnhill,0,1976,1976,HISTADD_norton_barnhill,0,,,,,Y
76112,"Barr, Mike",Mike Barr,0,1976,1976,HISTADD_mike_barr,0,,,,,Y
2857,"Barrett, Andre",Andre Barrett,0,2004,2007,andre_barrett,0,,,,,Y
2853,"Barron, Earl",Earl Barron,0,2005,2014,earl_barron,0,,,,,Y
344,"Barros, Dana",Dana Barros,0,1989,2003,dana_barros,0,,,,,Y
699,"Barry, Brent",Brent Barry,0,1995,2008,brent_barry,0,,,,,Y
1003,"Barry, Drew",Drew Barry,0,1997,1999,drew_barry,0,,,,,Y
468,"Barry, Jon",Jon Barry,0,1992,2005,jon_barry,0,,,,,Y
600013,"Barry, Rick",Rick Barry,0,1965,1979,HISTADD_rick_barry,0,,,,,Y
203115,"Barton, Will",Will Barton,1,2012,2017,will_barton,1610612743,Denver,Nuggets,DEN,nuggets,Y
101188,"Basden, Eddie",Eddie Basden,0,2005,2005,eddie_basden,0,,,,,Y
101138,"Bass, Brandon",Brandon Bass,1,2005,2016,brandon_bass,1610612747,Los Angeles,Lakers,LAL,lakers,Y
76120,"Bassett, Tim",Tim Bassett,0,1976,1979,HISTADD_tim_bassett,0,,,,,Y
1766,"Baston, Maceo",Maceo Baston,0,2002,2008,maceo_baston,0,,,,,Y
2370,"Bateer, Mengke",Mengke Bateer,0,2001,2003,mengke_bateer,0,,,,,Y
76121,"Bates, Billyray",Billyray Bates,0,1979,1982,HISTADD_billy_ray_bates,0,,,,,Y
101212,"Batista, Esteban",Esteban Batista,0,2005,2006,esteban_batista,0,,,,,Y
2471,"Batiste, Mike",Mike Batiste,0,2002,2002,mike_batiste,0,,,,,Y
1499,"Battie, Tony",Tony Battie,0,1997,2011,tony_battie,0,,,,,Y
2203,"Battier, Shane",Shane Battier,0,2001,2013,shane_battier,0,,,,,Y
174,"Battle, John",John Battle,0,1985,1994,john_battle,0,,,,,Y
76123,"Battle, Kenny",Kenny Battle,0,1989,1992,HISTADD_kenny_battle,0,,,,,Y
76124,"Batton, Dave",Dave Batton,0,1982,1983,HISTADD_dave_batton,0,,,,,Y
201587,"Batum, Nicolas",Nicolas Batum,1,2008,2017,nicolas_batum,1610612766,Charlotte,Hornets,CHA,hornets,Y
2437,"Baxter, Lonny",Lonny Baxter,0,2002,2005,lonny_baxter,0,,,,,Y
201573,"Bayless, Jerryd",Jerryd Bayless,1,2008,2017,jerryd_bayless,1610612749,Milwaukee,Bucks,MIL,bucks,Y
203382,"Baynes, Aron",Aron Baynes,1,2012,2017,aron_baynes,1610612765,Detroit,Pistons,DET,pistons,Y
76128,"Bazarevich, Sergei",Sergei Bazarevich,0,1994,1994,HISTADD_sergei_bazarevich,0,,,,,Y
203145,"Bazemore, Kent",Kent Bazemore,1,2012,2017,kent_bazemore,1610612737,Atlanta,Hawks,ATL,hawks,Y
203078,"Beal, Bradley",Bradley Beal,1,2012,2017,bradley_beal,1610612764,Washington,Wizards,WAS,wizards,Y
76130,"Beard, Butch",Butch Beard,0,1969,1978,HISTADD_butch_beard,0,,,,,Y
2602,"Beasley, Jerome",Jerome Beasley,0,2003,2003,jerome_beasley,0,,,,,Y
1627736,"Beasley, Malik",Malik Beasley,0,2016,2017,malik_beasley,0,,,,,Y
201563,"Beasley, Michael",Michael Beasley,1,2008,2017,michael_beasley,1610612745,Houston,Rockets,HOU,rockets,Y
201958,"Beaubois, Rodrigue",Rodrigue Beaubois,0,2009,2012,rodrigue_beaubois,0,,,,,Y
76134,"Beck, Byron",Byron Beck,0,1976,1976,HISTADD_byron_beck,0,,,,,Y
1133,"Beck, Corey",Corey Beck,0,1995,1998,corey_beck,0,,,,,Y
76138,"Bedford, William",William Bedford,0,1986,1992,HISTADD_william_bedford,0,,,,,Y
76140,"Behagen, Ron",Ron Behagen,0,1973,1979,HISTADD_ron_behagen,0,,,,,Y
201158,"Belinelli, Marco",Marco Belinelli,1,2007,2017,marco_belinelli,1610612758,Sacramento,Kings,SAC,kings,Y
2294,"Bell, Charlie",Charlie Bell,0,2001,2010,charlie_bell,0,,,,,Y
1628395,"Bell, Jordan",Jordan Bell,0,2017,2017,jordan_bell,0,,,,,Y
1952,"Bell, Raja",Raja Bell,0,2000,2011,raja_bell,0,,,,,Y
2559,"Bell, Troy",Troy Bell,0,2003,2003,troy_bell,0,,,,,Y
1627761,"Bembry, DeAndre'",DeAndre' Bembry,0,2016,2017,deandre'_bembry,0,,,,,Y
1627733,"Bender, Dragan",Dragan Bender,0,2016,2017,dragan_bender,0,,,,,Y
1886,"Bender, Jonathan",Jonathan Bender,0,1999,2009,jonathan_bender,0,,,,,Y
203968,"Benimon, Jerrelle",Jerrelle Benimon,0,2014,2014,jerrelle_benimon,0,,,,,Y
104,"Benjamin, Benoit",Benoit Benjamin,0,1985,1999,benoit_benjamin,0,,,,,Y
1736,"Benjamin, Corey",Corey Benjamin,0,1998,2002,corey_benjamin,0,,,,,Y
203461,"Bennett, Anthony",Anthony Bennett,0,2013,2016,anthony_bennett,0,,,,,Y
1120,"Bennett, Elmer",Elmer Bennett,0,1994,1996,elmer_bennett,0,,,,,Y
712,"Bennett, Mario",Mario Bennett,0,1995,2002,mario_bennett,0,,,,,Y
76151,"Bennett, Mel",Mel Bennett,0,1976,1981,HISTADD_mel_bennett,0,,,,,Y
76148,"Bennett, Tony",Tony Bennett,0,1992,1994,HISTADD_tony_bennett,0,,,,,Y
76152,"Bennett, Winston",Winston Bennett,0,1989,1991,HISTADD_winston_bennett,0,,,,,Y
128,"Benoit, David",David Benoit,0,1991,2000,david_benoit,0,,,,,Y
202728,"Benson, Keith",Keith Benson,0,2011,2011,keith_benson,0,,,,,Y
76154,"Benson, Kent",Kent Benson,0,1977,1987,HISTADD_kent_benson,0,,,,,Y
1627791,"Bentil, Ben",Ben Bentil,0,2016,2016,ben_bentil,0,,,,,Y
76157,"Berry, Ricky",Ricky Berry,0,1988,1988,HISTADD_ricky_berry,0,,,,,Y
76158,"Berry, Walter",Walter Berry,0,1986,1988,HISTADD_walter_berry,0,,,,,Y
202722,"Bertans, Davis",Davis Bertans,0,2016,2017,davis_bertans,0,,,,,Y
76159,"Beshore, Del",Del Beshore,0,1978,1979,HISTADD_del_beshore,0,,,,,Y
696,"Best, Travis",Travis Best,0,1995,2004,travis_best,0,,,,,Y
201976,"Beverley, Patrick",Patrick Beverley,1,2012,2017,patrick_beverley,1610612745,Houston,Rockets,HOU,rockets,Y
204021,"Bhullar, Sim",Sim Bhullar,0,2014,2014,sim_bhullar,0,,,,,Y
76162,"Bibby, Henry",Henry Bibby,0,1972,1980,HISTADD_henry_bibby,0,,,,,Y
1710,"Bibby, Mike",Mike Bibby,0,1998,2011,mike_bibby,0,,,,,Y
2740,"Biedrins, Andris",Andris Biedrins,0,2004,2013,andris_biedrins,0,,,,,Y
76165,"Bigelow, Bob",Bob Bigelow,0,1975,1978,HISTADD_bob_bigelow,0,,,,,Y
1497,"Billups, Chauncey",Chauncey Billups,0,1997,2013,chauncey_billups,0,,,,,Y
76166,"Bing, Dave",Dave Bing,0,1966,1977,HISTADD_dave_bing,0,,,,,Y
76167,"Binion, Joe",Joe Binion,0,1986,1986,HISTADD_joe_binion,0,,,,,Y
203920,"Birch, Khem",Khem Birch,0,2017,2017,khem_birch,0,,,,,Y
1628444,"Bird, Jabari",Jabari Bird,0,2017,2017,jabari_bird,0,,,,,Y
1449,"Bird, Larry",Larry Bird,0,1979,1991,larry_bird,0,,,,,Y
76170,"Birdsong, Otis",Otis Birdsong,0,1977,1988,HISTADD_otis_birdsong,0,,,,,Y
202687,"Biyombo, Bismack",Bismack Biyombo,1,2011,2017,bismack_biyombo,1610612761,Toronto,Raptors,TOR,raptors,Y
202357,"Bjelica, Nemanja",Nemanja Bjelica,1,2015,2017,nemanja_bjelica,1610612750,Minnesota,Timberwolves,MIN,timberwolves,Y
76172,"Blab, Uwe",Uwe Blab,0,1985,1989,HISTADD_uwe_blab,0,,,,,Y
76174,"Black, Norman",Norman Black,0,1980,1980,HISTADD_norman_black,0,,,,,Y
204028,"Black, Tarik",Tarik Black,1,2014,2017,tarik_black,1610612747,Los Angeles,Lakers,LAL,lakers,Y
76176,"Blackman, Rolando",Rolando Blackman,0,1981,1993,HISTADD_rolando_blackman,0,,,,,Y
76180,"Blackwell, Alex",Alex Blackwell,0,1992,1992,HISTADD_alex_blackwell,0,,,,,Y
76177,"Blackwell, Cory",Cory Blackwell,0,1984,1984,HISTADD_cory_blackwell,0,,,,,Y
1806,"Blackwell, James",James Blackwell,0,1994,1994,james_blackwell,0,,,,,Y
76179,"Blackwell, Nate",Nate Blackwell,0,1987,1987,HISTADD_nate_blackwell,0,,,,,Y
201971,"Blair, DeJuan",DeJuan Blair,0,2009,2015,dejuan_blair,0,,,,,Y
2581,"Blake, Steve",Steve Blake,1,2003,2015,steve_blake,1610612765,Detroit,Pistons,DET,pistons,Y
202392,"Blakely, Marqus",Marqus Blakely,0,2010,2010,marqus_blakely,0,,,,,Y
1628469,"Blakeney, Antonio",Antonio Blakeney,0,2017,2017,antonio_blakeney,0,,,,,Y
200807,"Blalock, Will",Will Blalock,0,2006,2006,will_blalock,0,,,,,Y
76183,"Blanks, Lance",Lance Blanks,0,1990,1992,HISTADD_lance_blanks,0,,,,,Y
76184,"Blanton, Ricky",Ricky Blanton,0,1992,1992,HISTADD_ricky_blanton,0,,,,,Y
101154,"Blatche, Andray",Andray Blatche,0,2005,2013,andray_blatche,0,,,,,Y
302,"Blaylock, Mookie",Mookie Blaylock,0,1989,2001,mookie_blaylock,0,,,,,Y
202339,"Bledsoe, Eric",Eric Bledsoe,1,2010,2017,eric_bledsoe,1610612756,Phoenix,Suns,PHX,suns,Y
916,"Blount, Corie",Corie Blount,0,1993,2003,corie_blount,0,,,,,Y
1548,"Blount, Mark",Mark Blount,0,2000,2008,mark_blount,0,,,,,Y
203505,"Blue, Vander",Vander Blue,0,2013,2017,vander_blue,0,,,,,Y
76189,"Blume, Ray",Ray Blume,0,1981,1981,HISTADD_ray_blume,0,,,,,Y
2800,"Bobbitt, Tony",Tony Bobbitt,0,2004,2004,tony_bobbitt,0,,,,,Y
76192,"Boerwinkle, Tom",Tom Boerwinkle,0,1968,1977,HISTADD_tom_boerwinkle,0,,,,,Y
2586,"Bogans, Keith",Keith Bogans,0,2003,2013,keith_bogans,0,,,,,Y
203992,"Bogdanovic, Bogdan",Bogdan Bogdanovic,0,2017,2017,bogdan_bogdanovic,0,,,,,Y
202711,"Bogdanovic, Bojan",Bojan Bogdanovic,1,2014,2017,bojan_bogdanovic,1610612751,Brooklyn,Nets,BKN,nets,Y
177,"Bogues, Muggsy",Muggsy Bogues,0,1987,2000,muggsy_bogues,0,,,,,Y
