name,link,year_from,year_to,college,active
Travis Knight,/players/k/knightr01.html,1997,2003,UConn,false
Kevin Knox,/players/k/knoxke01.html,2019,2019,Kentucky,true
Bart Kofoed,/players/k/kofoeba01.html,1988,1993,"Hastings College, University of Nebraska at Kearney",false
Jon Koncak,/players/k/koncajo01.html,1986,1996,SMU,false
Joe Kopicki,/players/k/kopicjo01.html,1983,1985,Detroit Mercy,false
Furkan Korkmaz,/players/k/korkmfu01.html,2018,2019,,true
Frank Kornet,/players/k/kornefr01.html,1990,1991,Vanderbilt,false
Luke Kornet,/players/k/kornelu01.html,2018,2019,Vanderbilt,true
Yaroslav Korolev,/players/k/korolya01.html,2006,2007,,false
Kyle Korver,/players/k/korveky01.html,2004,2019,Creighton,true
Kosta Koufos,/players/k/koufoko01.html,2009,2019,Ohio State,true
Arvid Kramer,/players/k/kramear01.html,1980,1980,Augustana College (SD),false
Joel Kramer,/players/k/kramejo01.html,1979,1983,San Diego State,false
Viacheslav Kravtsov,/players/k/kravtvi01.html,2013,2014,,false
Wayne Kreklow,/players/k/kreklwa01.html,1981,1981,Drake University,false
Tom Kropp,/players/k/kroppto01.html,1976,1977,University of Nebraska at Kearney,false
Nenad Krstić,/players/k/krstine01.html,2005,2011,,false
Larry Krystkowiak,/players/k/krystla01.html,1987,1997,University of Montana,false
Steve Kuberski,/players/k/kuberst01.html,1970,1978,Bradley,false
Bruce Kuczenski,/players/k/kuczebr01.html,1984,1984,UConn,false
John Kuester,/players/k/kuestjo01.html,1978,1980,UNC,false
Toni Kukoč,/players/k/kukocto01.html,1994,2006,,false
Kevin Kunnert,/players/k/kunneke01.html,1974,1982,Iowa,false
Mitch Kupchak,/players/k/kupchmi01.html,1977,1986,UNC,false
C.J. Kupec,/players/k/kupeccj01.html,1976,1978,Michigan,false
Rodions Kurucs,/players/k/kurucro01.html,2019,2019,,true
Rob Kurz,/players/k/kurzro01.html,2009,2009,Notre Dame,false
Ibo Kutluay,/players/k/kutluib01.html,2005,2005,,false
Kyle Kuzma,/players/k/kuzmaky01.html,2018,2019,Utah,true
Ognjen Kuzmić,/players/k/kuzmiog01.html,2014,2015,,false
Mindaugas Kuzminskas,/players/k/kuzmimi01.html,2017,2018,,true
