name,link,year_from,year_to,college,active
Skal Labissi�re,/players/l/labissk01.html,2017,2019,Kentucky,true
Sam Lacey,/players/l/laceysa01.html,1971,1983,New Mexico State,false
Christian Laettner,/players/l/laettch01.html,1993,2005,Duke,false
Oliver Lafayette,/players/l/lafayol01.html,2010,2010,Houston,false
Raef LaFrentz,/players/l/lafrera01.html,1999,2008,Kansas,false
Tom LaGarde,/players/l/lagarto01.html,1978,1985,UNC,false
Bill Laimbeer,/players/l/laimbbi01.html,1981,1994,Notre Dame,false
Bo Lamar,/players/l/lamarbo01.html,1974,1977,Louisiana,false
Doron Lamb,/players/l/lambdo01.html,2013,2014,Kentucky,false
Jeremy Lamb,/players/l/lambje01.html,2013,2019,UConn,true
John Lambert,/players/l/lambejo01.html,1976,1982,USC,false
Jeff Lamp,/players/l/lampje01.html,1982,1989,Virginia,false
Maciej Lampe,/players/l/lampema01.html,2004,2006,,false
Jim Lampley,/players/l/lamplji01.html,1987,1987,"Vanderbilt, Little Rock",false
Sean Lampley,/players/l/lamplse01.html,2003,2004,Cal,false
Carl Landry,/players/l/landrca01.html,2008,2016,Purdue,false
Marcus Landry,/players/l/landrma01.html,2010,2010,Wisconsin,false
Mark Landsberger,/players/l/landsma01.html,1978,1984,"Minnesota, Arizona State",false
Jerome Lane,/players/l/laneje01.html,1989,1993,Pitt,false
Andrew Lang,/players/l/langan01.html,1989,2000,Arkansas,false
Antonio Lang,/players/l/langan02.html,1995,2000,Duke,false
James Lang,/players/l/langja01.html,2007,2007,,false
Trajan Langdon,/players/l/langdtr01.html,2000,2002,Duke,false
Keith Langford,/players/l/langfke01.html,2008,2008,Kansas,false
Dan Langhi,/players/l/langhda01.html,2001,2004,Vanderbilt,false
Bob Lanier,/players/l/laniebo01.html,1971,1984,St. Bonaventure,false
Nicol�s Laprov�ttola,/players/l/laproni01.html,2017,2017,,true
Shane Larkin,/players/l/larkish01.html,2014,2018,Miami (FL),true
Rusty LaRue,/players/l/larueru01.html,1998,2004,Wake Forest,false
John Laskowski,/players/l/laskojo01.html,1976,1977,Indiana,false
St�phane Lasme,/players/l/lasmest01.html,2008,2008,UMass,false
Priest Lauderdale,/players/l/laudepr01.html,1997,1998,Central State University,false
Rich Laurel,/players/l/laureri01.html,1978,1978,Hofstra,false
Joffrey Lauvergne,/players/l/lauvejo01.html,2015,2018,,true
Zach LaVine,/players/l/lavinza01.html,2015,2019,UCLA,true
Acie Law,/players/l/lawac01.html,2008,2011,Texas A&M,false
Gani Lawal,/players/l/lawalga01.html,2011,2011,Georgia Tech,false
Edmund Lawrence,/players/l/lawreed01.html,1981,1981,McNeese State University,false
Jason Lawson,/players/l/lawsoja01.html,1998,1998,Villanova,false
Ty Lawson,/players/l/lawsoty01.html,2010,2017,UNC,true
Jake Layman,/players/l/laymaja01.html,2017,2019,Maryland,true
Mo Layton,/players/l/laytomo01.html,1972,1978,USC,false
T.J. Leaf,/players/l/leaftj01.html,2018,2019,UCLA,true
