name,link,year_from,year_to,college,active
Allen Leavell,/players/l/leaveal01.html,1980,1989,Oklahoma City University,false
Jeff Lebo,/players/l/leboje01.html,1990,1990,UNC,false
Eric Leckner,/players/l/leckner01.html,1989,1997,Wyoming,false
Ricky Ledo,/players/l/ledori01.html,2014,2015,,false
Butch Lee,/players/l/leebu01.html,1979,1980,Marquette,false
Courtney Lee,/players/l/leeco01.html,2009,2019,Western Kentucky,true
Damion Lee,/players/l/leeda03.html,2018,2019,"Drexel, Louisville",true
David Lee,/players/l/leeda02.html,2006,2017,Florida,false
Doug Lee,/players/l/leedo01.html,1992,1995,"Texas A&M, Purdue",false
Keith Lee,/players/l/leeke01.html,1986,1989,Memphis,false
Kurk Lee,/players/l/leeku01.html,1991,1991,"Western Kentucky, Towson University",false
Malcolm Lee,/players/l/leema01.html,2012,2015,UCLA,false
Rock Lee,/players/l/leero02.html,1982,1982,"Cal, San Diego State",false
Ron Lee,/players/l/leero01.html,1977,1982,Oregon,false
Tim Legler,/players/l/legleti01.html,1990,2000,La Salle,false
Walt Lemon,/players/l/lemonwa01.html,2018,2019,Bradley,true
Alex Len,/players/l/lenal01.html,2014,2019,Maryland,true
Voshon Lenard,/players/l/lenarvo01.html,1996,2006,Minnesota,false
Gary Leonard,/players/l/leonaga01.html,1990,1992,Missouri,false
Kawhi Leonard,/players/l/leonaka01.html,2012,2019,San Diego State,true
Meyers Leonard,/players/l/leoname01.html,2013,2019,Illinois,true
Jim Les,/players/l/lesji01.html,1989,1995,"Cleveland State University, Bradley",false
Travis Leslie,/players/l/leslitr01.html,2012,2012,Georgia,false
Ronnie Lester,/players/l/lestero01.html,1981,1986,Iowa,false
Clifford Lett,/players/l/lettcl01.html,1990,1991,Florida,false
Jon Leuer,/players/l/leuerjo01.html,2012,2019,Wisconsin,true
Fat Lever,/players/l/leverfa01.html,1983,1994,Arizona State,false
Caris LeVert,/players/l/leverca01.html,2017,2019,Michigan,true
Cliff Levingston,/players/l/levincl01.html,1983,1995,Wichita State,false
Cedric Lewis,/players/l/lewisce01.html,1996,1996,Maryland,false
Freddie Lewis,/players/l/lewisfr02.html,1967,1977,Arizona State,false
Martin Lewis,/players/l/lewisma01.html,1996,1997,"Butler County Community College, Seward County Community College",false
Quincy Lewis,/players/l/lewisqu01.html,2000,2004,Minnesota,false
Ralph Lewis,/players/l/lewisra01.html,1988,1990,La Salle,false
Rashard Lewis,/players/l/lewisra02.html,1999,2014,,false
Reggie Lewis,/players/l/lewisre01.html,1988,1993,Northeastern University,false
Marcus Liberty,/players/l/liberma01.html,1991,1994,Illinois,false
Todd Lichti,/players/l/lichtto01.html,1990,1994,Stanford,false
DeAndre Liggins,/players/l/liggide01.html,2012,2018,Kentucky,true
Damian Lillard,/players/l/lillada01.html,2013,2019,Weber State,true
Jeremy Lin,/players/l/linje01.html,2011,2019,Harvard University,true
Steve Lingenfelter,/players/l/lingest01.html,1983,1984,"Minnesota, South Dakota State University",false
Alton Lister,/players/l/listeal01.html,1982,1998,Arizona State,false
Randy Livingston,/players/l/livinra01.html,1997,2007,LSU,false
Shaun Livingston,/players/l/livinsh01.html,2005,2019,,true
Horacio Llamas Grey,/players/l/llamaho01.html,1997,1998,Grand Canyon University,false
Lewis Lloyd,/players/l/lloydle01.html,1982,1990,Drake University,false
Scott Lloyd,/players/l/lloydsc01.html,1977,1983,Arizona State,false
Rob Lock,/players/l/lockro01.html,1989,1989,Kentucky,false
Darrell Lockhart,/players/l/lockhda01.html,1984,1984,Auburn,false
Ian Lockhart,/players/l/lockhia01.html,1991,1991,Tennessee,false
Kevin Loder,/players/l/loderke01.html,1982,1984,"Kentucky State University, Alabama State University",false
Zach Lofton,/players/l/loftoza01.html,2019,2019,"Illinois State University, Texas Southern University, New Mexico State",true
Brad Lohaus,/players/l/lohaubr01.html,1988,1998,Iowa,false
Art Long,/players/l/longar01.html,2001,2003,Cincinnati,false
Grant Long,/players/l/longgr01.html,1989,2003,Eastern Michigan University,false
John Long,/players/l/longjo01.html,1979,1997,Detroit Mercy,false
Shawn Long,/players/l/longsh01.html,2017,2017,Louisiana,true
Luc Longley,/players/l/longllu01.html,1992,2001,New Mexico,false
Kevon Looney,/players/l/looneke01.html,2016,2019,UCLA,true
Brook Lopez,/players/l/lopezbr01.html,2009,2019,Stanford,true
Felipe L�pez,/players/l/lopezfe01.html,1999,2002,St. John's,false
Ra�l L�pez,/players/l/lopezra01.html,2004,2005,,false
Robin Lopez,/players/l/lopezro01.html,2009,2019,Stanford,true
Ryan Lorthridge,/players/l/lorthry01.html,1995,1995,Jackson State University,false
Bob Love,/players/l/lovebo01.html,1967,1977,Southern University and A&M College,false
Kevin Love,/players/l/loveke01.html,2009,2019,UCLA,true
Sidney Lowe,/players/l/lowesi01.html,1984,1990,NC State,false
Kyle Lowry,/players/l/lowryky01.html,2007,2019,Villanova,true
Jordan Loyd,/players/l/loydjo01.html,2019,2019,"Furman University, University of Indianapolis",true
John Lucas,/players/l/lucasjo01.html,1977,1990,Maryland,false
Kalin Lucas,/players/l/lucaska01.html,2015,2019,Michigan State,true
Maurice Lucas,/players/l/lucasma01.html,1975,1988,Marquette,false
John Lucas III,/players/l/lucasjo02.html,2006,2017,"Baylor, Oklahoma State",false
Tyronn Lue,/players/l/luety01.html,1999,2009,Nebraska,false
Timoth� Luwawu-Cabarrot,/players/l/luwawti01.html,2017,2019,,true
Tyler Lydon,/players/l/lydonty01.html,2018,2019,Syracuse,true
Trey Lyles,/players/l/lylestr01.html,2016,2019,Kentucky,true
George Lynch,/players/l/lynchge01.html,1994,2005,UNC,false
Kevin Lynch,/players/l/lynchke01.html,1992,1993,Minnesota,false
