name,link,year_from,year_to,college,active
Dave Johnson,/players/j/johnsda01.html,1993,1994,Syracuse,false
DeMarco Johnson,/players/j/johnsde02.html,2000,2000,UNC Charlotte,false
Dennis Johnson,/players/j/johnsde01.html,1977,1990,Pepperdine,false
DerMarr Johnson,/players/j/johnsde03.html,2001,2008,Cincinnati,false
Eddie Johnson,/players/j/johnsed02.html,1978,1987,Auburn,false
Eddie Johnson,/players/j/johnsed03.html,1982,1999,Illinois,false
Eric Johnson,/players/j/johnser01.html,1990,1990,"Baylor, Nebraska",false
Ervin Johnson,/players/j/johnser02.html,1994,2006,University of New Orleans,false
Frank Johnson,/players/j/johnsfr01.html,1982,1994,Wake Forest,false
George Johnson,/players/j/johnsge02.html,1973,1986,Dillard University,false
George Johnson,/players/j/johnsge03.html,1979,1986,St. John's,false
Ivan Johnson,/players/j/johnsiv01.html,2012,2013,"Oregon, Cal State San Bernardino",false
JaJuan Johnson,/players/j/johnsja02.html,2012,2012,Purdue,false
James Johnson,/players/j/johnsja01.html,2010,2019,Wake Forest,true
Joe Johnson,/players/j/johnsjo02.html,2002,2018,Arkansas,true
John Johnson,/players/j/johnsjo01.html,1971,1982,Iowa,false
Kannard Johnson,/players/j/johnska01.html,1988,1988,Western Kentucky,false
Ken Johnson,/players/j/johnske01.html,1986,1986,"USC, Michigan State",false
Ken Johnson,/players/j/johnske03.html,2003,2003,Ohio State,false
Kevin Johnson,/players/j/johnske02.html,1988,2000,Cal,false
Larry Johnson,/players/j/johnsla01.html,1978,1978,Kentucky,false
Larry Johnson,/players/j/johnsla02.html,1992,2001,UNLV,false
Lee Johnson,/players/j/johnsle01.html,1981,1981,"University of Montana, East Texas State University",false
Linton Johnson,/players/j/johnsli01.html,2004,2009,Tulane,false
Magic Johnson,/players/j/johnsma02.html,1980,1996,Michigan State,false
Marques Johnson,/players/j/johnsma01.html,1978,1990,UCLA,false
Mickey Johnson,/players/j/johnsmi01.html,1975,1986,Aurora University,false
Nick Johnson,/players/j/johnsni01.html,2015,2015,Arizona,false
Ollie Johnson,/players/j/johnsol01.html,1973,1982,Temple,false
Omari Johnson,/players/j/johnsom01.html,2018,2018,Oregon State,true
Orlando Johnson,/players/j/johnsor01.html,2013,2016,"Loyola Marymount University, University of California, Santa Barbara",false
Reggie Johnson,/players/j/johnsre01.html,1981,1984,Tennessee,false
Stanley Johnson,/players/j/johnsst04.html,2016,2019,Arizona,true
Steffond Johnson,/players/j/johnsst02.html,1987,1987,"LSU, San Diego State",false
Steve Johnson,/players/j/johnsst03.html,1982,1991,Oregon State,false
Trey Johnson,/players/j/johnstr01.html,2009,2012,"Alcorn State University, Jackson State University",false
Tyler Johnson,/players/j/johnsty01.html,2015,2019,Fresno State,true
Vinnie Johnson,/players/j/johnsvi01.html,1980,1992,Baylor,false
Wesley Johnson,/players/j/johnswe01.html,2011,2019,"Iowa State, Syracuse",true
Darius Johnson-Odom,/players/j/johnsda03.html,2013,2014,Marquette,false
Nate Johnston,/players/j/johnsna01.html,1990,1990,University of Tampa,false
Jim Johnstone,/players/j/johnsji01.html,1983,1983,Wake Forest,false
Nikola Jokić,/players/j/jokicni01.html,2016,2019,,true
Alvin Jones,/players/j/jonesal01.html,2002,2002,Georgia Tech,false
Anthony Jones,/players/j/jonesan01.html,1987,1990,"Georgetown, UNLV",false
Askia Jones,/players/j/jonesas01.html,1995,1995,Kansas State,false
Bill Jones,/players/j/jonesbi01.html,1989,1989,Iowa,false
Bobby Jones,/players/j/jonesbo01.html,1975,1986,UNC,false
Bobby Jones,/players/j/jonesbo02.html,2007,2008,Washington,false
Caldwell Jones,/players/j/jonesca01.html,1974,1990,Albany State University,false
Charles Jones,/players/j/jonesch01.html,1984,1998,Albany State University,false
Charles Jones,/players/j/jonesch02.html,1985,1989,Louisville,false
Charles Jones,/players/j/jonesch03.html,1999,2000,"Rutgers University, Long Island University",false
Dahntay Jones,/players/j/jonesda02.html,2004,2017,"Rutgers University, Duke",false
Damian Jones,/players/j/jonesda03.html,2017,2019,Vanderbilt,true
Damon Jones,/players/j/jonesda01.html,1999,2009,Houston,false
DeQuan Jones,/players/j/jonesde01.html,2013,2013,Miami (FL),false
Derrick Jones,/players/j/jonesde02.html,2017,2019,UNLV,true
Dominique Jones,/players/j/jonesdo02.html,2011,2013,University of South Florida,false
Dontae' Jones,/players/j/jonesdo01.html,1998,1998,"Northeast Mississippi Community College, Mississippi State",false
Dwayne Jones,/players/j/jonesdw02.html,2006,2010,Saint Joseph's,false
Dwight Jones,/players/j/jonesdw01.html,1974,1983,Houston,false
Earl Jones,/players/j/jonesea01.html,1985,1986,University of the District of Columbia,false
Eddie Jones,/players/j/jonesed02.html,1995,2008,Temple,false
Edgar Jones,/players/j/jonesed01.html,1981,1986,Nevada,false
Fred Jones,/players/j/jonesfr01.html,2003,2009,Oregon,false
Hutch Jones,/players/j/joneshu01.html,1983,1984,"Buffalo State, Vanderbilt",false
Jalen Jones,/players/j/jonesja04.html,2018,2019,Texas A&M,true
James Jones,/players/j/jonesja02.html,2004,2017,Miami (FL),false
Jemerrio Jones,/players/j/jonesje01.html,2019,2019,"Hill College, New Mexico State",true
Jimmy Jones,/players/j/jonesji01.html,1968,1977,Grambling State University,false
Jumaine Jones,/players/j/jonesju01.html,2000,2007,Georgia,false
Kevin Jones,/players/j/joneske01.html,2013,2013,West Virginia,false
Major Jones,/players/j/jonesma01.html,1980,1985,Albany State University,false
Mark Jones,/players/j/jonesma02.html,1984,1984,St. Bonaventure,false
Mark Jones,/players/j/jonesma03.html,2005,2005,"Minnesota, Central Florida",false
Ozell Jones,/players/j/jonesoz01.html,1985,1986,"Wichita State, California State University, Fullerton",false
Perry Jones,/players/j/jonespe01.html,2013,2015,Baylor,false
Popeye Jones,/players/j/jonespo01.html,1994,2004,Murray State,false
Rich Jones,/players/j/jonesri01.html,1970,1977,Memphis,false
Robin Jones,/players/j/jonesro01.html,1977,1978,Saint Louis University,false
Shelton Jones,/players/j/jonessh01.html,1989,1989,St. John's,false
Solomon Jones,/players/j/jonesso01.html,2007,2014,University of South Florida,false
Terrence Jones,/players/j/joneste01.html,2013,2019,Kentucky,true
Tyus Jones,/players/j/jonesty01.html,2016,2019,Duke,true
Wil Jones,/players/j/joneswi02.html,1970,1978,Albany State University,false
Adonis Jordan,/players/j/jordaad01.html,1994,1999,Kansas,false
DeAndre Jordan,/players/j/jordade01.html,2009,2019,Texas A&M,true
Eddie Jordan,/players/j/jordaed01.html,1978,1984,Rutgers University,false
Jerome Jordan,/players/j/jordaje01.html,2012,2015,Tulsa,false
Michael Jordan,/players/j/jordami01.html,1985,2003,UNC,false
Reggie Jordan,/players/j/jordare01.html,1994,2000,New Mexico State,false
Thomas Jordan,/players/j/jordath01.html,1993,1993,Oklahoma State,false
Walter Jordan,/players/j/jordawa01.html,1981,1981,Purdue,false
Cory Joseph,/players/j/josepco01.html,2012,2019,Texas,true
Garth Joseph,/players/j/josepga01.html,2001,2001,College of Saint Rose,false
Kris Joseph,/players/j/josepkr01.html,2013,2013,Syracuse,false
Yvon Joseph,/players/j/josepyv01.html,1986,1986,Georgia Tech,false
Jeff Judkins,/players/j/judkije01.html,1979,1983,Utah,false
