name,link,year_from,year_to,college,active
Zarko Cabarkapa,/players/c/cabarza01.html,2004,2006,,false
Bruno Caboclo,/players/c/cabocbr01.html,2015,2017,,true
Jason Caffey,/players/c/caffeja01.html,1996,2003,University of Alabama,false
Michael Cage,/players/c/cagemi01.html,1985,2000,San Diego State University,false
Nick Calathes,/players/c/calatni01.html,2014,2015,University of Florida,true
Jose Calderon,/players/c/caldejo01.html,2006,2017,,true
Adrian Caldwell,/players/c/caldwad01.html,1990,1998,Lamar University,false
Kentavious Caldwell-Pope,/players/c/caldwke01.html,2014,2017,University of Georgia,true
Corky Calhoun,/players/c/calhoco01.html,1973,1980,University of Pennsylvania,false
Demetrius Calip,/players/c/calipde01.html,1992,1992,University of Michigan,false
Rick Calloway,/players/c/callori01.html,1991,1991,University of Kansas,false
Mack Calvin,/players/c/calvima01.html,1970,1981,University of Southern California,false
Dexter Cambridge,/players/c/cambrde01.html,1993,1993,University of Texas at Austin,false
Marcus Camby,/players/c/cambyma01.html,1997,2013,University of Massachusetts Amherst,false
Elden Campbell,/players/c/campbel01.html,1991,2005,Clemson University,false
Tony Campbell,/players/c/campbto01.html,1985,1995,Ohio State University,false
Isaiah Canaan,/players/c/canaais01.html,2014,2017,Murray State University,true
Clint Capela,/players/c/capelca01.html,2015,2017,,true
Derrick Caracter,/players/c/caracde01.html,2011,2011,University of Texas at El Paso,false
Brian Cardinal,/players/c/cardibr01.html,2001,2012,Purdue University,false
Geno Carlisle,/players/c/carlige01.html,2005,2005,University of California,false
Rick Carlisle,/players/c/carliri01.html,1985,1990,University of Virginia,false
Rodney Carney,/players/c/carnero01.html,2007,2011,University of Memphis,false
Antoine Carr,/players/c/carran01.html,1985,2000,Wichita State University,false
Austin Carr,/players/c/carrau01.html,1972,1981,University of Notre Dame,false
Chris Carr,/players/c/carrch01.html,1996,2001,Southern Illinois University,false
Cory Carr,/players/c/carrco01.html,1999,1999,Texas Tech University,false
Kenny Carr,/players/c/carrke01.html,1978,1987,North Carolina State University,false
M.L. Carr,/players/c/carrml01.html,1976,1985,Guilford College,false
Bob Carrington,/players/c/carribo01.html,1978,1980,Boston College,false
DeMarre Carroll,/players/c/carrode01.html,2010,2017,University of Missouri,true
Joe Barry Carroll,/players/c/carrojo01.html,1981,1991,Purdue University,false
Matt Carroll,/players/c/carroma01.html,2004,2013,University of Notre Dame,false
Jimmy Carruth,/players/c/carruji01.html,1997,1997,Virginia Polytechnic Institute and State University,false
Anthony Carter,/players/c/cartean01.html,2000,2012,University of Hawaii,false
Butch Carter,/players/c/cartebu01.html,1981,1986,Indiana University,false
Fred Carter,/players/c/cartefr01.html,1970,1977,Mount St. Mary's University,false
Howard Carter,/players/c/carteho01.html,1984,1985,Louisiana State University,false
Maurice Carter,/players/c/cartema01.html,2004,2004,Louisiana State University,false
Reggie Carter,/players/c/cartere01.html,1981,1982,St. John's University,false
Ron Carter,/players/c/cartero01.html,1979,1980,Virginia Military Institute,false
Vince Carter,/players/c/cartevi01.html,1999,2017,University of North Carolina,true
Michael Carter-Williams,/players/c/cartemi01.html,2014,2017,Syracuse University,true
Bill Cartwright,/players/c/cartwbi01.html,1980,1995,University of San Francisco,false
Cornelius Cash,/players/c/cashco01.html,1977,1977,Bowling Green State University,false
Sam Cassell,/players/c/cassesa01.html,1994,2008,Florida State University,false
Omri Casspi,/players/c/casspom01.html,2010,2017,,true
Harvey Catchings,/players/c/catchha01.html,1975,1985,Hardin-Simmons University,false
Terry Catledge,/players/c/catlete01.html,1986,1993,University of South Alabama,false
Kelvin Cato,/players/c/catoke01.html,1998,2007,Iowa State University,false
Bobby Cattage,/players/c/cattabo01.html,1982,1986,Auburn University,false
Willie Cauley-Stein,/players/c/caulewi01.html,2016,2017,University of Kentucky,true
Duane Causwell,/players/c/causwdu01.html,1991,2001,Temple University,false
Ron Cavenall,/players/c/cavenro01.html,1985,1989,Texas Southern University,false
Cedric Ceballos,/players/c/cebalce01.html,1991,2001,"California State University, Fullerton",false
John Celestand,/players/c/celesjo01.html,2000,2000,Villanova University,false
Lionel Chalmers,/players/c/chalmli01.html,2005,2005,Xavier University,false
Mario Chalmers,/players/c/chalmma01.html,2009,2016,University of Kansas,true
Tom Chambers,/players/c/chambto01.html,1982,1998,University of Utah,false
Mike Champion,/players/c/champmi01.html,1989,1989,Gonzaga University,false
Tyson Chandler,/players/c/chandty01.html,2002,2017,,true
Wilson Chandler,/players/c/chandwi01.html,2008,2017,DePaul University,true
Don Chaney,/players/c/chanedo01.html,1969,1980,University of Houston,false
Rex Chapman,/players/c/chapmre01.html,1989,2000,University of Kentucky,false
Ken Charles,/players/c/charlke01.html,1974,1978,Fordham University,false
Lorenzo Charles,/players/c/charllo01.html,1986,1986,North Carolina State University,false
Calbert Cheaney,/players/c/cheanca01.html,1994,2006,Indiana University,false
Maurice Cheeks,/players/c/cheekma01.html,1979,1993,West Texas A&M University,false
Phil Chenier,/players/c/cheniph01.html,1972,1981,University of California,false
Will Cherry,/players/c/cherrwi01.html,2015,2015,University of Montana,true
Derrick Chievous,/players/c/chievde01.html,1989,1991,University of Missouri,false
Pete Chilcutt,/players/c/chilcpe01.html,1992,2000,University of North Carolina,false
Josh Childress,/players/c/childjo01.html,2005,2014,Stanford University,true
Randolph Childress,/players/c/childra01.html,1996,1997,Wake Forest University,false
Chris Childs,/players/c/childch01.html,1995,2003,Boise State University,false
Jim Chones,/players/c/choneji01.html,1973,1982,Marquette University,false
Marquese Chriss,/players/c/chrisma01.html,2017,2017,University of Washington,true
Doug Christie,/players/c/chrisdo01.html,1993,2007,Pepperdine University,false
Dionte Christmas,/players/c/chrisdi01.html,2014,2014,Temple University,true
Rakeem Christmas,/players/c/chrisra01.html,2016,2017,Syracuse University,true
Semaj Christon,/players/c/chrisse01.html,2017,2017,Xavier University,true
Patrick Christopher,/players/c/chrispa01.html,2015,2015,University of California,true
Robert Churchwell,/players/c/churcro01.html,1996,1996,Georgetown University,false
Carlos Clark,/players/c/clarkca01.html,1984,1985,University of Mississippi,false
Earl Clark,/players/c/clarkea01.html,2010,2015,University of Louisville,true
Ian Clark,/players/c/clarkia01.html,2014,2017,Belmont University,true
Keon Clark,/players/c/clarkke01.html,1999,2004,"University of Nevada, Las Vegas",false
Coty Clarke,/players/c/clarkco01.html,2016,2016,University of Arkansas,true
Jordan Clarkson,/players/c/clarkjo01.html,2015,2017,University of Missouri,true
Victor Claver,/players/c/clavevi01.html,2013,2015,,true
Charles Claxton,/players/c/claxtch01.html,1996,1996,University of Georgia,false
Speedy Claxton,/players/c/claxtsp01.html,2002,2009,Hofstra University,false
Jim Cleamons,/players/c/cleamji01.html,1972,1980,Ohio State University,false
Mateen Cleaves,/players/c/cleavma01.html,2001,2006,Michigan State University,false
Keith Closs,/players/c/closske01.html,1998,2000,Central Connecticut State University,false
Richard Coffey,/players/c/cofferi01.html,1991,1991,University of Minnesota,false
Fred Cofield,/players/c/cofiefr01.html,1986,1987,Eastern Michigan University,false
John Coker,/players/c/cokerjo01.html,1996,2001,Boise State University,false
Norris Cole,/players/c/coleno01.html,2012,2017,Cleveland State University,true
Ben Coleman,/players/c/colembe01.html,1987,1994,University of Maryland,false
Derrick Coleman,/players/c/colemde01.html,1991,2005,Syracuse University,false
E.C. Coleman,/players/c/colemec01.html,1974,1979,Houston Baptist University,false
Norris Coleman,/players/c/colemno01.html,1988,1988,Kansas State University,false
Bimbo Coles,/players/c/colesbi01.html,1991,2004,Virginia Polytechnic Institute and State University,false
Jason Collier,/players/c/collija02.html,2001,2005,Georgia Institute of Technology,false
Art Collins,/players/c/colliar01.html,1981,1981,St. Thomas University,false
Don Collins,/players/c/collido02.html,1981,1987,Washington State University,false
Doug Collins,/players/c/collido01.html,1974,1981,Illinois State University,false
James Collins,/players/c/collija01.html,1998,1998,Florida State University,false
Jarron Collins,/players/c/collija03.html,2002,2011,Stanford University,false
Jason Collins,/players/c/collija04.html,2002,2014,Stanford University,false
Mardy Collins,/players/c/collima01.html,2007,2010,Temple University,false
Sherron Collins,/players/c/collish01.html,2011,2011,University of Kansas,false
Darren Collison,/players/c/collida01.html,2010,2017,"University of California, Los Angeles",true
Nick Collison,/players/c/collini01.html,2005,2017,University of Kansas,true
Sean Colson,/players/c/colsose01.html,2001,2001,University of North Carolina at Charlotte,false
Steve Colter,/players/c/coltest01.html,1985,1995,New Mexico State University,false
Leroy Combs,/players/c/combsle01.html,1984,1984,Oklahoma State University,false
Dallas Comegys,/players/c/comegda01.html,1988,1989,DePaul University,false
Mike Conley,/players/c/conlemi01.html,2008,2017,Ohio State University,true
Marty Conlon,/players/c/conloma01.html,1992,2000,Providence College,false
Pat Connaughton,/players/c/connapa01.html,2016,2017,University of Notre Dame,true
Lester Conner,/players/c/connele01.html,1983,1995,Oregon State University,false
Will Conroy,/players/c/conrowi01.html,2007,2013,University of Washington,false
Anthony Cook,/players/c/cookan01.html,1991,1996,University of Arizona,false
Brian Cook,/players/c/cookbr01.html,2004,2012,University of Illinois at Urbana-Champaign,false
Daequan Cook,/players/c/cookda02.html,2008,2013,Ohio State University,false
Darwin Cook,/players/c/cookda01.html,1981,1989,University of Portland,false
Jeff Cook,/players/c/cookje01.html,1980,1988,Idaho State University,false
Norm Cook,/players/c/cookno01.html,1977,1978,University of Kansas,false
Omar Cook,/players/c/cookom01.html,2004,2005,St. John's University,false
Quinn Cook,/players/c/cookqu01.html,2017,2017,Duke University,true
David Cooke,/players/c/cookeda01.html,1986,1986,Saint Mary's College of California,false
Jack Cooley,/players/c/cooleja01.html,2015,2015,University of Notre Dame,true
Duane Cooper,/players/c/coopedu01.html,1993,1994,University of Southern California,false
Joe Cooper,/players/c/coopejo01.html,1982,1985,University of Colorado,false
Michael Cooper,/players/c/coopemi01.html,1979,1990,University of New Mexico,false
Wayne Cooper,/players/c/coopewa01.html,1979,1992,University of New Orleans,false
Tom Copa,/players/c/copato01.html,1992,1992,Marquette University,false
Chris Copeland,/players/c/copelch01.html,2013,2016,University of Colorado,true
Hollis Copeland,/players/c/copelho01.html,1980,1982,Rutgers University,false
Lanard Copeland,/players/c/copella01.html,1990,1992,Georgia State University,false
Tyrone Corbin,/players/c/corbity01.html,1986,2001,DePaul University,false
Chris Corchiani,/players/c/corchch01.html,1992,1994,North Carolina State University,false
Dave Corzine,/players/c/corzida01.html,1979,1991,DePaul University,false
Bryce Cotton,/players/c/cottobr01.html,2015,2016,Providence College,true
James Cotton,/players/c/cottoja02.html,1998,1999,"California State University, Long Beach",false
John Coughran,/players/c/coughjo01.html,1980,1980,University of California,false
Joe Courtney,/players/c/courtjo01.html,1993,1997,University of Southern Mississippi,false
Marcus Cousin,/players/c/cousima01.html,2011,2011,University of Houston,true
DeMarcus Cousins,/players/c/couside01.html,2011,2017,University of Kentucky,true
Robert Covington,/players/c/covinro01.html,2014,2017,Tennessee State University,true
Dave Cowens,/players/c/cowenda01.html,1971,1983,Florida State University,false
Chubby Cox,/players/c/coxch01.html,1983,1983,University of San Francisco,false
Wesley Cox,/players/c/coxwe01.html,1978,1979,University of Louisville,false
Allen Crabbe,/players/c/crabbal01.html,2014,2017,University of California,true
Chris Crawford,/players/c/crawfch01.html,1998,2004,Marquette University,false
Jamal Crawford,/players/c/crawfja01.html,2001,2017,University of Michigan,true
Joe Crawford,/players/c/crawfjo01.html,2009,2009,University of Kentucky,false
Jordan Crawford,/players/c/crawfjo02.html,2011,2017,Xavier University,true
Ron Crevier,/players/c/creviro01.html,1986,1986,Boston College,false
Joe Crispin,/players/c/crispjo01.html,2002,2002,Pennsylvania State University,false
Charlie Criss,/players/c/crissch01.html,1978,1985,New Mexico State University,false
Winston Crite,/players/c/critewi01.html,1988,1989,Texas A&M University,false
Javaris Crittenton,/players/c/crittja01.html,2008,2009,Georgia Institute of Technology,false
Geoff Crompton,/players/c/crompge01.html,1979,1984,University of North Carolina,false
Terry Crosby,/players/c/crosbte01.html,1980,1980,University of Tennessee,false
Austin Croshere,/players/c/croshau01.html,1998,2009,Providence College,false
Jeff Cross,/players/c/crossje01.html,1986,1986,University of Maine,false
Russell Cross,/players/c/crossru01.html,1984,1984,Purdue University,false
John Crotty,/players/c/crottjo01.html,1993,2003,University of Virginia,false
Mark Crow,/players/c/crowma01.html,1978,1978,Duke University,false
Corey Crowder,/players/c/crowdco01.html,1992,1995,Kentucky Wesleyan College,false
Jae Crowder,/players/c/crowdja01.html,2013,2017,Marquette University,true
Pat Cummings,/players/c/cummipa01.html,1980,1991,University of Cincinnati,false
Terry Cummings,/players/c/cummite01.html,1983,2000,DePaul University,false
Vonteego Cummings,/players/c/cummivo01.html,2000,2002,University of Pittsburgh,false
Dante Cunningham,/players/c/cunnida01.html,2010,2017,Villanova University,true
Jared Cunningham,/players/c/cunnija01.html,2013,2016,Oregon State University,true
William Cunningham,/players/c/cunniwi01.html,1998,1999,Temple University,false
Radisav Curcic,/players/c/curcira01.html,1993,1993,,false
Earl Cureton,/players/c/curetea01.html,1981,1997,University of Detroit Mercy,false
Bill Curley,/players/c/curlebi01.html,1995,2001,Boston College,false
Dell Curry,/players/c/curryde01.html,1987,2002,Virginia Polytechnic Institute and State University,false
Eddy Curry,/players/c/curryed01.html,2002,2013,,false
JamesOn Curry,/players/c/curryja01.html,2010,2010,Oklahoma State University,false
Michael Curry,/players/c/currymi01.html,1994,2005,Georgia Southern University,false
Seth Curry,/players/c/curryse01.html,2014,2017,Duke University,true
Stephen Curry,/players/c/curryst01.html,2010,2017,Davidson College,true
Rastko Cvetkovic,/players/c/cvetkra01.html,1996,1996,,false
