name,link,year_from,year_to,college,active
Arvydas Sabonis,/players/s/sabonar01.html,1996,2003,,false
Domantas Sabonis,/players/s/sabondo01.html,2017,2019,Gonzaga,true
Robert Sacre,/players/s/sacrero01.html,2013,2016,Gonzaga,false
John Salley,/players/s/sallejo01.html,1987,2000,Georgia Tech,false
John Salmons,/players/s/salmojo01.html,2003,2015,Miami (FL),false
Kevin Salvadori,/players/s/salvake01.html,1997,1998,UNC,false
Soumaila Samake,/players/s/samakso01.html,2001,2003,,false
Cheikh Samb,/players/s/sambch01.html,2008,2009,,false
Brandon Sampson,/players/s/sampsbr01.html,2019,2019,LSU,true
JaKarr Sampson,/players/s/sampsja02.html,2015,2019,St. John's,true
Jamal Sampson,/players/s/sampsja01.html,2003,2007,Cal,false
Ralph Sampson,/players/s/sampsra01.html,1984,1992,Virginia,false
Samardo Samuels,/players/s/samuesa01.html,2011,2013,Louisville,false
Pepe Sánchez,/players/s/sanchpe01.html,2001,2003,Temple,false
Frankie Sanders,/players/s/sandefr01.html,1979,1981,Southern University and A&M College,false
Jeff Sanders,/players/s/sandeje01.html,1990,1993,Georgia Southern University,false
Larry Sanders,/players/s/sandela01.html,2011,2017,Virginia Commonwealth,false
Melvin Sanders,/players/s/sandeme01.html,2006,2006,"Seward County Community College, Oklahoma State",false
Mike Sanders,/players/s/sandemi01.html,1983,1993,UCLA,false
Daniel Santiago,/players/s/santida01.html,2001,2005,"New Mexico, Saint Vincent College",false
Wayne Sappleton,/players/s/sapplwa01.html,1985,1985,Loyola Chicago,false
Dario Šarić,/players/s/saricda01.html,2017,2019,,true
Jason Sasser,/players/s/sasseja01.html,1997,1999,Texas Tech,false
Jeryl Sasser,/players/s/sasseje01.html,2002,2003,SMU,false
Tomáš Satoranský,/players/s/satorto01.html,2017,2019,,true
Kenny Satterfield,/players/s/satteke01.html,2002,2003,Cincinnati,false
Fred Saunders,/players/s/saundfr01.html,1975,1978,Syracuse,false
Predrag Savović,/players/s/savovpr01.html,2003,2003,"University of Alabama at Birmingham, University of Hawaii",false
Brian Scalabrine,/players/s/scalabr01.html,2002,2012,USC,false
Alex Scales,/players/s/scaleal01.html,2006,2006,Oregon,false
DeWayne Scales,/players/s/scalede01.html,1981,1984,LSU,false
Danny Schayes,/players/s/schayda01.html,1982,1999,Syracuse,false
Steve Scheffler,/players/s/schefst01.html,1991,1997,Purdue,false
Tom Scheffler,/players/s/schefto01.html,1985,1985,Purdue,false
Luke Schenscher,/players/s/schenlu01.html,2006,2007,Georgia Tech,false
Dwayne Schintzius,/players/s/schindw01.html,1991,1999,Florida,false
Dale Schlueter,/players/s/schluda01.html,1969,1978,Colorado State,false
Russ Schoene,/players/s/schoeru01.html,1983,1989,Chattanooga,false
Detlef Schrempf,/players/s/schrede01.html,1986,2001,Washington,false
Dennis Schröder,/players/s/schrode01.html,2014,2019,,true
John Schweitz,/players/s/schwejo01.html,1985,1987,University of Richmond,false
Luis Scola,/players/s/scolalu01.html,2008,2017,,false
Alvin Scott,/players/s/scottal01.html,1978,1985,Oral Roberts,false
Brent Scott,/players/s/scottbr01.html,1997,1997,Rice University,false
Byron Scott,/players/s/scottby01.html,1984,1997,Arizona State,false
Charlie Scott,/players/s/scottch01.html,1971,1980,UNC,false
Dennis Scott,/players/s/scottde01.html,1991,2000,Georgia Tech,false
James Scott,/players/s/scottja01.html,1997,1997,St. John's,false
Mike Scott,/players/s/scottmi01.html,2013,2019,Virginia,true
Shawnelle Scott,/players/s/scottsh01.html,1997,2002,St. John's,false
Carey Scurry,/players/s/scurrca01.html,1986,1988,Long Island University,false
Bruce Seals,/players/s/sealsbr01.html,1974,1978,Xavier University of Louisiana,false
Shea Seals,/players/s/sealssh01.html,1998,1998,Tulsa,false
Malik Sealy,/players/s/sealyma01.html,1993,2000,St. John's,false
Thabo Sefolosha,/players/s/sefolth01.html,2007,2019,,true
Rony Seikaly,/players/s/seikaro01.html,1989,1999,Syracuse,false
Josh Selby,/players/s/selbyjo01.html,2012,2013,Kansas,false
Wayne Selden,/players/s/seldewa01.html,2017,2019,Kansas,true
Brad Sellers,/players/s/sellebr01.html,1987,1993,"Wisconsin, Ohio State",false
Phil Sellers,/players/s/selleph01.html,1977,1977,Rutgers University,false
Mouhamed Sene,/players/s/senesa01.html,2007,2009,,false
Kevin Séraphin,/players/s/serapke01.html,2011,2017,,true
Ansu Sesay,/players/s/sesayan01.html,2002,2005,University of Mississippi,false
Ramon Sessions,/players/s/sessira01.html,2008,2018,Nevada,true
Ha Seung-Jin,/players/s/seungha01.html,2005,2006,,false
Tom Sewell,/players/s/sewelto01.html,1985,1985,Lamar University,false
Collin Sexton,/players/s/sextoco01.html,2019,2019,Alabama,true
Charles Shackleford,/players/s/shackch01.html,1989,1999,NC State,false
Mustafa Shakur,/players/s/shakumu01.html,2011,2014,Arizona,false
Landry Shamet,/players/s/shamela01.html,2019,2019,Wichita State,true
God Shammgod,/players/s/shammgo01.html,1998,1998,Providence,false
Walter Sharpe,/players/s/sharpwa01.html,2009,2009,"Mississippi State, University of Alabama at Birmingham",false
John Shasky,/players/s/shaskjo01.html,1989,1991,Minnesota,false
Brian Shaw,/players/s/shawbr01.html,1989,2003,"Saint Mary's, University of California, Santa Barbara",false
Casey Shaw,/players/s/shawca01.html,1999,1999,University of Toledo,false
Craig Shelton,/players/s/sheltcr01.html,1981,1982,Georgetown,false
Lonnie Shelton,/players/s/sheltlo01.html,1977,1986,Oregon State,false
Tornike Shengelia,/players/s/shengto01.html,2013,2014,,false
Jeff Sheppard,/players/s/sheppje01.html,1999,1999,Kentucky,false
Steve Sheppard,/players/s/sheppst01.html,1978,1979,Maryland,false
Ed Sherod,/players/s/sheroed01.html,1983,1983,Virginia Commonwealth,false
Paul Shirley,/players/s/shirlpa01.html,2003,2005,Iowa State,false
Purvis Short,/players/s/shortpu01.html,1979,1990,Jackson State University,false
Dexter Shouse,/players/s/shousde01.html,1990,1990,University of South Alabama,false
John Shumate,/players/s/shumajo01.html,1976,1981,Notre Dame,false
Iman Shumpert,/players/s/shumpim01.html,2012,2019,Georgia Tech,true
Alexey Shved,/players/s/shvedal01.html,2013,2015,,false
Pascal Siakam,/players/s/siakapa01.html,2017,2019,New Mexico State,true
Jordan Sibert,/players/s/siberjo01.html,2019,2019,"Ohio State, Dayton",true
Jerry Sichting,/players/s/sichtje01.html,1981,1990,Purdue,false
Jack Sikma,/players/s/sikmaja01.html,1978,1991,Illinois Wesleyan University,false
James Silas,/players/s/silasja01.html,1973,1982,Stephen F. Austin State University,false
Paul Silas,/players/s/silaspa01.html,1965,1980,Creighton,false
Xavier Silas,/players/s/silasxa01.html,2012,2018,"Colorado, Northern Illinois",true
Garret Siler,/players/s/silerga01.html,2011,2011,Augusta State University,false
Wayne Simien,/players/s/simiewa01.html,2006,2007,Kansas,false
Ben Simmons,/players/s/simmobe01.html,2018,2019,LSU,true
Bobby Simmons,/players/s/simmobo01.html,2002,2012,DePaul,false
Cedric Simmons,/players/s/simmoce01.html,2007,2009,NC State,false
Jonathon Simmons,/players/s/simmojo02.html,2016,2019,Houston,true
