name,link,year_from,year_to,college,active
Gus Williams,/players/w/willigu01.html,1976,1987,University of Southern California,false
Guy Williams,/players/w/willigu02.html,1985,1986,"University of San Francisco, Washington State University",false
Herb Williams,/players/w/willihe01.html,1982,1999,Ohio State University,false
Hot Rod Williams,/players/w/williho01.html,1987,1999,Tulane University,false
Jason Williams,/players/w/willija02.html,1999,2011,"Marshall University, University of Florida",false
Jawad Williams,/players/w/willija04.html,2009,2011,University of North Carolina,false
Jay Williams,/players/w/willija03.html,2003,2003,Duke University,false
Jayson Williams,/players/w/willija01.html,1991,1999,St. John's University,false
Jerome Williams,/players/w/willije01.html,1997,2005,Georgetown University,false
John Williams,/players/w/willijo02.html,1987,1995,Louisiana State University,false
Jordan Williams,/players/w/willijo03.html,2012,2012,University of Maryland,false
Justin Williams,/players/w/williju01.html,2007,2008,University of Wyoming,false
Kenny Williams,/players/w/willike03.html,1991,1994,Barton County Community College,false
Kevin Williams,/players/w/willike01.html,1984,1989,St. John's University,false
Lorenzo Williams,/players/w/willilo01.html,1993,2000,Stetson University,false
Lou Williams,/players/w/willilo02.html,2006,2018,,true
Marcus Williams,/players/w/willima03.html,2007,2010,University of Connecticut,false
Marcus Williams,/players/w/willima04.html,2008,2009,University of Arizona,false
Marvin Williams,/players/w/willima02.html,2006,2018,University of North Carolina,true
Matt Williams,/players/w/willima05.html,2018,2018,University of Central Florida,true
Micheal Williams,/players/w/willimi02.html,1989,1999,Baylor University,false
Mike Williams,/players/w/willimi03.html,1990,1990,"University of Cincinnati, Bradley University",false
Mo Williams,/players/w/willima01.html,2004,2016,University of Alabama,false
Monty Williams,/players/w/willimo01.html,1995,2003,University of Notre Dame,false
Nate Williams,/players/w/willina01.html,1972,1979,Utah State University,false
Pete Williams,/players/w/willipe01.html,1986,1987,University of Arizona,false
Ray Williams,/players/w/willira01.html,1978,1987,University of Minnesota,false
Reggie Williams,/players/w/willire01.html,1988,1997,Georgetown University,false
Reggie Williams,/players/w/willire02.html,2010,2017,Virginia Military Institute,false
Rickey Williams,/players/w/williri01.html,1983,1983,"University of New Mexico, California State University, Long Beach",false
Rob Williams,/players/w/williro02.html,1983,1984,University of Houston,false
Sam Williams,/players/w/willisa02.html,1982,1985,Arizona State University,false
Scott Williams,/players/w/willisc01.html,1991,2005,University of North Carolina,false
Sean Williams,/players/w/willise01.html,2008,2012,Boston College,false
Shammond Williams,/players/w/willish01.html,1999,2007,University of North Carolina,false
Shawne Williams,/players/w/willish03.html,2007,2015,University of Memphis,false
Shelden Williams,/players/w/willish02.html,2007,2012,Duke University,false
Sly Williams,/players/w/willisl01.html,1980,1986,University of Rhode Island,false
Terrence Williams,/players/w/willite01.html,2010,2013,University of Louisville,false
Travis Williams,/players/w/willitr01.html,1998,1999,South Carolina State University,false
Troy Williams,/players/w/willitr02.html,2017,2018,Indiana University,true
Walt Williams,/players/w/williwa02.html,1993,2003,University of Maryland,false
Corliss Williamson,/players/w/willico02.html,1996,2007,University of Arkansas,false
John Williamson,/players/w/willijo01.html,1974,1981,New Mexico State University,false
Kevin Willis,/players/w/willike02.html,1985,2007,Michigan State University,false
Bill Willoughby,/players/w/willobi01.html,1976,1984,,false
Dedric Willoughby,/players/w/willode01.html,2000,2000,"University of New Orleans, Iowa State University",false
Bobby Wilson,/players/w/wilsobo03.html,1975,1978,Wichita State University,false
Bubba Wilson,/players/w/wilsobu01.html,1980,1980,Western Carolina University,false
D.J. Wilson,/players/w/wilsodj01.html,2018,2018,University of Michigan,true
Jamil Wilson,/players/w/wilsoja02.html,2018,2018,"University of Oregon, Marquette University",true
Michael Wilson,/players/w/wilsomi01.html,1984,1987,Marquette University,false
Nikita Wilson,/players/w/wilsoni01.html,1988,1988,Louisiana State University,false
Othell Wilson,/players/w/wilsoot01.html,1985,1987,University of Virginia,false
Rick Wilson,/players/w/wilsori01.html,1979,1980,University of Louisville,false
Ricky Wilson,/players/w/wilsori02.html,1988,1988,George Mason University,false
Trevor Wilson,/players/w/wilsotr01.html,1991,1996,"University of California, Los Angeles",false
Kyle Wiltjer,/players/w/wiltjky01.html,2017,2017,Gonzaga University,true
Kennard Winchester,/players/w/winchke01.html,1991,1993,"James Madison University, Averett University",false
David Wingate,/players/w/wingada01.html,1987,2001,Georgetown University,false
Dontonio Wingfield,/players/w/wingfdo01.html,1995,1998,University of Cincinnati,false
Justise Winslow,/players/w/winslju01.html,2016,2018,Duke University,true
Rickie Winslow,/players/w/winslri01.html,1988,1988,University of Houston,false
Trevor Winter,/players/w/wintetr01.html,1999,1999,University of Minnesota,false
Brian Winters,/players/w/wintebr01.html,1975,1983,University of South Carolina,false
Voise Winters,/players/w/wintevo01.html,1986,1986,Bradley University,false
Willie Wise,/players/w/wisewi01.html,1970,1978,Drake University,false
Jeff Withey,/players/w/witheje01.html,2014,2018,University of Kansas,true
Randy Wittman,/players/w/wittmra01.html,1984,1992,Indiana University,false
Garry Witts,/players/w/wittsga01.html,1982,1982,College of the Holy Cross,false
Dave Wohl,/players/w/wohlda01.html,1972,1978,University of Pennsylvania,false
Joe Wolf,/players/w/wolfjo01.html,1988,1999,University of North Carolina,false
Ruben Wolkowyski,/players/w/wolkoru01.html,2001,2003,,false
Nate Wolters,/players/w/woltena01.html,2014,2018,South Dakota State University,true
Al Wood,/players/w/woodal01.html,1982,1987,University of North Carolina,false
Christian Wood,/players/w/woodch01.html,2016,2017,"University of Nevada, Las Vegas",true
David Wood,/players/w/woodda01.html,1989,1997,"University of Nevada, Reno",false
Howard Wood,/players/w/woodho01.html,1982,1982,University of Tennessee,false
Leon Wood,/players/w/woodle01.html,1985,1991,"University of Arizona, California State University, Fullerton",false
Loren Woods,/players/w/woodslo01.html,2002,2008,"Wake Forest University, University of Arizona",false
Qyntel Woods,/players/w/woodsqy01.html,2003,2006,Northeast Mississippi Community College,false
Randy Woods,/players/w/woodsra01.html,1993,1996,La Salle University,false
Mike Woodson,/players/w/woodsmi01.html,1981,1991,Indiana University,false
Orlando Woolridge,/players/w/woolror01.html,1982,1994,University of Notre Dame,false
Haywoode Workman,/players/w/workmha01.html,1990,2000,"Winston-Salem State University, Oral Roberts University",false
Metta World Peace,/players/a/artesro01.html,2000,2017,St. John's University,false
Sam Worthen,/players/w/worthsa01.html,1981,1982,Marquette University,false
James Worthy,/players/w/worthja01.html,1983,1994,University of North Carolina,false
Antoine Wright,/players/w/wrighan01.html,2006,2011,Texas A&M University,false
Bracey Wright,/players/w/wrighbr02.html,2006,2007,Indiana University,false
Brad Wright,/players/w/wrighbr01.html,1987,1988,"University of California, Los Angeles",false
Brandan Wright,/players/w/wrighbr03.html,2008,2018,University of North Carolina,true
Chris Wright,/players/w/wrighch01.html,2012,2014,University of Dayton,true
Chris Wright,/players/w/wrighch02.html,2013,2013,Georgetown University,false
Delon Wright,/players/w/wrighde01.html,2016,2018,University of Utah,true
Dorell Wright,/players/w/wrighdo01.html,2005,2015,,false
Howard Wright,/players/w/wrighho02.html,1991,1993,Stanford University,false
Julian Wright,/players/w/wrighju01.html,2008,2011,University of Kansas,false
Larry Wright,/players/w/wrighla01.html,1977,1982,Grambling State University,false
Lorenzen Wright,/players/w/wrighlo02.html,1997,2009,University of Memphis,false
Luther Wright,/players/w/wrighlu01.html,1994,1994,Seton Hall University,false
Sharone Wright,/players/w/wrighsh01.html,1995,1998,Clemson University,false
Tony Wroten,/players/w/wroteto01.html,2013,2016,University of Washington,true
A.J. Wynder,/players/w/wyndeaj01.html,1991,1991,"University of Massachusetts Amherst, Fairfield University",false
