name,link,year_from,year_to,college,active
Oliver Robinson,/players/r/robinol01.html,1983,1983,University of Alabama at Birmingham,false
Rumeal Robinson,/players/r/robinru01.html,1991,1997,University of Michigan,false
Thomas Robinson,/players/r/robinth01.html,2013,2017,University of Kansas,true
Truck Robinson,/players/r/robintr01.html,1975,1985,Tennessee State University,false
Wayne Robinson,/players/r/robinwa01.html,1981,1981,Virginia Polytechnic Institute and State University,false
Bill Robinzine,/players/r/robinbi01.html,1976,1982,DePaul University,false
Dave Robisch,/players/r/robisda01.html,1972,1984,University of Kansas,false
John Roche,/players/r/rochejo01.html,1972,1982,University of South Carolina,false
Dennis Rodman,/players/r/rodmade01.html,1987,2000,Southeastern Oklahoma State University,false
Sergio Rodriguez,/players/r/rodrise01.html,2007,2017,,true
Lou Roe,/players/r/roelo01.html,1996,1997,University of Massachusetts Amherst,false
Carlos Rogers,/players/r/rogerca01.html,1995,2002,"University of Arkansas at Little Rock, Tennessee State University",false
Johnny Rogers,/players/r/rogerjo01.html,1987,1988,"Stanford University, University of California, Irvine",false
Marshall Rogers,/players/r/rogerma01.html,1977,1977,University of Texas-Pan American,false
Rodney Rogers,/players/r/rogerro01.html,1994,2005,Wake Forest University,false
Roy Rogers,/players/r/rogerro02.html,1997,2000,University of Alabama,false
Tree Rollins,/players/r/rollitr01.html,1978,1995,Clemson University,false
Lorenzo Romar,/players/r/romarlo01.html,1981,1985,University of Washington,false
Rajon Rondo,/players/r/rondora01.html,2007,2018,University of Kentucky,true
Sean Rooks,/players/r/rooksse01.html,1993,2004,University of Arizona,false
Derrick Rose,/players/r/rosede01.html,2009,2018,University of Memphis,true
Jalen Rose,/players/r/roseja01.html,1995,2007,University of Michigan,false
Malik Rose,/players/r/rosema01.html,1997,2009,Drexel University,false
Rob Rose,/players/r/rosero01.html,1989,1989,George Mason University,false
Quinton Ross,/players/r/rossqu01.html,2005,2011,Southern Methodist University,false
Terrence Ross,/players/r/rosste01.html,2013,2018,University of Washington,true
Doug Roth,/players/r/rothdo01.html,1990,1990,University of Tennessee,false
Scott Roth,/players/r/rothsc01.html,1988,1990,University of Wisconsin,false
Dan Roundfield,/players/r/roundda01.html,1976,1987,Central Michigan University,false
Ron Rowan,/players/r/rowanro01.html,1987,1987,"University of Notre Dame, St. John's University",false
Curtis Rowe,/players/r/rowecu01.html,1972,1979,"University of California, Los Angeles",false
Jim Rowinski,/players/r/rowinji01.html,1989,1990,Purdue University,false
Derrick Rowland,/players/r/rowlade01.html,1986,1986,State University of New York at Potsdam,false
Brian Rowsom,/players/r/rowsobr01.html,1988,1990,University of North Carolina at Wilmington,false
Brandon Roy,/players/r/roybr01.html,2007,2013,University of Washington,false
Donald Royal,/players/r/royaldo01.html,1990,1998,University of Notre Dame,false
Clifford Rozier,/players/r/roziecl01.html,1995,1998,"University of North Carolina, University of Louisville",false
Terry Rozier,/players/r/roziete01.html,2016,2018,University of Louisville,true
Ricky Rubio,/players/r/rubiori01.html,2012,2018,,true
Guy Rucker,/players/r/ruckegu01.html,2003,2003,University of Iowa,false
Delaney Rudd,/players/r/ruddde01.html,1990,1993,Wake Forest University,false
John Rudd,/players/r/ruddjo01.html,1979,1979,McNeese State University,false
Damjan Rudez,/players/r/rudezda01.html,2015,2017,,true
Michael Ruffin,/players/r/ruffimi01.html,2000,2009,University of Tulsa,false
Trevor Ruffin,/players/r/ruffitr01.html,1995,1996,University of Hawaii,false
Jeff Ruland,/players/r/rulanje01.html,1982,1993,Iona College,false
Stefano Rusconi,/players/r/ruscost01.html,1996,1996,,false
Brandon Rush,/players/r/rushbr01.html,2009,2017,University of Kansas,true
Kareem Rush,/players/r/rushka01.html,2003,2010,University of Missouri,false
Bryon Russell,/players/r/russebr01.html,1994,2006,"California State University, Long Beach",false
Campy Russell,/players/r/russeca02.html,1975,1985,University of Michigan,false
Cazzie Russell,/players/r/russeca01.html,1967,1978,University of Michigan,false
D'Angelo Russell,/players/r/russeda01.html,2016,2018,Ohio State University,true
Walker Russell,/players/r/russewa01.html,1983,1988,"University of Houston, Western Michigan University",false
Walker Russell,/players/r/russewa02.html,2012,2012,Jacksonville State University,false
