name,link,year_from,year_to,college,active
Ivan Rabb,/players/r/rabbiv01.html,2018,2018,University of California,true
Mark Radford,/players/r/radfoma01.html,1982,1983,Oregon State University,false
Wayne Radford,/players/r/radfowa01.html,1979,1979,Indiana University,false
Dino Radja,/players/r/radjadi01.html,1994,1997,,false
Vladimir Radmanovic,/players/r/radmavl01.html,2002,2013,,false
Aleksandar Radojevic,/players/r/radojal01.html,2000,2005,Barton County Community College,false
Miroslav Raduljica,/players/r/radulmi01.html,2014,2015,,false
Ed Rains,/players/r/rainsed01.html,1982,1983,University of South Alabama,false
Igor Rakocevic,/players/r/rakocig01.html,2003,2003,,false
Kurt Rambis,/players/r/rambiku01.html,1982,1995,Santa Clara University,false
Peter John Ramos,/players/r/ramospe01.html,2005,2005,,false
Mark Randall,/players/r/randama01.html,1992,1995,University of Kansas,false
Chasson Randle,/players/r/randlch01.html,2017,2017,Stanford University,true
Julius Randle,/players/r/randlju01.html,2015,2018,University of Kentucky,true
Anthony Randolph,/players/r/randoan01.html,2009,2014,Louisiana State University,false
Shavlik Randolph,/players/r/randosh01.html,2006,2015,Duke University,false
Zach Randolph,/players/r/randoza01.html,2002,2018,Michigan State University,true
Wally Rank,/players/r/rankwa01.html,1981,1981,San Jose State University,false
Kelvin Ransey,/players/r/ranseke01.html,1981,1986,Ohio State University,false
Blair Rasmussen,/players/r/rasmubl01.html,1986,1993,University of Oregon,false
Xavier Rathan-Mayes,/players/r/rathaxa01.html,2018,2018,Florida State University,true
Ed Ratleff,/players/r/ratleed01.html,1974,1978,"California State University, Long Beach",false
Theo Ratliff,/players/r/ratlith01.html,1996,2011,University of Wyoming,false
Andy Rautins,/players/r/rautian01.html,2011,2011,Syracuse University,false
Leo Rautins,/players/r/rautile01.html,1984,1985,"University of Minnesota, Syracuse University",false
Allan Ray,/players/r/rayal01.html,2007,2007,Villanova University,false
Clifford Ray,/players/r/raycl01.html,1972,1981,University of Oklahoma,false
James Ray,/players/r/rayja01.html,1981,1983,Jacksonville University,false
Zeljko Rebraca,/players/r/rebraze01.html,2002,2006,,false
Eldridge Recasner,/players/r/recasel01.html,1995,2002,University of Washington,false
Michael Redd,/players/r/reddmi01.html,2001,2012,Ohio State University,false
J.J. Redick,/players/r/redicjj01.html,2007,2018,Duke University,true
Marlon Redmond,/players/r/redmoma01.html,1979,1980,University of San Francisco,false
Davon Reed,/players/r/reedda01.html,2018,2018,University of Miami,true
Justin Reed,/players/r/reedju01.html,2005,2007,University of Mississippi,false
Willie Reed,/players/r/reedwi02.html,2016,2018,Saint Louis University,true
Bryant Reeves,/players/r/reevebr01.html,1996,2001,Oklahoma State University,false
Khalid Reeves,/players/r/reevekh01.html,1995,2000,University of Arizona,false
Billy Reid,/players/r/reidbi01.html,1981,1981,"University of New Mexico, University of San Francisco",false
Don Reid,/players/r/reiddo01.html,1996,2003,Georgetown University,false
J.R. Reid,/players/r/reidjr01.html,1990,2001,University of North Carolina,false
Robert Reid,/players/r/reidro01.html,1978,1991,St. Mary's University,false
Ryan Reid,/players/r/reidry01.html,2012,2012,Florida State University,false
Jared Reiner,/players/r/reineja01.html,2005,2007,University of Iowa,false
Richard Rellford,/players/r/rellfri01.html,1988,1988,University of Michigan,false
Terrence Rencher,/players/r/renchte01.html,1996,1996,University of Texas at Austin,false
Efthimi Rentzias,/players/r/rentzef01.html,2003,2003,,false
Shawn Respert,/players/r/respesh01.html,1996,1999,Michigan State University,false
Kevin Restani,/players/r/restake01.html,1975,1982,University of San Francisco,false
Jerry Reynolds,/players/r/reynoje01.html,1986,1996,Louisiana State University,false
Rodrick Rhodes,/players/r/rhodero01.html,1998,2000,"University of Kentucky, University of Southern California",false
Glen Rice,/players/r/ricegl01.html,1990,2004,University of Michigan,false
Glen Rice,/players/r/ricegl02.html,2014,2015,Georgia Institute of Technology,false
Chris Richard,/players/r/richach01.html,2008,2010,University of Florida,false
Clint Richardson,/players/r/richacl01.html,1980,1987,Seattle University,false
Jason Richardson,/players/r/richaja01.html,2002,2015,Michigan State University,false
Jeremy Richardson,/players/r/richaje01.html,2007,2009,Delta State University,false
Josh Richardson,/players/r/richajo01.html,2016,2018,University of Tennessee,true
Malachi Richardson,/players/r/richama01.html,2017,2018,Syracuse University,true
Micheal Ray Richardson,/players/r/richami01.html,1979,1986,University of Montana,false
Norm Richardson,/players/r/richano01.html,2002,2002,Hofstra University,false
Pooh Richardson,/players/r/richapo01.html,1990,1999,"University of California, Los Angeles",false
Quentin Richardson,/players/r/richaqu01.html,2001,2013,DePaul University,false
Mitch Richmond,/players/r/richmmi01.html,1989,2002,Kansas State University,false
Isaiah Rider,/players/r/rideris01.html,1994,2002,"University of Nevada, Las Vegas",false
Luke Ridnour,/players/r/ridnolu01.html,2004,2015,University of Oregon,false
Antoine Rigaudeau,/players/r/rigauan01.html,2003,2003,,false
Eric Riley,/players/r/rileyer01.html,1994,1999,University of Michigan,false
Mike Riordan,/players/r/riordmi01.html,1969,1977,Providence College,false
Ramon Rivas,/players/r/rivasra01.html,1989,1989,Temple University,false
Austin Rivers,/players/r/riverau01.html,2013,2018,Duke University,true
David Rivers,/players/r/riverda01.html,1989,1992,University of Notre Dame,false
Doc Rivers,/players/r/riverdo01.html,1984,1996,Marquette University,false
Andre Roberson,/players/r/roberan03.html,2014,2018,University of Colorado,true
Anthony Roberson,/players/r/roberan02.html,2006,2009,University of Florida,false
Terrance Roberson,/players/r/roberte01.html,2001,2001,"California State University, Fresno",false
Anthony Roberts,/players/r/roberan01.html,1978,1984,Oral Roberts University,false
Brian Roberts,/players/r/roberbr01.html,2013,2017,University of Dayton,true
Fred Roberts,/players/r/roberfr01.html,1984,1997,Brigham Young University,false
Lawrence Roberts,/players/r/roberla01.html,2006,2007,"Baylor University, Mississippi State University",false
Marv Roberts,/players/r/roberma01.html,1972,1977,Utah State University,false
Stanley Roberts,/players/r/roberst01.html,1992,2000,Louisiana State University,false
Alvin Robertson,/players/r/roberal01.html,1985,1996,University of Arkansas,false
Ryan Robertson,/players/r/roberry01.html,2000,2000,University of Kansas,false
Tony Robertson,/players/r/roberto01.html,1978,1979,West Virginia University,false
Rick Robey,/players/r/robeyri01.html,1979,1986,University of Kentucky,false
Bernard Robinson,/players/r/robinbe01.html,2005,2007,University of Michigan,false
Chris Robinson,/players/r/robinch01.html,1997,1998,Western Kentucky University,false
Cliff Robinson,/players/r/robincl01.html,1980,1992,University of Southern California,false
Clifford Robinson,/players/r/robincl02.html,1990,2007,University of Connecticut,false
David Robinson,/players/r/robinda01.html,1990,2003,United States Naval Academy,false
Eddie Robinson,/players/r/robined01.html,2000,2004,University of Central Oklahoma,false
Glenn Robinson,/players/r/robingl01.html,1995,2005,Purdue University,false
Glenn Robinson,/players/r/robingl02.html,2015,2018,University of Michigan,true
Jackie Robinson,/players/r/robinja01.html,1979,1982,"University of Nevada, Las Vegas",false
Jamal Robinson,/players/r/robinja03.html,2001,2001,University of Virginia,false
James Robinson,/players/r/robinja02.html,1994,2001,University of Alabama,false
Larry Robinson,/players/r/robinla01.html,1991,2002,Centenary College of Louisiana,false
Nate Robinson,/players/r/robinna01.html,2006,2016,University of Washington,false
