name,link,year_from,year_to,college,active
Mike D'Antoni,/players/d/dantomi01.html,1974,1977,Marshall University,false
Quintin Dailey,/players/d/dailequ01.html,1983,1992,University of San Francisco,false
Samuel Dalembert,/players/d/dalemsa01.html,2002,2015,Seton Hall University,false
Erick Dampier,/players/d/dampier01.html,1997,2012,Mississippi State University,false
Louie Dampier,/players/d/dampilo01.html,1968,1979,University of Kentucky,false
Bob Dandridge,/players/d/dandrbo01.html,1970,1982,Norfolk State University,false
Antonio Daniels,/players/d/daniean01.html,1998,2011,Bowling Green State University,false
Erik Daniels,/players/d/danieer01.html,2005,2005,University of Kentucky,false
Lloyd Daniels,/players/d/daniell01.html,1993,1998,Mount San Antonio College,false
Marquis Daniels,/players/d/daniema01.html,2004,2013,Auburn University,false
Mel Daniels,/players/d/danieme01.html,1968,1977,University of New Mexico,false
Troy Daniels,/players/d/danietr01.html,2014,2019,Virginia Commonwealth University,true
Sasha Danilovic,/players/d/danilsa01.html,1996,1997,,false
Adrian Dantley,/players/d/dantlad01.html,1977,1991,University of Notre Dame,false
Yinka Dare,/players/d/dareyi01.html,1995,1998,George Washington University,false
Luigi Datome,/players/d/datomlu01.html,2014,2015,,false
Brad Daugherty,/players/d/daughbr01.html,1987,1994,University of North Carolina,false
Kornel David,/players/d/davidko01.html,1999,2001,,false
Jermareo Davidson,/players/d/davidje01.html,2008,2009,University of Alabama,false
Brandon Davies,/players/d/daviebr01.html,2014,2015,Brigham Young University,false
Anthony Davis,/players/d/davisan02.html,2013,2019,University of Kentucky,true
Antonio Davis,/players/d/davisan01.html,1994,2006,University of Texas at El Paso,false
Baron Davis,/players/d/davisba01.html,2000,2012,"University of California, Los Angeles",false
Ben Davis,/players/d/davisbe01.html,1997,2000,"University of Kansas, University of Arizona",false
Brad Davis,/players/d/davisbr01.html,1978,1992,University of Maryland,false
Brian Davis,/players/d/davisbr02.html,1994,1994,Duke University,false
Charles Davis,/players/d/davisch02.html,1982,1990,Vanderbilt University,false
Dale Davis,/players/d/davisda01.html,1992,2007,Clemson University,false
Deyonta Davis,/players/d/davisde01.html,2017,2018,Michigan State University,true
