name,link,year_from,year_to,college,active
Isaac Fontaine,/players/f/fontais01.html,2002,2002,Washington State University,false
Jeff Foote,/players/f/footeje01.html,2012,2012,Cornell University,false
Bryn Forbes,/players/f/forbebr01.html,2017,2018,Michigan State University,true
Gary Forbes,/players/f/forbega01.html,2011,2012,"University of Virginia, University of Massachusetts Amherst",false
Alphonso Ford,/players/f/fordal01.html,1994,1995,Mississippi Valley State University,false
Alton Ford,/players/f/fordal02.html,2002,2004,University of Houston,false
Chris Ford,/players/f/fordch01.html,1973,1982,Villanova University,false
Don Ford,/players/f/forddo01.html,1976,1982,"University of New Mexico, University of California, Santa Barbara",false
Phil Ford,/players/f/fordph01.html,1979,1985,University of North Carolina,false
Sharrod Ford,/players/f/fordsh02.html,2006,2006,Clemson University,false
Sherell Ford,/players/f/fordsh01.html,1996,1996,University of Illinois at Chicago,false
T.J. Ford,/players/f/fordtj01.html,2004,2012,University of Texas at Austin,false
Bayard Forrest,/players/f/forreba01.html,1978,1979,Grand Canyon University,false
Joseph Forte,/players/f/fortejo01.html,2002,2003,University of North Carolina,false
Courtney Fortson,/players/f/fortsco01.html,2012,2012,University of Arkansas,false
Danny Fortson,/players/f/fortsda01.html,1998,2007,University of Cincinnati,false
Fred Foster,/players/f/fostefr01.html,1969,1977,Miami University,false
Greg Foster,/players/f/fostegr01.html,1991,2003,"University of California, Los Angeles, University of Texas at El Paso",false
Jeff Foster,/players/f/fosteje01.html,2000,2012,Texas State University,false
Rod Foster,/players/f/fostero01.html,1984,1986,"University of California, Los Angeles",false
Antonis Fotsis,/players/f/fotsian01.html,2002,2002,,false
Evan Fournier,/players/f/fournev01.html,2013,2018,,true
Tremaine Fowlkes,/players/f/fowlktr01.html,2002,2005,"University of California, California State University, Fresno",false
De'Aaron Fox,/players/f/foxde01.html,2018,2018,University of Kentucky,true
Jim Fox,/players/f/foxji01.html,1968,1977,University of South Carolina,false
Rick Fox,/players/f/foxri01.html,1992,2004,University of North Carolina,false
Randy Foye,/players/f/foyera01.html,2007,2017,Villanova University,false
Adonal Foyle,/players/f/foylead01.html,1998,2009,Colgate University,false
Richie Frahm,/players/f/frahmri01.html,2004,2008,Gonzaga University,false
Steve Francis,/players/f/francst01.html,2000,2008,University of Maryland,false
Tellis Frank,/players/f/frankte01.html,1988,1994,Western Kentucky University,false
Jamaal Franklin,/players/f/frankja01.html,2014,2015,San Diego State University,false
Tim Frazier,/players/f/fraziti01.html,2015,2018,Pennsylvania State University,true
Walt Frazier,/players/f/fraziwa01.html,1968,1980,Southern Illinois University,false
Anthony Frederick,/players/f/fredean01.html,1989,1992,Pepperdine University,false
Jimmer Fredette,/players/f/fredeji01.html,2012,2016,Brigham Young University,false
World B. Free,/players/f/freewo01.html,1976,1988,Guilford College,false
Joel Freeland,/players/f/freeljo01.html,2013,2015,,false
Matt Freije,/players/f/freijma01.html,2005,2007,Vanderbilt University,false
Channing Frye,/players/f/fryech01.html,2006,2018,University of Arizona,true
Hiram Fuller,/players/f/fullehi01.html,2004,2004,"California State University, Fresno",false
Todd Fuller,/players/f/fulleto02.html,1997,2001,North Carolina State University,false
Tony Fuller,/players/f/fulleto01.html,1981,1981,Pepperdine University,false
Markelle Fultz,/players/f/fultzma01.html,2018,2018,University of Washington,true
Lawrence Funderburke,/players/f/fundela01.html,1998,2005,"Indiana University, Ohio State University",false
Terry Furlow,/players/f/furlote01.html,1977,1980,Michigan State University,false
